科学家,句子编号,句子,情感得分
杜德娜,167,"这不仅很难解决原来的问题,甚至很可 能会引入新的、更大的问题",-1.0
杜德娜,176,"类似的天然基因编辑也治愈过其他遗传病,比如维奥二氏综合征 (Wiskott-Aldrich syndrome),患者中10%~20%的人会因为自发的基 因更正而活下来;再比如一种肝部疾病酪氨酸血症",-1.0
杜德娜,192,我们内在或外在的身体 特征 视力、身高、肤色、对疾病的易感性等 都是由基因组编码 的信息决定的,-1.0
杜德娜,243,"比如,有一种叫作亨廷顿疾 病的神经退行性疾病,就是因为HTT基因里同样的3个碱基重复了太多 次,引起了脑细胞合成出异常的蛋白质",-1.0
杜德娜,244,"与此相反,囊性纤维化疾病是 一种感染肺部的致命性遗传病,它最常见的起因是DNA缺失",-1.0
杜德娜,265,"事实上,早在遗传病的根源被揭示之前,就有人开始 探索治疗遗传病的新方法不仅仅是让患者服用药物来暂时缓解突变 基因的负面影响,而是修复基因本身,以彻底扭转疾病的进程",-1.0
杜德娜,282,"高精氨酸血症是一种很折磨人的疾病,患者会出现痉挛、癫痫,随 着病情越来越重,智力发育也严重迟缓",-1.25
杜德娜,285,"不幸的是,罗杰斯的基因治疗实验失败了,这让所有人都大为失 望,不仅仅是他自己,患者和患者的家庭更是如此",-1.0
杜德娜,286,"这次注射对两个小 女孩没起到什么作用,而罗杰斯也因为如此鲁莽、不成熟的举动而被同 行批评",-1.0
杜德娜,289,"这个实验失败了,但是它的基本 假设是成立的",-1.0
杜德娜,311,"他们的目的,是使用基因治疗把健康的ADA基因永 久性地嵌入患者的血细胞,弥补缺失的蛋白质,从而治愈疾病",-1.0
杜德娜,312,"不幸的 是,早期临床试验结果不尽人意:改造后的病毒,安全性固然通过了考 验,但是治疗效果微乎其微",-1.0
杜德娜,317,"此外,截止到 2016年,已经有2000多个基因治疗的临床试验已经完成或者即将开始, 它们针对的疾病症状也大幅拓展,包括单基因遗传病,比如囊性纤维 化、血友病、某些形式的失明,以及日渐增多的心血管与神经疾病",-1.0
杜德娜,327,"此外,还有许多类型的遗传病,其病因并不是基因缺失对于这 些疾病,单纯地引入新基因并不会奏效",-1.0
杜德娜,328,"以亨廷顿疾病为例,突变基因 产生的异常蛋白完全遮蔽了健康基因",-1.0
杜德娜,329,"既然突变基因占据了主导地位, 简单的基因治疗通过病毒载体引入一份正常的基因拷贝对亨廷 顿或者其他类似的疾病就没有效果",-1.0
杜德娜,331,"如果他们可以修复导致疾病的缺陷基因,也就可以 治疗显性与隐性基因疾病,而不必担心基因拼接出错的后果",-1.0
杜德娜,339,"问题 在于,这是不是异想天开呢? 20世纪80年代,一些研究人员在继续优化基于病毒的基因治疗策 略,与此同时,另一些人开始尝试使用实验室合成的重组DNA来转化哺 乳动物细胞,这套办法显然更简单",-1.0
杜德娜,349,"问题在于,这些DNA到底是如何进入基因组的?在20世纪80年代 初,犹他大学的一位教授,马里奥卡佩奇(Mario Capecchi)就开始试 图解答这个问题",-1.0
杜德娜,365,"看起来,要修饰基因组,细胞自己就可以完成其中最困难的工作",-2.5
杜德娜,381,"但是,医学研究人员对于在 人类身上使用这项技术却有些忐忑,这是因为,要把同源重组技术用于 临床治疗,还有许多困难需要克服",-1.0
杜德娜,382,"它最大的一个缺陷是所谓的非同源重组的问题,也叫异常重 组(illegitimate recombination)",-1.0
杜德娜,386,"科学家还在寻找更好的解决方案,来 避免细胞培养中的问题,他们也没有放弃未来应用于医学的希望",-0.3333
杜德娜,390,"他当时是哈佛大学医学院的教授(也是我博士研究课题的指导老 师),绍斯塔克思考的是一个基础问题:基因打靶和同源重组何以可 能?具体来说,他试图理解的是一条染色体上的DNA双链如何与另一条 染色体上的双链结合,通过何种中间阶段交换信息,然后重新分开,在 细胞分裂之后再次形成单个染色体",-1.0
杜德娜,404,"本质上,我们欺骗了细胞,让它认为DNA受 到了破坏,同时,我们提供了第二份DNA ,将它伪装成第二份染色 体,细胞就利用它来修复断点",-1.0
杜德娜,413,"为了解决这个问题,贾辛巧妙地从酵母里借用了一个分子机器:I 型SceI核酸内切酶",-1.0
杜德娜,425,"但一个关键的问题是:要用上这项技术,科学家必须得在特定的位 点切开基因组",-1.0
杜德娜,426,"在贾辛的验证实验中,I型SceI内切酶识别的序列是事先 人为引入的,但是,与疾病相关的基因序列却无从改变,我们不可能为 了使用某些罕见的内切酶而特地修改基因序列,而且,一旦基因组被切 开,它会非常有效地修复自身问题在于如何在正确的位置引入双链 断裂",-1.0
杜德娜,428,"只要能够解决这个问题,我们就 可以充分释放基因编辑的潜力",-1.0
杜德娜,436,"但是,这里有一个根本的问题:大多数核酸酶识别的碱基序列只有 6个或8个这太短了,完全不适于基因编辑",-1.0
杜德娜,464,"但是在 实际操作中,它非常困难",-2.0
杜德娜,472,"在锌指核酸酶中,这项工作听起来简 单,实际上颇为困难,但在类转录活化因子中,它的确很简单",-1.0
杜德娜,497,"当年我 在准备开辟一个新的研究领域,心里不免有许多憧憬与担忧许多科 学家都警告我,这个项目可能永远无法实现",-1.0
杜德娜,514,"父亲的死亡令我陷入了巨大的悲伤,我也渴望转移注意力",-1.0
杜德娜,518,"当时人们的想法是,基于核酶的治疗方法不同于基因治疗(通过添 加健康基因来修复遗传突变)或者基因编辑(旨在修复破损的基因), 因为它通过修复破损的RNA分子来治疗疾病",-1.0
杜德娜,612,"当时,他受命调查一个骑兵中队里爆发的 痢疾:为什么有些患者可以从疾病中恢复,而有些则不行",-1.0
杜德娜,668,"驱使一线科学家不断前进的是对未知世界的好奇,和面对困难不放 弃的恒心但是除了这些高尚的品质之外,我们也需要一点健康的实 用主义态度",-1.0
杜德娜,737,"不过,正如科学探索常见的情形一样,研究人员解决了一 个问题,然后发现还有下一个问题",-0.3333
杜德娜,768,"这是夏威夷果农们面临的一大问题, 但研究这株真菌却趣味横生",-1.0
杜德娜,779,"在这个领域诞生之初,布莱克和我受到了来自丹尼斯克公司、西北 大学和瓦赫宁根大学各路同人的激励,与此同时,我们也被关于 CRISPR的许多尚未解答的基本问题深深吸引",-1.0
杜德娜,782,"我们思考的问题是:这个系统里的各个分子是如何 协调配合实现摧毁病毒DNA的,以及,在免疫反应的靶向锁定和摧毁阶 段到底发生了什么",-1.0
杜德娜,783,"随着问题日益明确,挑战也愈发明显",-1.0
杜德娜,788,"CRISPR cas基因 KZK里 CRISPR RNA Cas 蛋白质 靶向锁定 病毒DNA 摧毁DNA 图10: CRISPR的RNA分子与Cas蛋白质靶向锁定病毒DNA 很明显,要解答这些问题,我们需要超越之前的遗传学研究,更多 地采取生物化学方法分离其中的分子,研究其行为",-1.0
杜德娜,821,"在这幅全景图里,我们已经可以看到最初的一些问题的答 案",-1.0
杜德娜,837,噬菌体的遗传物质 到底是如何被摧毁的这是整个CRISPR通路的核心问题,-1.0
杜德娜,879,"当然,它们也有重要的区别,对 CRISPR研究者而言,有两个问题尤为突出:在II类系统中进行DNA切 割的是哪种酶?它是如何工作的? 当时我仍然在研究I类系统,如果不是由于一次偶然的机遇,让我 有幸结识了一个远隔半个地球的合作伙伴,我也许永远不会涉足II类系 统",-1.0
杜德娜,917,"化脓链球菌也是10种致命 的感染性疾病之一,每年50多万人因此死亡",-1.0
杜德娜,918,"人类的许多疾病都与这株 细菌有关,包括中毒休克综合征、猩红热、链球菌性喉炎,以及一种特 别恐怖的疾病坏死性筋膜炎 ,它还有一个更惊悚的名字噬 肉菌感染",-1.0
杜德娜,926,"我们仍然需要使用最常用的大肠杆菌来合成化脓链球菌中的蛋白 质,但不必担心它们感染人类",-1.0
杜德娜,970,"像大多数科学探索一样,这次实验以失败告终",-1.0
杜德娜,977,"不过,对我们来说,幸运的是,在迈克离开的时候,马丁的 日程安排稍微不那么紧张了,因此他可以从迈克遗留的问题入手,接手 这个课题",-1.0
杜德娜,978,"他把注意力转向了Cas9 ,打算解决这个遗留问题:Cas9的功 能到底是什么? 迈克和马丁的工作似乎表明了Cas9不能切割DNA ,但是,实验本身 是否可能有问题呢?这有许多可能,从最无趣的(比如,试管里的蛋白 质降解了)到有趣的(比如,我们缺少了该反应必需的一个成分)",-1.0
杜德娜,996,"这些结果令我倍感振奋,但与此同时,这也引出了一系列亟待解决 的问题",-1.0
杜德娜,1000,"为了回答这些问题,马丁和克日什托夫进行了辛苦的工作,但很 快,一个清晰的画面逐渐浮现出来",-1.0
杜德娜,1058,"然而,在那 一刻,我昂扬的情绪荡然无存,反倒感到从未有过的疲惫",-1.0
杜德娜,1091,"通过这样一个针对人类血细胞的简单实 验,他们表明了CIRSPR-Cas9系统能够治疗困扰全球数百万人的疾病",-1.0
杜德娜,1098,"CRISPR是否会取代这些旧的技术,就像光盘取代磁带、磁带 取代唱片?思索着这些问题,我在哈佛广场和朗费罗桥之间跑了个来 回,满脑子想的都是CRISPR ,眼前的城市风光仿佛是一个泡影",-1.0
杜德娜,1106,"到了2015年年末,仅这三家公司就已募集 了5亿多美元用于CRISPR开发,以治疗多种疾病,包括肺部纤维化、镰 状细胞病、进行性假肥大性肌营养不良症和先天失明所用的正是埃 马纽埃尔和我最初开发出的CRISPR技术",-1.0
杜德娜,1148,"这个乱 糟糟的、容易出错的修复也提供了一个办法,方便我们检测基因编辑是 否成功",-1.0
杜德娜,1168,"到目前为止,CRISPR从细菌细胞移植到人类细胞的过程正如我们 所预料的那样发生了,剩下的一个问题是:CRISPR是否编辑了人类的 DNA? 人类肾脏细胞 Cas 9蛋白质 目标DNA中的20个碱基 DNA 切割 DNA 修复 N 全四四W、 针对CLTA 基因的向导RNA 凝胶电泳证据 编辑之后的CLTA 基因 图13:利用CRISPR编辑人类细胞中的DNA 马丁和一个新加入实验室的年轻学生亚历山德拉 伊斯特塞莱 斯基 (Alexandra East-Seletsky) 收集了更多的细胞,提取了DNA, 分析 了CLTA 基因",-1.0
杜德娜,1190,"在过去20多年里, 这套方法一直是在小鼠中研究人类疾病或者癌症的最好方法(事实上也 是唯一方法),虽然有点费事,但的确有效",-1.0
杜德娜,1232,"看来,我对跟孩子交流复杂概念的担心纯属多余! 跟学生讲解的时候,我把CRISPR比喻成一把分子剪刀:它可以用 20个字母精确锁定一段DNA序列,进而切开双螺旋",-1.0
杜德娜,1288,"不过,由于细胞内分子 运动的不规律性,进行修复的时间很短,如果两个断口之间的DNA片段 漂走了,细胞就会采取第二个选项:放弃中间的这一段DNA, 把两侧的 染色体结合起来",-1.0
杜德娜,1369,"当这种意志用于建设性的工作时,我们会取得令人赞叹的成就; 但当它用于破坏性的事情时,也会带来意外的,甚至惨绝人寰的灾难",-1.0
杜德娜,1371,"比如,研 究者利用CRISPR在模式动物里更精确、更灵活地制造出了人体疾病模 型除了小鼠,研究者已经在猴子身上模拟了自闭症,在猪身上模拟 了帕金森病,在鼬身上模拟了流感",-1.0
杜德娜,1377,"例如,我惊讶 地了解到,许多研究组使用CRISPR来改造猪的基因,使它们能更好地 长出人类的器官,从而解决移植器官短缺的问题",-1.0
杜德娜,1382,"讽刺的是,CRISPR也可以用来灭绝某些我们不希望看到的动物或 者病原体",-1.0
杜德娜,1395,"这株突变株可以追溯到20世纪30年代逃避德国侵略的埃塞俄 比亚西南部人,他们在自己的粮仓里收集了许多大麦的种子",-1.0
杜德娜,1408,"此外, 我们不必担心会有其他副作用,因为发生改变的只有Mlo基因",-1.0
杜德娜,1418,"不幸的是,大豆油里包含的反式脂肪酸水平太高,可能会引起高胆 固醇和心脏疾病",-1.0
杜德娜,1428,"但 是,一个无从回避的问题是,厂家和消费者会像接受传统诱变那样,接 受基因编辑过的植物吗?抑或基因编辑植物会面临转基因作物那样的命 运?转基因作物是人类的巨大的福祉,但是,我认为,它们遭遇到的抵 制是不合理的",-1.0
杜德娜,1443,"虽然有这些好处,而且数以亿计的人都摄入了转基因食物,并没有 任何问题,转基因食物仍然饱受攻击、严格的审查和尖锐的抗议,但大 多数批评并没有坚实的根据,这些反对的声音往往只关注少数研究,他 们声称转基因作物有害消费者或环境的健康",-1.0
杜德娜,1448,"科学界与公共舆论对转基因食物的安全有如此大的分歧,着实令人 担忧",-1.0
杜德娜,1449,"在我看来,这部分反映了背后更大的一个问题:科学家与公众之 间的交流出了问题",-1.0
杜德娜,1481,"不过,考虑到转基因作物的前 车之鉴,经过基因编辑的动物可能要面临许多类似的监管障碍,甚至更 强烈的反对意见",-1.0
杜德娜,1488,"消费者的批评声音也促使美国60多家超市连锁店包括 一些零售业的龙头公司,比如Whole Foods 、Safeway 、Target和Trader Joe's纷纷保证不出售这些三文鱼",-1.0
杜德娜,1497,"现在,设想一下,如果科学家不引入任何外源基因,仅仅通过编辑 三文鱼的基因组就能够提高其本身的生长激素水平,那会怎么样?消费 者和监管机构是否仍然认为这样的三文鱼是转基因生物? 考虑到CRISPR研究的节奏和基因编辑应用于畜牧业的速度,在不 久的将来,这个问题还会出现",-1.0
杜德娜,1542,"养猪业面临的一大疾病叫作猪繁殖与呼吸综 合征(Porcine Reproductive and Respiratory Syndrome,PRRS),这是一 种由蓝耳病毒(Porcine Reproductive and Respiratory Syndrome Virus,PRRSV)引起的疾病,俗称蓝耳病",-1.0
杜德娜,1544,"因为这种 疾病,美国的养猪场每年损失5亿多美元,产量降低了15%",-1.0
杜德娜,1545,"这种病也 给动物带来了很大的折磨,受感染的猪表现出一系列症状,包括食欲不 振、发烧、母猪的高流产率、猪崽的高死亡率以及呼吸困难",-1.0
杜德娜,1558,"现在的问题是,经过基 因编辑的猪,是否像野生疣猪一样,对非洲猪瘟病毒免疫呢?他们正在 进行实验来回答这个问题",-1.0
杜德娜,1559,"不过,另一个也许更重要的问题是,公众是 否会接受这种基因编辑过的动物?研究人员相信消费者不会因为这一点 改变而抱怨,特别是因为自然界里本来就有这种改良版本",-1.0
杜德娜,1564,"牛角增加了养殖户的危险,也给牛自身带来了不必要的 麻烦",-1.0
杜德娜,1565,"养牛场里通常的做法是,在牛幼年的时候用烙铁把新生的牛角烫 掉,但这会破坏牛的身体组织,也给牛带来极大的压力和痛苦",-1.0
杜德娜,1574,动物实验跟人类疾病研究息息相关,-1.0
杜德娜,1575,"无论是用动物来验证特定疾病 的遗传基础、评估新药的效果,还是测试新疗法的疗效,关键一点是要 有一个可靠的动物模型,尽可能模拟患者的生理特征和遗传原因",-1.0
杜德娜,1583,"也许更重要的是,我们有许多方法对小鼠进行遗传改 造,模拟人类的许多疾病和症状",-1.0
杜德娜,1584,"每年,有数以百万计的小鼠出生并运 送到世界各地, 目前有超过3万种品系可供选择,广泛用于癌症、心脏 病、失眠、骨质疏松症等疾病研究",-1.0
杜德娜,1586,"对于许多人类疾病比如肺部纤 维化、帕金森病、阿尔茨海默病、亨廷顿症等,小鼠没有表现出人类的 典型病症,对新药的反应与人类也相差甚远,这些缺点都限制了实验室 研究向临床应用的转化",-1.0
杜德娜,1587,"CRISPR可以帮助解决这个问题,因为它可以使我们选择其他动物 构建疾病模型,而且效率跟构建小鼠模型一样高",-0.3333
杜德娜,1595,"基因编辑也已用 于探索神经系统障碍,因为猴子模型特别适用于研究人类行为和认知异 常",-1.0
杜德娜,1596,"这样对待猴子,我也感到不安,但我同时也知道,我们亟需找到合 适的治疗手段来缓解许多人的痛苦",-1.0
杜德娜,1597,"这些转基因猴可以作为病人可靠的 替代品进行试验,使科学家在不伤害人体的情况下寻找治愈疾病的良 策",-1.0
杜德娜,1598,"自从有了CRISPR ,猪也成了研究人类疾病的常见模式动物,这是 因为它跟人类有解剖学上的相似性,而且猪的孕期较短,每窝产崽较 多",-1.0
杜德娜,1600,"事实上,基因编辑猪已经用于模拟色素缺陷、失聪综合 征、帕金森疾病、免疫疾病,而且这份清单还在继续增长",-1.0
杜德娜,1614,"对医生 和患者来说,最主要的一个问题是,人体对移植器官会产生免疫排斥反 应",-1.0
杜德娜,1619,"显 然,供体短缺是造成这种悲剧的最主要原因",-1.0
杜德娜,1622,"现在,通过基因编辑,我们可以改造猪的基 因,减少人体的排斥反应",-1.0
杜德娜,1630,"在我的故乡夏威夷岛上,有多姿多彩的动植物,我从小在它们的环 绕下长大,现在,看到CRISPR可以改造各种生物,我感到新奇,但也 有一丝担忧",-1.0
杜德娜,1641,"有些生命伦理学者,比如哈佛医学院的让汀伦斯霍夫(Jeantine Lunshof),担心遗传改造会用于满足人类的独特的审美偏好 ,但我 认为这不一定是坏事",-1.0
杜德娜,1645,"迷你猪的健康状况跟普通猪没有区别;相比之下,狗的许多品种 都有严重的健康问题",-1.0
杜德娜,1647,但是这些健康问题并没有阻止人们继续按照自 己的偏好筛选狗的基因与外貌,-1.0
杜德娜,1668,"不幸的是 (或者幸运的是,这取决于你对恐龙的态度),DNA的双链并不稳定, 不可能保存6500万年仍完好无损",-1.0
杜德娜,1676,"即便大象果真能生出来 猛犸象,没有了它原来的自然环境和象群部落,它还是真正的长毛猛犸 象吗?还是说,它们是具有长毛猛犸象风格特征的新型大象? 自从我第一次听说类似的实验,我就在脑海里不断地思考:这到底 值得鼓励,还是应受谴责,抑或介于两者之间?在我和许多科学界同人 看来,这仍然是一个没有定论的问题",-1.0
杜德娜,1686,"就像把现存的物种释放到陌生的环境可能引 起生态灾难,复原的物种有可能给新环境带来巨大的灾难",-1.0
杜德娜,1689,"这些动物受了多少折磨比如动物在克隆过程中不可避免地会 伤残或者流产,如果某些科学研究对人类健康毫无助益,我们是否还有 理由进行这些动物实验?当我们努力复活灭绝动物或者定制宠物时,我 们是否忽视了去保护濒危动物,以及被虐待、被忽视的其他动物?一个 更基本的问题是,如果我们可以避免进一步改造自然,我们是否应该适 可而止? CRISPR迫使我们思考这些棘手的,甚至是无解的问题",-0.5
杜德娜,1734,"ETC小组(一个生物技术监督 组织)担心,基因驱动(他们称之为基因炸弹)可能会被别有用心的 人改造成生物武器,用于军事用途,来攻击人类的微生物组或者主要食 物来源",-1.0
杜德娜,1737,"考虑到某些物种给人类带来的许多痛苦,我们也无法把这项技术束之高 阁",-1.0
杜德娜,1741,蚊子是地球上对人类造成痛苦最多的物种,-1.0
杜德娜,1742,"每年,上百万的人死于 蚊媒疾病或病毒疟疾、登革热病毒、西尼罗河病毒、黄热病毒、基 孔肯雅热病毒、塞卡病毒,不胜枚举",-1.0
杜德娜,1743,"基于CRISPR的基因驱动也许是 我们解决这类问题的最好武器,无论我们是选择清除蚊子携带的特定致 病菌还是清除所有蚊子",-1.0
杜德娜,1744,"基因驱动除了比杀虫剂更安全,还有另外一番 魅力:这是以生物手段来解决生物问题",-1.0
杜德娜,1745,"也许有人会问,蚊子在地球上已经存活了数亿年之久,我们现在疾 风骤雨似的把它们全部抹杀,是福是祸?说来难以置信,科学家认为这 不是什么大问题,如一个昆虫学家所言:如果我们明天就彻底清除了 蚊子,生态系统不过会打个嗝儿,然后生活还会继续",-1.0
杜德娜,1746,"如果他是对 的,如果我们可以彻底消除蚊媒疾病,而风险又很低,我们是否有理由 不去这么做? 我之所以提出这个问题,是因为我也在寻找答案",-1.0
杜德娜,1749,"通过更有效的对 话和更深刻的省察,我相信我们可以回答上述问题",-1.0
杜德娜,1761,"这 使得这次发布会更令人动容,而且再次提醒我们,癌症给人类带来了多 少痛苦和灾难",-1.0
杜德娜,1769,"越来越多的科学家、政治人物以及公众逐渐意识到,未来基因编辑 对治疗乃至治愈疾病会发挥重要作用",-1.0
杜德娜,1777,"而 且,我们很快就会看到CRISPR可用来预防疾病,因为证据就在我们眼 前",-1.0
杜德娜,1791,"通过靶向锁定疾病的遗传原 因,基因编辑可以彻底逆转疾病的进程,这一点已经足够让人激动",-0.3333
杜德娜,1792,"更 令人激动的是,CRISPR经过改造之后还可以靶向锁定新的DNA序列, 即,治愈新的疾病",-1.0
杜德娜,1795,"事实上,临床试验才 刚刚起步,未来仍有些重大问题需要解决",-1.0
杜德娜,1804,"通常,等到携带致病突变的小鼠长到成年再来纠正 错误,恐怕为时已晚,因为受精卵中的一个错误已经被复制到数十亿个 后代细胞里了,这使得我们不可能彻底清除疾病的影响",-1.0
杜德娜,1814,"要编辑体细胞,科学 家必须解决一系列新问题但是,如果我们致力于帮助病人,就不能 退缩",-0.3333
杜德娜,1816,"通过基因编辑来逆转人体内疾病的进程?这听起来似乎非常困难, 特别是患者从生下来就有这种疾病,而且现在已经长大成人,疾病可能 已经根深蒂固,改变患者的DNA也许不足以抵消遗传病的积弊",-1.25
杜德娜,1818,"有些疾病的遗传学原 因并不清楚,还有些疾病,比如精神分裂症和肥胖,遗传因素的作用很 复杂,牵涉到多个基因,而每一个基因都发挥了微小的作用",-1.0
杜德娜,1821,"这些疾病源于单 基因突变,导致蛋白质失去功能或者无法合成",-1.0
杜德娜,1826,"比如,免疫缺陷主要涉及的是白细胞,亨廷顿疾病主要涉及的是脑内的 神经元,镰状细胞病影响的只是血红细胞,囊性纤维化的症状主要在肺 部",-1.0
杜德娜,1834,"体外基因编辑需要医生从患者体内取出病变细胞,这使得它尤其适 于治疗与血液有关的疾病",-1.0
杜德娜,1841,"但 是,这种干细胞移植的问题在于,跟患者免疫类型吻合,而且愿意不辞 辛苦捐献的供体少之又少",-1.0
杜德娜,1842,"即使找到了这样一个配对供体,患者的身体 也能够接受移植细胞,这个过程仍然有风险,许多患者会出现所谓 的移植物抗宿主病(相当于免疫排斥的逆过程),甚至因此死亡",-1.0
杜德娜,1843,"基因编辑有可能解决这个问题,因为它用的是患者自身的干细胞, 这样,患者既是供体,也是受体",-1.0
杜德娜,1844,"如果医生从患者的骨髓里分离出干细 胞,利用CRISPR修复其突变的乙型球蛋白基因,然后把编辑后的细胞 输回患者体内,既不必担心供体来源的问题,也不必担心免疫排斥的问 题",-1.0
杜德娜,1861,"突变的CCR5蛋白质对这些人似乎没有 什么负面影响,他们在其他方面完全健康,甚至某些炎症性疾病的发病 率更低",-1.0
杜德娜,1869,"结果表明,基因编辑可以有效逆转疾病的进程",-1.0
杜德娜,1884,"不过,不是所有疾病的病根都在血液里",-1.0
杜德娜,1885,"对于身体组 织疾病,医生不能指望取出受损细胞,然后再把它们植入体内,这项操 作对患者的伤害太大,而且风险很高",-1.0
杜德娜,1886,"为了治疗这类疾病,我们需要把 CRISPR引入患者体内的病灶组织,以发挥出其最佳效果",-1.0
杜德娜,1888,"在体内基因编辑技术成熟到临床应用之前,科学家还有一系列问题 需要解决(体外基因编辑技术巧妙地避开了这些问题)",-1.0
杜德娜,1889,"首先,医生需 要知道如何把CRISPR精确投递到病灶组织;其次,我们要保证这不会 引起患者的免疫排斥反应;最后,Cas9蛋白质和向导RNA必须在人体内 足够稳定,确保完成基因编辑",-1.0
杜德娜,1896,"腺相关病毒会引起微弱的免疫反应,但不会导致任何疾病",-1.0
杜德娜,1899,"这一特征可以避免DNA意外插入到基因组的某些敏感位点之 前,许多临床实践失败就源于此",-1.0
杜德娜,1905,"进行性假肥大性肌营养不良症(Duchenne muscular dystrophy,DMD)是世界上最常见的肌肉营养不良疾病",-1.0
杜德娜,1914,"不过,虽然这一代女性看上去没有问 题,她们却是突变基因的携带者,因此,她们的男性后代就有50%的概 率继承突变基因,出现疾病(鉴于这种遗传模式,DMD属于X染色体连 锁的隐形遗传病)",-1.0
杜德娜,1924,"在人 类中,这种疾病会引起酪氨酸过量积累,严重损害肝部,如果治疗不及 时,患者会在10岁之前死去",-1.0
杜德娜,1925,"在小鼠模型中,研究人员利用CRISPR修 复了受损基因,逆转了疾病进程",-1.0
杜德娜,1939,"携带 着CRISPR的病毒载体会在细胞内存留很长时间,这可能会在编辑的过 程中带来问题(稍后还会提到),但脂类纳米颗粒投递的CRISPR可以 迅速发挥作用,然后被细胞循环利用",-1.0
杜德娜,1941,"它有可能彻底颠覆对另一种疾病的研究和治疗,这种疾病也是目前 人类最为恐惧的顽疾之一:癌症",-1.0
杜德娜,1950,"即使你自己没有罹患癌症,你可能也知道身边的人因为这种疾病而 受苦,或者早逝",-1.0
杜德娜,1958,"但问题是,其中的信息太多了,关键的致癌突变埋藏在众多无关紧 要的突变里",-1.0
杜德娜,1962,"现在,我们不必费时费力地挑选携带正确突变的细胞(这个过程的 成功率只有百万分之一,非常艰辛),也不必花好多年的时间哺育有独 特缺陷的小鼠模型,研究人员现在可以利用CRISPR一步到位地引入多 个突变,这使得我们可以更好地理解基因突变对细胞生长失调所起的作 用",-2.0
杜德娜,1989,"问题的关键,是设法充分释放T细胞的潜力",-1.0
杜德娜,1995,"但是,这有一个问题:T细胞本来就有一个天然的受体基因,而同时具 有多个受体基因会引起混乱",-1.0
杜德娜,2002,"她的医生承认,蕾拉的白血病 是他们见过的最糟糕的状况",-2.5
杜德娜,2011,"蕾拉接受的T细胞比较特殊,原因如下:首先,这些T细胞含有一 种专门针对所有白血病的新的受体基因;其次,这些T细胞经过改造, 不会对蕾拉自己的细胞产生免疫反应(在一般情况下,这种情况会发 生,因为供体和受体会发生免疫排斥);最后,这些T细胞的另一个基 因也被编辑了,它们仿佛有了一层隐身衣,可以在蕾拉体内存活更久",-1.0
杜德娜,2025,"如果我们不解决这个问题,蕾 拉们的奇迹就难再现",-1.0
