科学家,句子编号,句子,情感得分
卡塔林·考里科,698,"我躺在一张铁床上,透过 玻璃窗看着医务人员,害怕他们回到我的床边来采集我的血液样本 那是令我恐惧的时刻,一次又一次地到来",-1.0
卡塔林·考里科,699,"我讨厌抽血的感觉、抽血的场景,连想都不能 想",-1.0
卡塔林·考里科,709,"我母亲很担心,我知道",-1.5
卡塔林·考里科,714,"不幸 的是,此刻我母亲唯一真正知道如何解决的问题,唯一感觉在她控 制范围内的事情就是我,所以我就成了她为之努力的焦点",-0.3333
卡塔林·考里科,717,"仿佛只要听妈妈的话,做正确的事,我的所有问题都 会消失她的所有恐惧就会随之消失",-1.0
卡塔林·考里科,718,"16岁时,我的体重终于开始增长了,但我一生都为健康问题所 困",-1.0
卡塔林·考里科,720,"然而,随着年 龄的增长,问题越来越复杂",-1.0
卡塔林·考里科,818,"源于我高中岁月的三大影响 一 你怎么想,卡蒂?眼前的这位老师,也就是刚才提出这个 问题的老师,一脸严肃,但眼神明亮而好奇",-1.0
卡塔林·考里科,824,"托特先生刚才问我的问题涉及圣捷尔吉的一句话: 在研究生 命时 ,你不断地从较高的层次简化至较低的层次 ,在沿途的某个 地方 , 生命渐渐消逝 , 只留给你两手空空",-1.0
卡塔林·考里科,850,我怎么想? 我不记得那天我是如何回答他这个问题的,-1.0
卡塔林·考里科,868,"1925年,谢耶还是一名医学生,年仅18岁,他在教科书上学到 了很多关于解剖学和疾病进展的事实,当时他观察到了一个古怪的 现象",-1.0
卡塔林·考里科,869,"今天的人们如果到网上查询疾病的症状,一定也会注意到这 个现象:许多不同的疾病都会表现出一系列相同的症状",-1.0
卡塔林·考里科,870,"疼痛?关节痛?发热?肠胃不适?食欲不振?舌苔厚腻?精神 不振?可能有很多原因急性的病毒感染、慢性疾病,或是绝症",-1.0
卡塔林·考里科,871,"谢耶想知道,为什么没有人研究过疾病综合征",-1.0
卡塔林·考里科,877,"(有时,他似乎是在说,最重要的问题是由局外人提出的",-1.0
卡塔林·考里科,878,") 而是因为,谢耶似乎理解我想要如何去思考,如何去界定一个 大问题,然后开始系统地、有逻辑地聚焦于清晰而具体的答案",-1.0
卡塔林·考里科,879,"谢 耶在书的开头指出,大自然很少回答问题,除非问题是以实验的 形式向她提出,那么她可以回答是或否",-1.0
卡塔林·考里科,880,我一遍又一遍地读这句 话:问题以实验的形式她可以回答是或否,-1.0
卡塔林·考里科,882,"从许多这样的问题中,从许多是或否的答案中,一张拼图逐渐 形成",-1.0
卡塔林·考里科,884,"有幸也好,不幸也罢,我确信我就是谢耶所说的人之一",-1.0
卡塔林·考里科,885,"我确 信我可以我必须用一生的时间耐心地解决技术问题,做无数个 实验",-1.0
卡塔林·考里科,887,"但也许有 一天我可以向宇宙提出问题,也就是说,设计一些实验",-1.0
卡塔林·考里科,896,"遭遇挫折或失败时,不要责怪别人;责怪别人会让我们只盯 着那些我们无能为力的事情",-1.0
卡塔林·考里科,913,"他会问几个问题,边听嫌疑人的谎言边点头,看似一无所知地 眨着眼睛",-1.0
卡塔林·考里科,932,你一次问一个问题,-1.0
卡塔林·考里科,947,"但我不这样做,我不关心衣着现在仍然不关心",-1.0
卡塔林·考里科,961,"有时,数学老师会把一个问题 写在黑板上,给我们几分钟的时间独立解题",-1.0
卡塔林·考里科,1030,"不对,我一点儿 都不喜欢他",-1.0
卡塔林·考里科,1074,"筋疲力尽的我终于松了一口气,又开始忧虑起下一步 参加塞格德大学的入学考试",-1.0
卡塔林·考里科,1091,这个人失败了,-1.0
卡塔林·考里科,1126,"紧密包裹在细胞核内的DNA中的信息到底是如何触发细胞核外 蛋白质的合成的呢?一个本身惰性的蓝图,从来也不会离开细胞 核,却能够让细胞完全不同的部分发生某些事情?在我出生时,这 个问题仍然是一个谜",-1.0
卡塔林·考里科,1131,"但到了1960年,在经历一系列失败之后,两项独立的实验证实 了巴斯德研究所的研究人员的假设:事实上,确实存在一种暂时的 信使,将遗传信息从DNA传送到核糖体,并在核糖体上转译为蛋白 质,然后信使就消失了",-1.0
卡塔林·考里科,1173,"此外,我是一个讲逻辑的、关注具体问题的思考 者,不擅长比喻或无关的描述",-1.0
卡塔林·考里科,1246,"虽然这不是完全的自由,但 人们也并未生活在恐惧之中",-1.0
卡塔林·考里科,1249,"我们都很要好,但我从未听到他们说 过任何可能会让自己惹上麻烦的话",-1.0
卡塔林·考里科,1257,"我以前从未学过 英语,说实话,我上这些课时感觉很痛苦",-1.5
卡塔林·考里科,1264,"我在其他事情上也碰到了困难,例如,我没有在化学实验室操 作的经验",-1.0
卡塔林·考里科,1279,"我会试着提醒自己: 这不正是像汉斯 谢耶所描述的那样,对宇宙提出是或否的问题 吗?(溶液是酸性的吗?石蕊试纸变红,所以是",-1.0
卡塔林·考里科,1282,"这是让我变得更好的法宝:再提一个问题,再加 一项测试,再做一件我可能会想到的事情,再完成一项我可以自己 完成的任务",-1.0
卡塔林·考里科,1288,"但是,要记住所有这些信息,感 觉如此困难,好像用新信息填充我的大脑可能会挤出我以前学的东 西",-1.0
卡塔林·考里科,1365,"我父亲与每个人交谈,提了一个又一个问题",-1.0
卡塔林·考里科,1399,"他不喜欢闲聊,也 不在意社交礼仪,是一个从来不试图表现得友善的人",-1.0
卡塔林·考里科,1485,"每一个新发现不仅提供了一个答案而且提出了全 新的问题,此前甚至没有人想到要问的问题",-0.3333
卡塔林·考里科,1591,"我点点头,接受了他的谎言,还是一起去看了电影",-1.0
卡塔林·考里科,1612,"我付了账,又等了一会儿,最后放弃了",-1.0
卡塔林·考里科,1723,"有时,人们会生气",-1.0
卡塔林·考里科,1724,我见过很多人仅仅因为不明 白某些事情而变得愤怒,-1.0
卡塔林·考里科,1726,"(当然,这种愤怒有其保护作用,使他们免于不确 定性带来的恐惧",-1.0
卡塔林·考里科,1785,"每当你的身体抵抗感冒、流感或任何其他病 毒性疾病时,体内就会发生这种情况",-1.0
卡塔林·考里科,1810,我必须自己解决所有问题,-1.0
卡塔林·考里科,1813,"我一个接一个地提出问题,无休无止,哪怕对方已明确 表示他们需要休息一下再接着回答",-1.0
卡塔林·考里科,1819,"从零开始学习也 为我提供了一个了解整个生物学领域的窗口:谁在研究什么,如何 研究,他们试图回答哪些重大问题",-1.0
卡塔林·考里科,1834,"反过来,我也回答他们的问题",-1.0
卡塔林·考里科,1875,我们有一 个问题需要解决:将2-5A(一种RNA)转化为药物,-1.0
卡塔林·考里科,1888,"但我还是能 听出他强装的平静之下潜藏着某种东西,某种我不信任的东西",-1.0
卡塔林·考里科,1899,"另一方面,他若有所思地说(再次显得如此随 意,仿佛他正在说世间最平常的事),如果你决定不提供帮助, 我们会让你的生活变得非常困难",-1.5
卡塔林·考里科,1905,"他在暗示,如果我不帮助他们,如果我不同意成为他们的线人,我 可能会被解雇",-1.0
卡塔林·考里科,1906,"更糟糕的是,他说,如果发生这种情况,他们会告 诉我父亲这是他的错",-1.0
卡塔林·考里科,1945,每走一步都很痛苦,-1.5
卡塔林·考里科,1957,"障碍有 形状和结构,你可以看到",-1.0
卡塔林·考里科,1964,"从那一刻起,我保持着自己的节奏,不管 有多难受,我都坚持下去,决不允许自己退缩",-1.0
卡塔林·考里科,1969,"我曾多次告诉他 , 我决不会放弃工 作 , 不会为了配合他或其他人的事务而放弃工作",-1.0
卡塔林·考里科,2045,"这个新生命没带来任 何麻烦事实上,恰恰相反",-1.0
卡塔林·考里科,2074,如果你有 问题要问儿科医生这正常吗?她的皮疹需要特别护理吗?你可 以在这本小册子上写下这些问题,-1.0
卡塔林·考里科,2075,"儿科医生每天都会阅读家长写下的问题 ,检查孩子 ,花时间 仔细回答: 是的 ,这是正常的",-1.0
卡塔林·考里科,2081,") 在这些日托中心,你永远不必担心你的孩子是否有备用衣服或 充足的尿布",-1.0
卡塔林·考里科,2092,"不幸的是,当优质的育儿服务不存在或负担不起时,通常是母 亲做出自我牺牲",-1.0
卡塔林·考里科,2095,"但有一个 问题:这个父母双方都有工作的家庭,必定已经有些钱了",-1.0
卡塔林·考里科,2108,"但是,你当然不希望这些核糖核酸酶分解你要的RNA! 情况还会变得更加棘手",-1.0
卡塔林·考里科,2118,"假设你确实设法使RNA样本不含核糖核酸酶,这时你又会面临 另一个问题:从根本上来说,RNA很容易被降解",-1.0
卡塔林·考里科,2129,"换句话说,问题不在于RNA,而在于我们研究人员",-1.0
卡塔林·考里科,2130,"实验室工作有可能会异常艰苦,科学是缓慢且重复乏味的,即 使研究的不是RNA",-1.0
卡塔林·考里科,2161,接下来的几个月是黑暗而艰难的,-1.0
卡塔林·考里科,2163,"在最糟糕的日子里,我做了我一直在做的事情: 继续工作",-2.5
卡塔林·考里科,2179,"雷纳尔制药公司已撤回其资助,准备放弃我们的工作",-1.0
卡塔林·考里科,2215,"后座上,不满三岁的苏珊动了动",-1.0
卡塔林·考里科,2224,"不幸的是,一场巨大的风暴正在美国东海岸肆虐",-1.0
卡塔林·考里科,2317,"贝拉和我就这样伫立了很长时间:在这片新大陆上,在我们 安静的新家中,我们疲惫但放松,看着陌生的生物点亮黑夜",-1.0
卡塔林·考里科,2340,初期的那些日子漫长而疲惫,-1.0
卡塔林·考里科,2343,"有时,感觉匈牙利很遥远,这让我很痛苦",-1.5
卡塔林·考里科,2349,"他真的可以修理任何东 西,包括别人都已放弃的汽车",-1.0
卡塔林·考里科,2397,"不幸的是,我那17000美元 的薪水只够维持基本生活开支",-1.0
卡塔林·考里科,2456,"无论我带给贝拉什么设备,他都会把它一块块拆开,找 出问题,然后找到任何他需要的部件,让坏了的设备恢复正常",-1.0
卡塔林·考里科,2486,我不希望苏珊忘记她来自哪里,-1.0
卡塔林·考里科,2504,"有时,他会对我们都无法控制的事 情大喊大叫,比如政治问题",-1.0
卡塔林·考里科,2505,"这个问题与我们的工作虽说不是完全 无关(当时罗纳德 里根任总统,科研经费处于历史最低水平), 但我看不出这些喊叫会有什么用",-1.0
卡塔林·考里科,2511,"也许,这可以解决 资金问题",-1.0
卡塔林·考里科,2519,"我由此明白,他的 愤怒如同一种核糖核酸酶,即降解核糖核酸的酶",-1.0
卡塔林·考里科,2544,"于是乎,我直面了这个男人 的所有愤怒",-1.0
卡塔林·考里科,2569,"我很害怕,这是事实,但我也很生气",-1.5
卡塔林·考里科,2582,"他的声音现在平静 多了,可以说是和气,与几个小时前责备我的声音似乎联系不到一 块儿去",-1.0
卡塔林·考里科,2592,"那么,我该怎么做呢? 今天,回想这个令人遗憾的事件的全过程,我还记得苏哈多尔 尼克的愤怒,他的威胁,以及他后来为实现这些威胁所做的事情",-1.0
卡塔林·考里科,2598,"我工作是为了解决科 学问题,我的北极星是科学本身",-1.0
卡塔林·考里科,2621,"只有一个问题:工作地点在华盛顿特区郊外,即马里兰州的贝 塞斯达",-1.0
卡塔林·考里科,2687,我们所做的艰苦工作全都是为了提取我们需要的磷脂,-1.0
卡塔林·考里科,2690,"我的故事已讲到了这里, 后来, 记者们总是倾向于以同样的 方式表述: 一系列不幸的事件",-1.0
卡塔林·考里科,2698,但挫折呢?它们都得到了充分 展示,-1.0
卡塔林·考里科,2730,"应用研究则相反,是通过实际应用 来解决极为具体的问题",-1.0
卡塔林·考里科,2742,"它坐落于很棒的学区,我们能买得起它只有一个原因:房子 内部堪比灾难现场",-1.0
卡塔林·考里科,2766,"当时,我就被一个想法打动了:有一 天,我们可能会使用mRNA来诱导细胞产生身体对抗疾病所需的特定 蛋白质",-1.0
卡塔林·考里科,2792,"这些挑战可能令人畏惧,但它们不是无穷尽的",-1.0
卡塔林·考里科,2793,"我们可以 找到每一个问题的关键,而后着手寻找解决方案,一次解决一个",-1.0
卡塔林·考里科,2796,"最后,他靠在椅背上,若有所思 地摸着下巴,抛出了一个大问题",-1.0
卡塔林·考里科,2806,这是 一场真正的悲剧,-1.0
卡塔林·考里科,2823,制备mRNA是一个艰苦的过程,-1.0
卡塔林·考里科,2833,"我和他们一起检查了所有步骤,试图找出哪里出了问题",-1.0
卡塔林·考里科,2847,"啊,原来是那些医学生在我的老板面前抱怨了我",-1.0
卡塔林·考里科,2849,"还有谁会如此轻易地向实验室主任 抱怨我?在附近这些大楼里,戴维是宠儿,得到所有人的喜爱",-1.0
卡塔林·考里科,2857,"我曾与雅诺什 路德维希共事,他堪称直率之王,我向我 们的老板抱怨过吗?没有",-1.0
卡塔林·考里科,2861,"即便是现在,当 他批评我时,我也仍然能感觉到他真心站在我这边",-1.0
卡塔林·考里科,2864,"埃利奥特给了我一些建议,告诉我下次对某个学生感到沮丧时 该说什么",-1.0
卡塔林·考里科,2870,"琼是医学及哲学博士, 也是一名接受过专业培训的眼科医生,对视网膜疾病的遗传学非常 感兴趣",-1.0
卡塔林·考里科,2901,"这名学生阅读了 我带到实验室的每一篇文章,总是细致地询问有关文章内容的后续 问题其设计或方法,或所涉及的实验室技术,或其可能给出的模 糊参考",-1.0
卡塔林·考里科,2902,"我回答得越多,新问题就来得越快",-1.0
卡塔林·考里科,2906,"这绝对是我没料到的! 显而易见,戴维对学习的热情在某种程度上是由他父亲的疾病 激发的",-1.0
卡塔林·考里科,2934,"一个实验可能看起来失败了,但这只是因为你的假设是错误 的,或者做实验时犯了错",-1.0
卡塔林·考里科,2949,"一方面,存在资金问题",-1.0
卡塔林·考里科,2975,"我在匈牙利做的最早 的实验之一就是研究一种罕见的遗传性疾病,即莱施-尼汉综合 征",-1.0
卡塔林·考里科,2982,"这个团队和凯 利本人一样,都是基因疗法通过修改DNA来预防或治疗疾病的 传播者",-1.0
卡塔林·考里科,3008,"我 问了很多技术问题,他的回答变得越来越简短最终变得极为简 短,我开始怀疑我是否在问问题,或者只是发出了一些令人不悦的 噪声",-1.0
卡塔林·考里科,3048,"例如,朱迪也参加了与吉姆 威尔逊的早期经费会议,就是那个我提出了很多问题,并提议将 mRNA作为国立卫生研究院拨款项目的一部分的会议",-1.0
卡塔林·考里科,3054,"我问了几个问题,这名学生承认有人指 示他和其他学生阻止我使用这些水,因为我不是他们团队的成员",-1.0
卡塔林·考里科,3059,"直到后来,我才回想起在匈牙利时曾站于我家 门口的秘密警察的那种虚假友善",-1.0
卡塔林·考里科,3062,"在那里,她告诉我, 大家在抱怨我,说我太难相处了",-1.0
卡塔林·考里科,3064,"等一下,我说,这些人是谁?他们的具体抱怨是什 么?对于含糊的指责,我无能为力",-1.0
卡塔林·考里科,3069,"那时我会辩论,有时甚至激烈地辩论,为什么我得到正确数学 答案的方法比我同学的更好;我依旧是那个违抗愤怒的俄语老师 刻毒先生命令的女孩",-1.0
卡塔林·考里科,3076,如果我没做到呢?我可能就有麻烦 了,-1.0
卡塔林·考里科,3133,"如果苏珊回家抱怨老师,我 的本能反应是马上问苏珊可以做些什么改变",-1.0
卡塔林·考里科,3148,"有时,我会向演讲者提出很多问题,注意到这会导致其他听众 在座位上不自在地移动",-1.0
卡塔林·考里科,3165,"当我开始演讲时,我看着聚集在一起的一小群 听众,他就在那里:罗伯特 苏哈多尔尼克,那个给我带来如此多 痛苦的人,那个老板",-1.0
卡塔林·考里科,3167,"那天晚上,挂断电话后,我对贝拉说,感恩有那么难吗? 这是一个重要的问题",-1.0
卡塔林·考里科,3168,"在《生活的压力》这本让我在高中时深受触动的书的结尾,谢 耶仔细思考了人际关系中应对压力的两种相互排斥的反应:复仇和 感恩",-1.0
卡塔林·考里科,3178,"即使在结局糟糕 的情况下,人们也能找到好的一面",-1.0
卡塔林·考里科,3222,"一队穿着昂贵西装、打着丝质领带的男士认 真地听我们讲,提出了很好的问题,并热情地与我们握手",-1.0
卡塔林·考里科,3251,"但是,当贝拉从大使馆回到佐卡的公寓时,他沮丧地摇了 摇头",-1.0
卡塔林·考里科,3257,"埃利奥特比平时更平静,看上去有点痛苦",-0.8
卡塔林·考里科,3270,但如果我不照做会怎样?如果我留下来呢?这就是我 接下来问埃利奥特的问题,-1.0
卡塔林·考里科,3276,"但问题还是那个,如果我留下来呢? 到了2月,我有了一个新头衔:高级研究员",-1.0
卡塔林·考里科,3333,"我想让我的女儿看到,在美国,一个人可以做这件事可以站 在总统居住地的前面说:我不喜欢某件事",-1.0
卡塔林·考里科,3351,别再吵了!我抱怨道,-1.0
卡塔林·考里科,3418,"首次 公开募股(IPO)的过程很艰难,埃利奥特已证明他是这个团队中 的一个可靠、睿智的成员",-1.5
卡塔林·考里科,3427,"它们是一种具有高 度特异性的抗击疾病的方法,而且极其有效",-1.0
卡塔林·考里科,3445,"哎 哟,你惹她生气了!他们会大笑着说",-1.0
卡塔林·考里科,3450,"我可以看到她在那里犹豫 不决,有点谨小慎微,似乎害怕犯错",-1.0
卡塔林·考里科,3478,"戴 维仍会阅读我交给他的所有资料,也问了我一百万个问题",-1.0
卡塔林·考里科,3494,"不幸的是,宾大并不需要再来一位血管外科医生,而是需要一 位脊柱外科医生,戴维似乎也挺高兴地接受了这份工作",-1.0
卡塔林·考里科,3501,"不幸的是,一氧化 氮是一种气体,半衰期仅为几毫秒,因此无法注射",-1.0
卡塔林·考里科,3517,"但这个地方不能失去你,凯特,他愤怒地说,我 不能失去你",-1.0
卡塔林·考里科,3523,"戴维仍然很愤怒,这种愤怒已经超出了我现在的处境",-1.25
卡塔林·考里科,3552,"有人相信 你,在前路艰难时也依然不会放弃为你加油,这很有用",-1.0
卡塔林·考里科,3573,我想这并没有什么问题,-1.0
卡塔林·考里科,3576,"无论是好是坏,我们不幸拥有汉斯 谢耶所 说的强烈而无法控制的好奇心",-1.0
卡塔林·考里科,3578,"有时,我向戴维抱怨,那些在理论上已 然处于科学体系顶端的人竟失去了探索欲,戴维会试着设身处地",-1.0
卡塔林·考里科,3613,我们还有很 多年时间来解决这个问题,-1.0
卡塔林·考里科,3619,这是一次艰难的告别,-1.0
卡塔林·考里科,3625,"没有人能像你一样制备RNA,我告诉戴维, 其他人都会让我失望,我已经明白这一点了",-1.0
卡塔林·考里科,3635,"尽管如此,这个决定对他来说 显然是一件痛苦的事",-1.0
卡塔林·考里科,3661,"我在旁边等着,但我不喜欢这样",-1.0
卡塔林·考里科,3667,我问了更多问题,-1.0
卡塔林·考里科,3709,"苏珊和我第一次为学业问题争吵关于家庭作业, 她的考试准备得 如何, 她的成绩是否足够好",-1.0
卡塔林·考里科,3715,"这很好,但她没有回答我的问题",-1.0
卡塔林·考里科,3723,"我担心,在SAT上退缩意味着她也会在其他方面止步不前",-1.0
卡塔林·考里科,3729,"他们并不全力以赴,故意失败,这样孩子可能会取得一些胜 利",-1.0
卡塔林·考里科,3743,"新任神经外科主任肖恩 格雷迪告诉我们所有人,他将严密关注预 算问题和资源分配",-1.0
卡塔林·考里科,3748,"他注意到我在一些知名(尽管规模较小)的期刊 上发表过文章,但是他说,他面临巨大的预算压力,并且担心我缺乏资 金",-1.0
卡塔林·考里科,3837,"对于一个不喜欢夸张的人来说,这个短语异常活跃确 实很能说明问题",-1.0
卡塔林·考里科,3839,我的mRNA会引起炎症? 我开始思考这个问题,-1.0
卡塔林·考里科,3840,"十年了,我一直计划使用mRNA作为治疗药 物,去治疗中风和其他严重疾病,但如果mRNA会引起炎症呢?嗯,那会 很糟糕",-1.25
卡塔林·考里科,3841,非常非常糟糕,-2.0
卡塔林·考里科,3848,"约四万人中会有一名 OTC缺乏症患者,这种疾病会影响患者膳食蛋白质的消化,使得氨气(蛋 白质代谢的副产物)在血液中累积",-1.0
卡塔林·考里科,3856,"不幸的是,腺病毒造成杰西的免疫系统反应过度,他的免疫系统出 现了细胞因子风暴 (cytokine storm)免疫系统蛋白如洪水般破坏性 地泛滥进而导致器官衰竭和急性呼吸窘迫",-1.0
卡塔林·考里科,3864,"把mRNA用作 疫苗也许还有可能,因为疫苗需要引起免疫反应,这或许只是一个校准 用量的问题",-1.0
卡塔林·考里科,3869,但为什么mRNA会引发免疫反应呢?这是德鲁和我搞不明白的问题,-1.0
卡塔林·考里科,3880,"玩家轮流提 问,每次提出一个问题,为的是检验这起谋杀案可能如何展开的假设 (穆斯塔德上校,在图书馆里,拿着烛台)",-1.0
卡塔林·考里科,3884,"为此,我们只有一种可用的工具:以实验的形 式,一次提出一个是或否的问题",-1.0
卡塔林·考里科,3888,"我们面临的问题有着惊人的生物化学 复杂性,而且整个过程都无法直接观察",-1.0
卡塔林·考里科,3891,"和最冗长、最复杂的《线索》的玩家一样,我们一次只能问一个问题",-1.0
卡塔林·考里科,3892,"随着时间的推移,苏珊放弃了加州梦",-1.0
卡塔林·考里科,3919,"我开始考虑要对她说些什么鼓励的话, 在生活中, 我们有时必须面 对挫折 哦,等一下",-1.0
卡塔林·考里科,3947,我们都在科学文献中搜寻任何有可能为我们的工作提供信息的 研究任何可以缩小看似无限广阔的问题范围的微小事实,-1.0
卡塔林·考里科,3949,"我们考虑了我们想问的问题和现有的材料,并围绕这 些因素设计了实验",-1.0
卡塔林·考里科,3966,"炎症是德鲁这样的免疫学家 的研究课题,但慢性炎症会导致心脏和大脑出现问题,事实上,心脏和 大脑的问题也会导致全身炎症",-1.0
卡塔林·考里科,3973,"苏珊在宾大的第一年,似乎并不那么努力",-1.0
卡塔林·考里科,3987,"我们谈论了我们为她做出的牺牲,还有 我们面临的所有困难",-1.0
卡塔林·考里科,4102,"他明智地观察到,她有时会因为非常害怕犯错而有所保留",-2.0
卡塔林·考里科,4103,"考验 一下自己,他鼓励苏珊,你可能会失败,但没关系",-1.0
卡塔林·考里科,4104,真正了解自己 能力的唯一方法就是放下对失败的恐惧,-1.0
卡塔林·考里科,4105,他似乎说出了苏珊最需要听到的建议: 不要害怕失败,-1.0
卡塔林·考里科,4122,"其中一名神经外科医生正 在研究创伤性脑损伤,这是新闻热点问题",-1.0
卡塔林·考里科,4150,"他问我这个问题,是因为他认为我 有能力进入美国国家队!她惊呼道",-1.0
卡塔林·考里科,4212,但这种修饰后的mRNA 转译蛋白质的效率如何呢?这个问题又引发了一系列全新的实验,-1.0
卡塔林·考里科,4260,"在我发表演讲后, 一位正在那里访 问的科学家走近我,她要问我一个工作上的问题",-1.0
卡塔林·考里科,4261,"我点点头,准备回答 她提出的所有技术问题,任何她可能想知道的关于实验设计的问题,或 者她对修饰mRNA合成的复杂性或免疫系统反应的疑问",-1.0
卡塔林·考里科,4286,"但当 我们问他是否愿意担任我们的新公司的首席执行官时,他看起来就跟他 告知我不会升职那天一样痛苦",-1.0
卡塔林·考里科,4291,"那是2004年6月, 一个奥运之夏,美国队也在普林斯顿进行最后几 个月的艰苦训练",-1.0
卡塔林·考里科,4311,"事实上,我害怕接她的电话,不确定这一次在另一端等着我的会是 什么,但我总是会准备好一些宽心话",-1.0
卡塔林·考里科,4321,"在神经外科系,肖恩继续就缺乏资金的问题向我施压",-1.0
卡塔林·考里科,4342,"经过数 周的艰苦选拔,美国国家队的教练邀请她去他的办公室,让她坐下,与 她握手,并说道:欢迎加入奥运代表队",-1.0
卡塔林·考里科,4394,"与此同时,我也面临自己的问题、疑惑和不足为外人道的痛苦",-1.0
卡塔林·考里科,4418,"与此同时,在系里,肖恩仍在对财务基准和我缺乏资金的情况表示 不满",-1.0
卡塔林·考里科,4427,苏珊的第二次奥运会选拔赛来得比第一次更艰难,-1.0
卡塔林·考里科,4429,"选拔期间的一个晚上,苏珊给我打电话时沮丧至极",-1.0
卡塔林·考里科,4437,训练、痛苦、水疱、怀疑,-1.0
卡塔林·考里科,4456,"在我听来,他的声音 就像一名愤怒的家长正试图控制脾气,就像在跟一个孩子说话一样",-1.0
卡塔林·考里科,4465,"这个空间很糟糕,对于 正常做RNA研究来说太小了",-1.5
卡塔林·考里科,4468,我生气地低声说道,-1.0
卡塔林·考里科,4489,"稍后,联邦参议员兼总统气候问题特使约翰 克里也将站在这群观 众面前",-1.0
卡塔林·考里科,4507,"马萨诸塞州的初 创公司莫德纳的融资人已就我和德鲁无权许可的专利的问题与我接 洽,这家公司筹集了近三亿美元的早期资金",-1.0
卡塔林·考里科,4524,二人都对癌症患者缺乏良 好的治疗方法这一点感到失望,-1.0
卡塔林·考里科,4537,"乌古尔问了许多很好的问题,清楚地解释 了百欧恩泰的工作,并富有洞察力地将实验室研究与患者需求联系 起来",-1.0
卡塔林·考里科,4550,"但贝拉和我要再次搬到另一个国家,再次开始新 的生活吗? 当然,你必须这样做,当我们讨论这个问题时,贝拉说 道,这对你来说是一个很好的机会",-1.0
卡塔林·考里科,4559,"这里是欢 迎我回家, 给我安慰的地方, 特别是在我最困难的日子里",-2.5
卡塔林·考里科,4577,"跟她交谈 时,我有时会责备她:妈妈, 你的饮食必须更健康",-1.0
卡塔林·考里科,4579,我能从自己的声音中听到与我小 时候生病时她的声音里相同的东西:从担忧转变为焦急的责备,-1.0
卡塔林·考里科,4595,"我张开双臂拥抱了他,接下来退后一步,看着他的眼睛,问了 一个问题:你想喝一杯野格酒 吗? 瑞安收起惊讶之情,对我微笑,流露出他那标志性的南方人的 魅力(我对此后知后觉)",-1.0
卡塔林·考里科,4600,"我们正在做的事情,我们讨论问题的方式,都是如此以诚相 见",-1.0
