科学家,句子编号,句子,情感得分
吴健雄,194,"要是我有好多好多弟弟妹妹呢? 老爷子未想到她竟会提这问题,于是他答:那就再找一句豪 言壮语吧,譬如说尽忠报国啦、扬我中华啦等等",-1.0
吴健雄,197,"吴健雄的祖父虽是封建文人,但也无力排斥家中与日俱增的 新思想、新潮流,他还算开明,能顺应形势",-1.0
吴健雄,214,"他曾在上 海参加过反袁(世凯)武装斗争,因失败而返回太仓浏河,他有实战 经验,学过使枪弄棒的武艺,胆识过人,有组织指挥能力;更重要的 是,他曾受过蔡元培等人先进思想的教育,毕业于上海南洋公学 (即后来的交通大学),文化水平高、胸怀韬略,世家德高望重,在众 人的相邀下,吴仲裔又出山了",-1.0
吴健雄,279,"可惜他们这次相聚后的第二年, 文化大革命爆发了,叔叔吴琢之、弟弟吴健豪均不幸相继去世",-1.0
吴健雄,295,"姑 苏 求 学 尽管时世艰难,吴健雄在父母的关怀和师长的教导下茁壮成 长",-1.0
吴健雄,303,"这个观点,并非所有的 人都能接受,况且还有传统的男尊女卑的问题",-1.0
吴健雄,308,"据袁家骝先生后来回忆说,吴健雄曾跟他多次说过,她读苏州 女子师范学校,不是因为家庭经济问题,纯粹是读师范将来能出来 教书,女孩教书,全家认为这是最光荣的",-1.0
吴健雄,313,"吴健 雄这时才11岁,她母亲怎么也舍不得她离 开家,觉得她太小、还是个小女孩,衣食住 行能自理吗?越想越害怕,常常一人关在 卧室内偷哭",-1.0
吴健雄,358,"她印象很深,也记得清楚,讲到戊戌变法时,胡适说失败的原 因很多,光绪主事者无实权,推动者缺少精明干练之才",-1.0
吴健雄,363,"胡适面对满堂年轻的女 学生,又怕她们听不懂,偶尔还停下来问问:你们懂吗?大家都不 敢回答,他望望就近的第一排同学,随后又重复了一句:同学们, 你们有什么问题吗?说完他把目光停在吴健雄的脸上",-1.0
吴健雄,364,"吴健雄真 后悔不该每次都抢第一排的位置,如今惹出麻烦,不说也得说,于 是她很胆怯地用低声问了一句:维新变革既然是好事,为何又遭 弹压",-1.25
吴健雄,366,"新旧观点的冲突为历史的必然,实际的利益关系更为彼 此水火不容,废八股为变法一事,引起的反对最为激烈,康有为本 想透过其学术来推动变法,却不曾生效,以致保守派都指斥变法将 会招至大乱,加上维新派原拟怂恿袁世凯倒戈,袁世凯反而向慈禧 告密,戊戌变法终归失败",-1.0
吴健雄,375,"每年暑假,吴健雄常常放弃学校组织的参观旅游,利用这时间 来补习英语,并阅读一些科普常识、人物传记",-1.0
吴健雄,416,"他没有勇气反抗和分手,却又偷偷地去爱别人,听说他在1923年 就与一位姓曹的女士(指曹诚英)发生了一段刻骨铭心的恋情,结 果又以悲剧告终2",-1.0
吴健雄,463,"可是她对数理化仍有点担心,总觉得不是正规循序而学的,不知大 学要求,心中很是不安",-0.8
吴健雄,471,"吴健雄在苏州女子师范学校及上海公学都补习过数学、物理、 化学、生物一类的课程,多少也有点基础,但是这些拿到中央大学 来用,就显得基础太差、太单薄,知识太贫乏了,尤其是这里各科使 用的不少课本是英文版的,这又给吴健雄增加了一层英文基础不 深、难以读懂的困难",-1.0
吴健雄,475,"所以越是困难的 功课,越是深奥的知识,对吴健雄越是有巨大的吸引力",-1.0
吴健雄,478,"为了跨越学习中的一个个障碍,她拼命地硬学硬啃,不到一 年,那本英汉辞典就被她翻破了",-1.0
吴健雄,517,"据吴健雄的一位同班老同学回忆说:吴健雄学习 非常刻苦用功,整天不是听课,就是泡在图书馆,班上数她向老师 提问题最多,好像老师也喜欢解答她的问题",-0.3333
吴健雄,554,"校长朱家 骅压制学生的抗日爱国运动,引起中央大学师生反感,9月28日, 中央大学学生因九 一八事变后我国外交失败而怒打外交部长 吴 健 雄 传 WU JIAN XIONG ZHUAN 王正廷",-1.0
吴健雄,559,"从此吴健雄已不 是一般的随大流,而是积极地参加反日运动,痛斥日本帝国主义侵 略,指责南京国民党政府不支持19路军的可耻行为",-1.0
吴健雄,569,"后来夜里,游行队伍还到总统 府的院子里静坐,时值12月,不一会儿天空下雪,直到深夜,蒋介 石才被迫出来,在如临大敌、前呼后拥下,总算跟同学讲了几句欺 骗性的话,吴健雄还记得他讲的一 口浙江方言,要同学学好功课, 相信党国、体谅政府困难等等",-1.0
吴健雄,570,"同学们对这些空话当然不满意,但 在强权的枪口下也无可奈何,与蒋介石对话的目的已达到,随后游 难 忘 的 读 书 岁 月 NAN WANG DE DU SHU SUI YUE 行的总指挥便宣布这次游行暂告结束",-1.0
吴健雄,571,"1932年6月28日朱家骅辞职后,换来一个在陈果夫手下供 职的段锡朋任中央大学校长,这下又使学生恼火了,他们出于对国 民党统治的不满,曾由学生会出面向行政院提出要求委派国内知 名学者(如竺可桢、翁文灏、任鸿隽)担任中央大学校长,反对政客 式人物统治中央大学",-1.0
吴健雄,574,"当学生们听说靠搞 国民党党务起家的段锡朋已到校就职时,感到受了欺骗和羞辱,吴 健雄等全校同学便从各教室涌向校长办公室楼下,高呼口号,反对 段锡朋任中央大学校长,部分学生扭打了段锡朋,砸毁了段锡朋的 小汽车",-1.0
吴健雄,604,"假如人们对某一事物不满和怨恨时,常常会埋怨说生不逢 时,而吴健雄读大学时也可以说读不逢时:她刚进学校不久,东 北全部沦陷;接着第二年,在上海作战的19路军被迫撤退,蒋介石 和日寇签订了卖国的上海停战协定",-1.0
吴健雄,658,"顾静薇怕她看到这环境感到失望,于是向她展开宣传:你 莫小看这地下室,在中国它可是独此一家,是我们核物理的未来, 若有一天,我们自己能有加速器、原子炉、碰撞机核能在中国 大地上使用,那我们就功德无量,是奠基人、是拓荒者",-1.0
吴健雄,676,"后来叔叔怕她一人寂寞冷清,特地为她买了一台留声机(一种老 式的靠上发条起动的唱机)和一些京剧、昆剧的唱片",-1.0
吴健雄,715,"他站 在岸边,望着浏河口码头停靠的大船扁舟,胸头立即又涌动起无限 的忧虑和担心,他觉得让这小小年纪的女儿飘到太平洋的彼岸,到 一个陌生世界去闯天下,真不可思议!他没有勇气再往下想了,陷 入了痛苦与烦恼",-1.0
吴健雄,732,"吴健雄还记得那天母亲哭得很伤心,就连刚强的父亲和叔叔 在依依不舍中也差点掉泪了",-1.5
吴健雄,738,"吴健雄的手帕湿透了,她强忍着告别亲人的痛苦回到了自己 的船舱",-1.0
吴健雄,785,"这些粒子,如果不受外力所偏 转的话,是以直线运行的,在试图加速它们时,人们遇到 的困难是它们飞开得太快,在还没有来得及把他们加速 到所需要的速度以前,它们就已经无法控制了",-1.0
吴健雄,786,"当劳伦 斯设计了他的第一台迥旋加速器时,这个困难就克服了; 为此他赢得了诺贝尔奖:他用一块巨大的磁铁来偏转粒 吴 健 雄 传 WU JIAN XIONG ZHUAN 子的轨道,并把它们束缚在一个圆筒形的箱内,粒子在里 面旋转着,越来越快,直到它们获得非常高的能量为止",-1.0
吴健雄,801,"联系到自己就更不必说,从小学、中学、大学从未受到歧视, 从老师到同学都是爱护备至,未料到20世纪30年代所谓文明的 美国竟然发生这样的事,真让人难以置信,这简直就是对文明、对 女性的一种亵渎和污辱",-1.0
吴健雄,821,"大 概柏基看出点什么:No, 你不要紧张,不会有什么问题,这无非是 一些手续和程序方面要办理的事",-1.0
吴健雄,823,"对吴健雄留在加州这一情节,人们向来有五种传说:一说吴健 雄、袁家骝萍水相逢,碰出爱情的火花,所以她舍不得挪步;二说密 西根大学歧视女性,引起吴健雄的极端反感;三说加州环境优美, 气候宜人;四说吴健雄觉得加州中国人不多,更有利于学习英文; 五说她心在事业上,完全是被劳伦斯以及他的实验室吸引而留下",-1.0
吴健雄,834,"万事开头难,吴健雄除了英语 吃力外,开始时还有一个困难,就是她无法适应学校食堂的西餐, 她一看到黄油、面包、奶酪、蕃茄酱等,莫说送到胃里,就是闻到这 气味也就够了",-1.0
吴健雄,854,"这时袁 家骝并不欣赏柏克利加州大学的恩赐,于是他就写信给南方洛 杉矶加州理工学院,申请当助教,该校校长、美国第一位诺贝尔奖 得主,罗伯特 密立根欣然同意,并亲自回信,欢迎袁家骝到加州 理工学院学习、工作",-1.0
吴健雄,859,"袁家骝走后,吴健雄感到很冷清,原来他们像一个不可分的整 体,而如今天各一方,只有靠书信来往",-1.5
吴健雄,876,这种沉默让人有点害怕,-0.8
吴健雄,877,"劳伦斯先介 绍了他这一学科的目的、他的迴旋加速器的功能及用途,然后又再 三强调实验的艰苦,攻读原子核物理的艰辛:吴小姐,跟我学这行 是非常非常辛苦的,根据你的天资和才华,为什么不去搞其他专业 呢?而偏要跟我一起卷入到这核物理中来呢? 吴健雄听他的口气,似乎不太乐意接受,但也未明确拒绝,分 明是有点为她担心,他不就是要保住自己的声誉吗,所以吴健雄也 庄重地保证:老师,请放心,如果你接受我这名博士生,我决不会 使你丢脸、使你失望的,这是我终身的选择,再艰苦的实验条件我 也能顶下来",-0.4444
吴健雄,889,"吴健雄是一个女性,面临的困难 也就更多些",-1.0
吴健雄,901,"有一次, 他跟几个研究生说:你们要向吴女士学习,她是一个有事业心的 人,我们搞科学的人,就要像她这样具备不怕苦的美德,在需要取 舍的时候,就得放弃个人的私事",-1.0
吴健雄,929,"接着他又花了两个小时,解释吴健雄所提出的各种问题",-1.0
吴健雄,946,"我担心你 放不开,不敢讲,好像老师什么都懂得,其实你做实验的很多具体 吴 健 雄 传 WU JIAN XIONG ZHUAN 情况,就连我也不一定都清楚,何况那些非本科目的同行者,他们 最多也就是问问罢了",-1.0
吴健雄,947,"当然,你回答问题, 一定要有科学根据,所 以,这几天你的任务,就是放松休息,养精蓄税",-1.0
吴健雄,956,"于是全体师生也再次鼓 掌,接下来就由一位主持答辩的校外资深教授要大家提问题",-1.0
吴健雄,957,"正如 劳伦斯所料,原子反应是一门新兴学科,隔行如隔山,很多非同行老 师及旁听者,只知大概,即使有些专家提了一些问题,吴健雄都一一 作了解答",-1.0
吴健雄,958,"有些问题也是她预料之中,她不仅仅是就题答题,而且 能举一反三引出相关的问题",-1.0
吴健雄,988,"就连她的老师劳伦斯、奥本海默等许多世界著名科学 家,只要一提到这方面的问题,都要请她参加讨论、或请她作实验 报告",-1.0
吴健雄,1031,"他 们担心,如果纳粹德国有了这种新型炸弹,希特勒就有可能统治世 界或者毁灭世界",-1.0
吴健雄,1033,"移居美 国的匈牙利物理学家利奥 西拉德和费米等人获悉这些坏消息后 非常担忧,开始讨论怎样促使美国政府注意德国可能抢先造出原 子弹的问题",-1.5
吴健雄,1038,"由于他对墨索里尼的反动统治不满, 受到法西斯的迫害,1938年获诺贝尔奖后就立即逃出意大利,定 居美国",-1.0
吴健雄,1079,"吴健雄本人未正面回 答过这个问题,是出于保密的难言之隐、或是真的不知道这论文 的价值,人们无从得知",-1.0
吴健雄,1097,美国知情的科学家 无不担心,-1.0
吴健雄,1099,"由于研制原子弹的巨大困难,即使罗斯福总统批准,如何调动 鲜为人知的世界权威 XIAN WEI REN ZHI DE SHI JIE QUAN WEI 和组织有关科学家投入这项工作实为当务之急",-1.0
吴健雄,1117,"然后讲到核分裂,说她现在进行的 正是核分裂的实验,还谈到在实验过程中的一些乐趣以及所遇到 的若干问题,她的报告多次为掌声打断",-1.0
吴健雄,1136,现在的主要问题是寻找一种足够数量的裂变材料,-1.0
吴健雄,1157,"触 须 的 收 缩 1941年12月6日,由珍珠港事件所触发的太平洋战争爆发, 鲜为人知的世界权威 XIAN WEI REN ZHI DE SHI JIE QUAN WEI 美国政府认识到:要在战争期间将原子弹迅速付诸实用,分散在各 大学的研究工作必须统一起来;要从实验室研究阶段走向工程和 生产阶段,必须有一个更强有力的组织机构来处理这方面的问题",-1.0
吴健雄,1165,"重大问题,顾伏可以通过布 什向总统汇报",-1.0
吴健雄,1191,"以上三种说法,对吴健雄来说,每种因素都存在,她权衡轻重: 与丈夫不在一起,只是暂时的;奥本海默待基地实验室建好后肯定 让她去;最根本原因还是柏克利加州大学歧视女性不肯留人迫使 吴健雄痛心地离开教育她、培养她、使她成才的柏克利加州大学",-1.0
吴健雄,1192,"最使她难过的是一下子离开这个当时美国著名的研究中心,还有 那么多的至交好友",-1.0
吴健雄,1195,"吴健雄被 聘为教员,是该院不受那些尖子学校对 女性不成文歧视的约束",-1.0
吴健雄,1275,"试制原子弹 是一项大工程,如果某一环节的实验或试制失败就会全功尽弃",-1.0
吴健雄,1276,"此时费米又到汉福特反应器工厂投入试生产阶段,不料在实验中 出了问题,原子核链式反应不正常,一会儿运行、一会儿停止,费米 很焦急,这关键的环节做不好,即使成品制造出来也是哑弹,费米 一时间也弄不清这其中的原因",-1.0
吴健雄,1288,"这是一种赞誉的文学 语言,在这其中也包含了无数人辛勤的劳动过程,但也从另一面肯 定了吴健雄对制造原子弹所作出的巨大贡献,没有她,也许还要摸 索一段时间,走一段相当艰苦的路程",-0.15
吴健雄,1300,"后来,人们对二战期间制造原子弹这段历史作出公正的评价, 如果美国不抢先完成,让希特勒得手,那世界人民将是一场更大的 灾难;以中国来说,若非原子弹促使日本提前投降,那么中国还不 知要再死多少人呢!当然原子弹给日本带来了负面的作用,毕竟 很多无辜的老百姓遭到悲惨的毁灭",-1.0
吴健雄,1302,"1962年和1965年当 蒋介石两次亲自征询吴健雄在台湾能否制造原子弹时,她力劝蒋 介石放弃此念头,并婉言相告:根据台湾的力量是绝对不宜试制 的",-1.0
吴健雄,1304,"这里涉及一个道义问题,对此是没 有一个普遍的标准答案的",-1.0
吴健雄,1383,"在这关键 时刻,吴健雄设计了一个最简单、最明白无误的实验,解决了这个 众说纷纭的问题",-1.0
吴健雄,1390,"是她解决了人们长期以来所困惑的问题,澄清了各种论 点及说法,为了更有说服力,还公布了她所制作的简单的实验工 具,而且将此正式写成论文发表",-1.0
吴健雄,1395,"1998年夏,袁家骝说 了几句意味深长却又斩钉截铁的话,他说;吴健雄成为衰变研究 方面的世界权威,这是毫无疑问 的,可是在这方面却为世人很少 了解,原因是衰变在物理科学 中既重要又相当复杂困难,而且 难以把这概念表述清楚;核裂变 并非她的擅长,却使很多人歌颂 她,因为这与原子弹有关",-1.0
吴健雄,1416,美国人对亚裔人 的排斥和歧视由来已久,-1.0
吴健雄,1417,"过去因中国经济落后,华人到这里的劳 工居多,所以受到的歧视严重,而华人中的女性更是苦不堪言,几 乎是次等的次等",-1.0
吴健雄,1419,那么对在美国作出巨大贡献的 女科学家又如何呢?吴健雄的奋斗史很能说明一些问题,-1.0
吴健雄,1434,拉比是跟着美国歧视女性潮流走的,-1.0
吴健雄,1439,"鲜为人知的世界权威 XIAN WEI REN ZHI DE SHI JIE QUAN WEI 吴健雄内心很痛苦,她感激蓝姆教授的仗义,但她表面上还只 能是保持平静,因为权衡再三,又能怎样呢? 美国所有名牌大学,都是歧视女性的,不是哪个人的问题,而 是整个美国的社会现象",-1.1667
吴健雄,1442,"吴健雄从取 得博士学位12年后才当上副教授,这在美国确是常有的事,问题 是它违反了美国标榜的论才选拔的原则",-1.0
吴健雄,1445,"她在过去漫长的时间不 能当教授,只能说明美国对种族性别存有偏见和歧视",-1.0
吴健雄,1456,"所以一想起她这教授后面的辛酸,也令人 吴 健 雄 传 WU JIAN XIONG ZHUAN 想起美国对亚裔女性的歧视!在成串的荣誉及耀眼的光环后面, 吴健雄算是领教了美国的所谓男女平等",-1.0
吴健雄,1540,"PIN BO YU CHENG MING 两个怪物- T 之谜 这两个符号让人一看就觉得很怪、很讨厌,就像中国的甲骨 文,难怪科学家也称它为奇异的东西",-1.5
吴健雄,1603,"但是,事实上对我们 来说,要告诉另一个人,哪一个是右与哪一个是左,表面看很简单, 实际上非常困难",-2.0
吴健雄,1611,"那么这种想法做法正确 吗?要明白回答这个问题,还是让我们把话题拉回到-t 之谜 的粒子中去",-1.0
吴健雄,1636,"所以解决这 个问题关系重大,它将从根本上改变人们的自然观和世界观",-1.0
吴健雄,1640,"杨振宁说:由于我们到目前为止, 对于和t 衰变的了解是这么少,因此对这个问题,最好是保持 一个开放的想法,遵循这种开放的思考方式",-1.0
吴健雄,1649,"要验证这个假设非常困难,但当时的技术条件还不是不能做 到,更多的人是因为不相信宇称会不守恒而不屑于做这种实验,甚 至有人已经做到了边缘而跳过去了,因此,人们把目光都聚到吴健 雄身上",-2.0
吴健雄,1659,她充分了解这项实验的困难,-1.0
吴健雄,1671,"但她说:我虽然答应,但我深知这实验之 艰难,我受到两件事的挑战,这两件事都比较麻烦: 一是将一个电 子探测器置于液态氦温度的低温容器之中并要使之工作;另一件 事是将一个源置入一个薄的表层内并使它在足够长的时间间隔 中极化,以获得足够的统计精度",-1.1
吴健雄,1718,"艰难与梦想 吴健雄到了华盛顿标准局,据她回忆:1956年秋季,我与 安伯勒、哈德森,黑渥、哈泼斯四人一起,用放射性 Co0作为 源,进行了极化核实验,实验装置相当复杂,需要现代电子与 探测器-计数器, 一个非常强的磁场与极端低的温度,即只有绝 对零度以上的1%度",-1.0
吴健雄,1736,"为解决这个问题,必须用一个大的晶体把整个带放射源的小 晶体屏蔽其中,阻隔温度上升",-1.0
吴健雄,1737,"这样一来,他们又面临了生长出大 晶体的重大困难",-1.0
吴健雄,1741,"厚的Co0射线源的极化没有困难地达到了,但是对薄的表层 Co0源我们却没有如此幸运",-1.0
吴健雄,1743,我们曾经担心的所有事情终于发生了:表面薄层的极 化不足以持久到能进行实际观测,-1.0
吴健雄,1746,"但是在 匆促中能在何处得到许多大的硝酸铈镁单晶?我求教于一些晶体 学专家,遗憾的是,他们证实了我的担心,即生长大尺寸(直径1英 拼 搏 与 成 名 PIN BO YU CHENG MING 寸)的晶体需要特别地小心,要求精巧的设备和足够的耐心,但我 们既无经费也无时间",-1.0
吴健雄,1759,"科学实验碰上各种困难,本身就是对科学家最大的挑 战",-1.0
吴健雄,1761,"可吴健雄没有被困难吓倒,她说: 一个困难克服,另一困难又来了,即怎样制成这些晶体的外 套?制备晶体外套的途径是要在每块晶体中刻出一个大洞,随后 将它们逐个粘合在另一个顶部,怎样在一个极薄而又很脆的晶体 中刻出一个大洞而又不致使它碎裂呢?经过一段时间反复的摆 吴 健 雄 传 WU JIAN XIONG ZHUAN 弄,仍未成功,最后请来晶体专家,我们共同设计向内施加压力的 牙钻才解决了这个问题",-1.0
吴健雄,1762,"实验就是在克服困难中前进的,上述晶体刻洞解决了,可又遇 到如何将多片硝酸铈镁结晶粘合在一起的问题,安伯勒建议使用 杜邦胶粘合,可是在运作时,杜邦胶完全失去了粘性,在扭矩的作 用下,大晶体外套也倒塌了",-1.0
吴健雄,1765,"另外, 如何克服在液态氦低温下,液体变成超流体而引起的外泄问题,以 及如何将在低温环境的衰变的测量,利用一支长的透明树脂棒 导出观测等,都花了相当功夫",-1.0
吴健雄,1767,"上述种种困难的不断克服,只是实验中遇到的几个问题,而其 他方面,显然还遇到更多的困难,难以一一述说",-1.0
吴健雄,1799,"吴健 雄仍非常担心在实验中会有什么差错, 一再反复叮嘱大家细心, 当她已经多次观察到 Co0原子核衰变放出的电子的出射方向都 和 Co0原子的自旋方向相反,从而证明了弱相互作用中宇称是 不守恒的,也就是说再次证明不具有左右对称性时,她仍嘱咐大 家暂不要公布",-2.0
吴健雄,1840,吴健雄在那段时间里让人感觉她很沮丧,-1.5
吴健雄,1843,"这完全是出于美 国对亚洲女性的歧视,真是天理不容!吴健雄没有看到这社会根 源,却过多苛求于自己的知名度还不够,她的思想压力很大",-1.0
吴健雄,1884,"诺贝尔奖获得者、世界著名的物理学界权威鲍利(Pauli) 教授 于1月19日在苏黎士给吴健雄发来一封很长的信,除了道贺外, 还表示尚有不少问题他也未弄清楚",-1.0
吴健雄,1886,"过了一 个星期,鲍利又给吴健雄写来一信:使我震惊的并不是由于上帝 是左撇子 现在真正的问题是为什么强相互作用是左右对 称的? 更有趣的是,世界各地很多同行的科学家, 一听到这个新闻, 都奔往自己的实验室,重复这个重大的实验",-1.0
吴健雄,1900,"1974年5月30日,毛泽东接见李政道时,又再次向他询问: 请告诉我,何以对称是重要的? 毛泽东为何提出这样问题,根据大辞典解释,对称意为对 比相称",-1.0
吴健雄,1914,"这个会议专门讨论宇称不守恒的问题,会 议对不守恒应用的前景作了高度评价",-1.0
吴健雄,1939,"看起来诺贝尔基金会所规定的选拔条例很完整、很严格,但条 规再好,还是要人去执行,而人的公道与否是至关重要的,可谁又 能保证它的公道呢?譬如,诸多学科的空白、对应用科学的轻视、 对人文学科标准的混乱、对和平奖立场观点的分歧、对非英语国家 的无知、对女性的歧视等等",-1.0
吴健雄,1947,"但问题是吴健雄却未得到这份奖,众所 周知,杨振宁、李政道的想法,如果不是碰上吴健雄这样一位在弱作 用实验方面的权威,对这个问题的重要性有相当清楚的认识,并且 有坚持去弄清楚的决心,可以确定不会这么快便有结果的",-0.3333
吴健雄,1950,"问题的核心,不管形式如何,就以诺贝尔奖作座标或以此作衡 量最高水平的基线,她该不该得这个奖?那么,让我们看看,除了瑞 典皇家科学院以外,其他权威对此是怎么看、怎么说的: 吴健雄在哥伦比亚大学多年的同事、著名的物理学家,如史坦 伯格、阮姆西、西博格等人,他们堪称对吴健雄是最了解的知交,他 们一致对吴健雄未获奖公开表示了失望,并大声疾呼评委的不公 和失误",-1.0
吴健雄,1971,"吴健雄之所以未得到诺贝尔奖,完全是那个委员会的表决机 器对女性的歧视,此说不无道理,但不尽然,也没有什么令人信服 的证据",-1.0
吴健雄,1977,"英国牛津大学的某些科学家,也对整个事情归于一方、归于中 国的三个科学家(吴健雄、杨振宁、李政道)表示不满,国家标准局 甚至有人传出:要不上(指得诺贝尔奖)大家都不上的话",-1.0
吴健雄,1978,特别 是安伯勒和哈德森的老师显得很愤怒,-1.5
吴健雄,2057,"还有双衰 变、第二类弱流、奇特原子、穆斯堡尔谱学、血红蛋白、量子力学的 EMA 科第支本也是女权8的PP 2 隐参量问题、正电子偶素、超低温核物理、核能级图、仪器以及探测 方法等方面都做过不少工作,作出过贡献,现略举几项: 双蜕变 吴健雄对双蜕变也有重要研究,双蜕变有双中微子和无 中微子两种可能模式,与中微子质量是否为零和轻子数是否守恒 这些基本问题密切相关",-0.3333
吴健雄,2066,"在这些外来粒子消失过程中可以观察到许多电磁作用, 强交互作用的现象,从而在原子核物理和粒子物理问题方面得到 许多新的知识",-1.0
吴健雄,2078,"但现在人们既然把这个问题提出来,我们 不妨在这里也介绍一下: 当人们走完20世纪的时候,如果回顾20世纪物理学界有哪几 位女巨星,或者说有几位著名的女科学家,想必能大体作出结论",-1.0
吴健雄,2143,"开始她觉得这物理学会过去既有种族的歧视,又有 男尊女卑的偏见,根本就不想答应,但在很多物理学家和一些著名 人士的劝说下,她还是同意就职了",-1.0
吴健雄,2149,"那么,物理学会的会长到底管什么呢?笔者曾与袁家骝先生 讨论过这个问题,他说过,这会长的权可虚可实、可大可小",-1.0
吴健雄,2157,"自她上任后,把学会主办 的《物理今日》办得更有生气,她引导大家讨论重大问题,例如基础 科研和尖端科研的关系等",-1.0
吴健雄,2198,吴健雄自幼就 目睹各种歧视和压迫妇女的社会恶习,-1.0
吴健雄,2201,"所幸的是吴健雄生长在 开明的家庭,她从未受过任何对女性的歧视",-1.0
吴健雄,2202,"民国成立后,虽说推翻了封建王朝,妇女的地位却仍受到有形 无形的歧视",-1.0
吴健雄,2215,"谁知 她一踏上美国国土所碰到的种种事实,无情地粉粹了这种迷信,也 使她认清了美国种种拙劣的欺骗",-1.0
吴健雄,2217,"众所周知,是吴健雄通过艰难的实验,推翻了宇称守恒的千 年定律,可结果她与诺贝尔奖无缘,纵使其他因素很多,而她是女性 仍是其中主要原因之一",-1.0
吴健雄,2218,"除此,她在历史上还多次受到过歧视,如: 无缘去核心(制原子弹)基地工作,被迫离开柏克利加州大学;受到 冷淡的衰变权威;职称的升迁等等",-1.0
吴健雄,2223,"对这种制度,还是有很多人持反抗态度的,例如和吴健雄有着 或长或短同事之谊的几位诺贝尔奖获得者,如史坦伯格、李得曼等 人都一致认为吴健雄在哥伦比亚大学物理系受到歧视,除了亚裔 背景之外,最主要的就是因为她是个女性",-1.0
吴健雄,2226,"是否 这样?在美国,妇女是受到歧视的",-1.0
吴健雄,2227,"吴健雄教授在1957年主持的 宇称不守恒实验是一项伟大的物理实验,但由于她是妇女,而未能 得到诺贝尔奖也正因为她是妇女,而使她的终身教授职务比 一般男士晚了几年 在自己身上发生了这一系列荒唐的、歧视女性的事情,吴健雄 原先曾责怪自己的命运,或者说在她身上完全是出于一种偶然的 巧合",-0.3333
