科学家,句子编号,句子,情感得分,情感类别
丽丝·迈特纳,39,"工业化来到了奥地利,随之而来的 是整个帝国中的内部大迁徙",0.0,中性
丽丝·迈特纳,40,"1858年,环绕着老内城的中世 纪城墙被拆除了,取代了它的是壮观的环城大街、雄伟的公 共建筑和一个议院",0.0,中性
丽丝·迈特纳,41,"议院的实权还很小,议会中的多数党即 自由党要求一个现代的长久国体和一个议会制政府",0.0,中性
丽丝·迈特纳,42,"在一段 时间内,当旧秩序正在破灭而帝国观念本身也由于民族分歧 而岌岌可危时,哈伯斯堡王朝曾经由于一系列不明智的军事 冒险和外交失策而受到了消弱",0.0,中性
丽丝·迈特纳,43,"到了1867年,弗朗茨 约塞 3 10.25 夫皇帝为了保护他所能保护的一切而分割了帝国,让匈牙利 分了出去",0.0,中性
丽丝·迈特纳,44,"他给了人民若干议会立法:民族的和宗教的宽容, 一种自由化的经济,一种不偏不倚的司法,教育、信仰、言 论和出版方面的较大的个人自由",0.0,中性
丽丝·迈特纳,45,"对于犹太人来说,这意味 着充分的内部平等,包括担任某些职务的平权,那些职务本 来是不许他们担任的",0.0,中性
丽丝·迈特纳,46,菲利普 迈特纳就是最初一批获准 学习法律并从事法律工作的犹太男子中的一员,0.0,中性
丽丝·迈特纳,47,"在从革命到建国的20年中(据说如此),奥地利被拖进 了19世纪",0.0,中性
丽丝·迈特纳,48,"到了丽丝在1878年出生时,帝国的维也纳主要 是一个大舞台,由一些极其豪华的宫殿和一位皇帝即受欢迎 的和长寿的弗朗茨 约塞夫所组成",0.0,中性
丽丝·迈特纳,49,除此以外就几乎全都无 所谓了,0.0,中性
丽丝·迈特纳,50,"新的维也纳正在以自己的生命力而生长出来,向市 郊扩大着,其人口一倍又一倍地增加,迁入的人流是那样地 持续不断,以致在后来的几代中,多数维也纳人都是在别处 出生的;多数是旧教徒,有许多犹太人,而几乎没有新教徒; 多数是讲德语的人,其中也有许多捷克人、匈牙利人、意大 利人、波兰人、克罗地亚人、乌克兰人和别的一些人,他们 在报纸和民族团体方面保留了自己的语文和民族特性",0.0,中性
丽丝·迈特纳,51,"对许 多新居民来说,维也纳是一个就业困难和失业率甚高的地方; 那里供水不足,夏天瘟疫流行,居住拥挤,以致连有钱的人 们都住在宿舍中,而穷人则同床而居或轮班睡觉",-1.0,负面
丽丝·迈特纳,52,"这是欧洲 4 最杂乱的城市,是最拥挤和最不卫生的城市之一,那里的凶 杀案也最常发生",0.0,中性
丽丝·迈特纳,53,但是人们仍然不断搬来;各省中的情况并 不更好,0.0,中性
丽丝·迈特纳,54,"在维也纳至少可望得到改善和享乐:各种各样的音 乐,歌剧和戏院,几十种报纸,一所革新了的大学,著名的 医生们和科学家们,很好的食物,城边上有葡萄园,远处有 隐隐闪光的青山",1.0,正面
丽丝·迈特纳,55,"如果说德涅伯河显得很混浊或华尔兹舞被 4 吹嘘得太高,维也纳毕竟还是使人陶醉的,它正从欧洲文化 的每一种源流中吸收着营养;带着不同层次的历史和美,每 一个新来者都可以渴求他自己的东西",0.0,中性
丽丝·迈特纳,56,精神的营养是巨大的,0.0,中性
丽丝·迈特纳,57,"到了19世纪末期,维也纳已经产生了维克托 阿德勒的民主 社会主义和梯奥多尔 赫茨耳的犹太复国主义;它已经成了 西格蒙德 弗洛依德喜欢痛恨的家和长期担任市长的卡尔 吕格尔的政治基地,而吕格尔的民粹主义和反犹主义的头脑 混合物则吸引了青年阿道耳夫 希特勒的人迷的注意",1.0,正面
丽丝·迈特纳,58,"如果 说19世纪是很晚地来到维也纳的,20世纪却来得很早",0.0,中性
丽丝·迈特纳,59,"8 当菲利普 迈特纳在19世纪70年代初叶进人法律行业 时,不仅实行法治是可能的,而且参与创立一种新的政治秩 序也是可能的",0.0,中性
丽丝·迈特纳,60,"新的宪法号召对奥地利的整个法律制度进行 全面的改革,而在维也纳,在受到皇帝和教会多年的忽视以 后,自由思想的市议会建造了一种巨大的供水系统,提供了 控制洪水的设施,并且改善了公共卫生、医院和学校",1.0,正面
丽丝·迈特纳,61,"9那是一 个进步似乎是事物的自然规律的时代,每一个十年都是前一 个十年的显著改进",1.0,正面
丽丝·迈特纳,62,"作为一个公证人、自由思想者和人道 主义者,菲利普 迈特纳接受了自由化的理智和内政进步的 理想,同情了法制和个人改善的民主目标",1.0,正面
丽丝·迈特纳,63,他投身到了维也 纳的政治生活之中,0.0,中性
丽丝·迈特纳,64,"他虽然从来没有参加过竞选活动,但是 他和赫德维希却把他们的家弄成了一些有趣人物的聚会场所 那些人物包括议员们、作家们、棋手们和律师们",0.0,中性
丽丝·迈特纳,65,孩子 们可以留下来听他们议论,0.0,中性
丽丝·迈特纳,66,"多年以后,当人们问起丽丝的童 年时,她主要回忆了我父母的非凡善良,以及我的兄弟姐 妹和我在其中长大的那种特别鼓舞人的精神氛围",0.0,中性
丽丝·迈特纳,67,"1 在丽丝的童年期间,她家住在第二区,名为利奥波德区, 位于德涅伯运河的正北,隔河和老城相望",0.0,中性
丽丝·迈特纳,68,"那个地区本来是 5 城墙,地区以利奥波德一世命名,他在17世纪开始时驱逐了 维也纳的犹太人,后来又很不情愿地允许了他们的返回",0.0,中性
丽丝·迈特纳,69,"在 5 随后的两个世纪中,首都的犹太人数一直是很少的;但是在 上世纪60年代,当定居限制被废除而犹太人从全国各处向维 也纳涌来时,利奥波德区却扩大了",0.0,中性
丽丝·迈特纳,70,"有些地段变得拥挤而混 乱了,而另外一些地段则令人愉快,甚至是很繁华的了",0.0,中性
丽丝·迈特纳,71,"丽丝是出生在约塞夫皇帝街27号她的家庭住所中的; 那是一条贯穿利奥波德区的大街,一端是商业区,另一端是 维也纳的巨大公园普喇特尔公园",0.0,中性
丽丝·迈特纳,72,"在那里,到了星期天,他 们全家可以到公园中去游戏并享受咖啡馆、树林中的小径和 开阔地,而且有时甚至会看到皇帝骑着马从那里经过",0.0,中性
丽丝·迈特纳,73,"总地 说来,利奥波德区是住家的好地方,很舒适",1.5,正面
丽丝·迈特纳,74,"迈特纳家的头 三个孩子,吉塞拉、奥古斯特(古斯提)和丽丝是相差一年 出生的;后来的五个孩子出生得不那么迅速,他们是莫里茨 (弗里茨)、卡劳拉(劳拉)、另一个男孩、弗瑞达,而最后是 丽丝特别喜欢的小弟弟瓦耳特,他是在1891年出生的",2.0,正面
丽丝·迈特纳,75,"1_ 大家人买不起多少奢侈品,但是菲利普 迈特纳的法律工作 却也给他带来了中产阶级的必需品:书;在山区度过几周夏 日假期,以及在维也纳实际上是不可缺少的音乐课程",0.0,中性
丽丝·迈特纳,76,"古斯 提是家中最有天才的音乐家,是一个宠儿,后来成了乐队级 的作曲家和钢琴家",0.0,中性
丽丝·迈特纳,77,"15丽丝也弹钢琴;在她的一生中,音乐一 直是像食物那样不可缺少的",0.0,中性
丽丝·迈特纳,78,"但是她对数学和科学特别感兴 趣;在6岁时就把一本数学书放在自己的枕头下面,而且会 辩认一根色棒是什么颜色,并且会记住别人告诉她的电影故 事以及反射光的干涉效应",0.0,中性
丽丝·迈特纳,79,"在这个家庭中,孩子们是有人看 和有人听的而且是被指望自己思考的",0.0,中性
丽丝·迈特纳,80,"有一次,当丽丝 还很小时,她祖母告诉她在礼拜日不要缝东西,不然天就会 塌下来",0.0,中性
丽丝·迈特纳,81,"当时丽丝正在绣花,她决定作一次试验",0.0,中性
丽丝·迈特纳,82,"她把针放 在绣件上,把针尖扎进去了一小点儿,并且很耽心地看着天 空;绣了一针,再等着;然后,她满意了,上天不会反对,然 后就心安理得地绣起来",1.0,正面
丽丝·迈特纳,83,"和读书、夏日远足及音乐一起,一 种合理的怀疑论一直伴随了丽丝的童年岁月",0.0,中性
丽丝·迈特纳,84,犹太教并不是这些经常事物之一,0.0,中性
丽丝·迈特纳,85,"在利奥波德区,迈特 纳家的孩子们是生活在犹太人中间的;那一带分布着犹太教 堂,他们分明知道自己也是犹太出身的",0.0,中性
丽丝·迈特纳,86,"然而也很清楚,这 个家族躲避了它的犹太过去",0.0,中性
丽丝·迈特纳,87,"丽丝的一个外甥,古斯提的儿 子奥托 罗伯特 弗里什后来有一种坚定的印象,认为他的 6 母亲和迈特纳家所有的孩子们都受了洗,从而是作为新教徒 被养大的",0.0,中性
丽丝·迈特纳,88,"事实上并非如此:孩子们在出生时都在犹太社团 登记过,只有到了成年才受了洗劳拉和吉塞拉在1908年 成了旧教徒,丽丝在同一年成了新教徒",0.0,中性
丽丝·迈特纳,89,然而弗里什的印象 在实质上还是正确的:迈特纳家的人们确实脱离了他们旧有 的宗教而改信了新的宗教,0.0,中性
丽丝·迈特纳,90,他们的理由从来没有明确叙述过,0.0,中性
丽丝·迈特纳,91,"机会主义显然不是他 们的理由:菲利普 迈特纳和赫德维希从来不曾要求他们的 孩子们和他们自己接受洗礼,从而也绝没有享受那种转教所 可能带来的好处;特别是在法律界,宗教区别仍然是很强烈 的,而转教则是充任法官或其他行政职务的敲门砖",0.0,中性
丽丝·迈特纳,92,"2人们只 能设想,迈特纳夫妇对犹太教失去了兴趣,把它看成了一种 封建残余或不必要的种族隔阂;他们肯定感觉不到和利奥波 德区的许多Ostjuden (东方犹太人)有多少亲密关系,那些人 是来自加利西亚或其他奥属波兰省份的犹太人,他们的语言、 服饰和正统性把他们和别人区别了开来",0.0,中性
丽丝·迈特纳,93,"开明而进步的菲 利普 迈特纳和赫德维希 迈特纳受到了日尔曼文化的吸 7 引;他们刚刚得到解放,心中充满了与信念为邻的乐观主义, 他们拥抱了解放他们的那种文化",1.0,正面
丽丝·迈特纳,94,"2到了世纪交替时期,这种 乐观主义想必已经有些衰退了,因为空前有魅力的维也纳市 长,漂亮的卡尔 吕格尔(der schone Karl)通过号召他们的 旧教思想、民族主义和反犹主义来纠集了他的选民",0.0,中性
丽丝·迈特纳,95,"值得注 意的是,迈特纳家的孩子们谁也不曾追随他们的父亲走入政 界,甚至也不曾走入法律界",0.0,中性
丽丝·迈特纳,96,但是他们的父母的理想主义态 度却是影响了他们的,0.0,中性
丽丝·迈特纳,97,"那便是丽丝所回忆的非凡的善良的 一部分,便是在他们父母的家中陶冶了丽丝和别的孩子们的 那种特别鼓舞人的精神氛围的基础",0.0,中性
丽丝·迈特纳,98,"在这种氛围中,包括5个女儿在内的所有迈特纳家的孩 子们都受了高等教育",0.0,中性
丽丝·迈特纳,99,"即使在今天,这样的家庭纪录也会是 引人注意的,但在当时这却真正是不寻常的,因为直到19世 纪末期,妇女仍在法律上被排斥于奥地利大学之外,而且按 照相同的逻辑也被排斥于正规中学之外",-1.0,负面
丽丝·迈特纳,100,"一个聪明的男孩可 以上高级中学并且参加Matura 考试,那是一种为进大学必 须参加的毕业考试,而女子公立学校则在女孩子14岁时便结 束了,而且那种学校是很差劲的",-0.25,负面
丽丝·迈特纳,101,"丽丝在切尔宁广场女子 7 学校读了书,那学校位于他家附近的一个拥挤的交叉路口",0.0,中性
丽丝·迈特纳,102,"1892年7月15日,她收到了她的毕业成绩单,那张纸片也就 是她的毕业证书",0.0,中性
丽丝·迈特纳,103,"她学了会计算术,但是没学代数学,此外 还学了一点点历史、地理和自然,学了必要的图画、音乐、 女子手工、一点点法语和体育",0.0,中性
丽丝·迈特纳,104,"虽然她的全部分数都很好 而且她的品行也被评为完全恰当 (Vollkommen entsprechend), 她 的 勤 勉 性 却 只 被 评 为 尚 可 (befriedigend),而不是甚佳(ausdauernd), 这表明她对 上学不太感兴趣",0.0,中性
丽丝·迈特纳,105,在她的成绩单的下面写着: Vom weiteren Schulbesuch befreit (不宜升学),0.0,中性
丽丝·迈特纳,106,丽丝已经上完了一个奥地 利女孩所能上的学,0.0,中性
丽丝·迈特纳,107,"在还不到14岁的年龄,她的选择是不多的",0.0,中性
丽丝·迈特纳,108,"多数女孩子 在以后的几年内都会在家中帮着干活,作作针线,并盘算出 嫁",0.0,中性
丽丝·迈特纳,109,"她继续求学的唯一途径是进一所为中产阶级女子们开设 的私立女子高级学校,她所能寻求的唯一职业就是去教一门 不需要大学学历的课程",0.0,中性
丽丝·迈特纳,110,丽丝选了法语,0.0,中性
丽丝·迈特纳,111,当时的纪录和以后 的回忆都不曾表明她对法语真正感到过兴趣,0.0,中性
丽丝·迈特纳,112,"相反地,她把 自己的精力和爱心都用在了她的小弟弟瓦耳特身上;后来瓦 耳特也一直是她最亲近的弟弟",0.0,中性
丽丝·迈特纳,113,"她也当过一些小女孩的家庭 教师,以赚取一点学费来帮助古斯提进一步学习音乐,并和 一些穷人一起自愿参加过慈善组织和慈善学校",1.0,正面
丽丝·迈特纳,114,"4 关于那几年,丽丝回忆得很少,只记得一种失落感",0.0,中性
丽丝·迈特纳,115,"后 来她写道:虽然我从很小的时候就对数学和物理学有一种很 明显的爱好,但是我并没有立即开始一种求学的生活",0.0,中性
丽丝·迈特纳,116,"她 又说:回想起我年轻时的生活,我就带着某种惊讶的心 情意识到当时在普通少女的生活中存在着何等众多的问题, 那些问题现在几乎是不可想像的了",-1.0,负面
丽丝·迈特纳,117,其中最困难的问题之一 就是正常智力训练的可能性问题,-1.5,负面
丽丝·迈特纳,118,"26 在奥地利,女子的高等教育问题曾经酝酿了一个世代",-1.0,负面
丽丝·迈特纳,119,"这 个问题肯定从1867年就开始了;那一年,各大学开始对所有 的男人开放,而不分经济阶级、宗教或民族出身",-1.0,负面
丽丝·迈特纳,120,"在那些年 中,少数的妇女曾经和各大学联系,向教授们申请,请求到 大学中去听一两门课",0.0,中性
丽丝·迈特纳,121,"她们顶多被允许去当旁听生,不指望 也从来没得到过任何的学位或证件",0.0,中性
丽丝·迈特纳,122,"这些妇女中的多数人是 一些教师,她们从前的教育使她们没资格进大学",0.0,中性
丽丝·迈特纳,123,"但是即使 少数几个人是有资格的(偶尔有几个来自波希米亚或奥属波8 兰的妇女设法进了她们当地的高级中学并通过了Matura 考 试),她们也是被拒绝人学的",0.0,中性
丽丝·迈特纳,124,富贵人家的女儿一向是在瑞士 求学的,0.0,中性
丽丝·迈特纳,125,"其余的人都被困在政府所期望的循环中:既然各大 学(所有的公立学院)都排斥妇女,政府就认为不宜设立学 校来使妇女们为进大学作准备了",-1.0,负面
丽丝·迈特纳,126,"在欧洲,只有德国和土耳 其是对妇女受教育设置了更多的障碍的",-1.0,负面
丽丝·迈特纳,127,"27 然而,在19世纪即将结束时,这种障碍开始动摇了",-1.0,负面
丽丝·迈特纳,128,"一 些妇女团体,往往以女子学校的校长为首,开始呼吁更好的 中等教育了",0.0,中性
丽丝·迈特纳,129,"1891年,一所私立的女子高中在维也纳成立了, 尽管它的毕业生们还是不许参加Matura 考试",0.0,中性
丽丝·迈特纳,130,"政府自身迫 切地需要女医生到被占领的波西尼亚和黑塞哥维纳去给穆斯 林妇女治病,多年以来他们总是聘用外国女医生;他们在 1892年任用了第一个奥国人(在瑞士受的教育),但是仍然拒 绝发给其他在瑞士受过教育的愿意私人开业的奥地利女医生 以营业执照,尽管当时有一位在俄罗斯出生而在苏黎世受了 教育的很高明的眼科女医生,曾经在奥皇的特许下在萨尔茨 堡和她丈夫一起开了诊所",0.0,中性
丽丝·迈特纳,131,"每一个事例都造成了公众影响,于 是人们的见解慢慢软化了",0.0,中性
丽丝·迈特纳,132,"看来很可能,最后,在奥地利 (也像在美国、法国和瑞士一样),妇女们可以受教育而不必 遭受精神病、不育症或社会灾难的折磨了",-1.0,负面
丽丝·迈特纳,133,"到了上世纪90年 代中期,甚至保守的教授们也把女大学生们看成一种再也不 能阻挡的洪水了",0.0,中性
丽丝·迈特纳,134,"1897年,政府允许了妇女们成为奥国各大 学的哲学性(文学和科学)的各系的教职员;又过了几年,妇 女就也被允许进入医科学校",0.0,中性
丽丝·迈特纳,135,"28 这样一来,排斥的循环就被逆转了",-1.0,负面
丽丝·迈特纳,136,"公正,对受过大学 教育的女教师的需求,都要求各大学立即接受女生,即使没 有高级中学的准备",0.0,中性
丽丝·迈特纳,137,"在过渡阶段,妇女们只要用任何可能的 方式通过Matura 就行了",0.0,中性
丽丝·迈特纳,138,"对丽丝和她的姐妹们来说,这是好 消息来得晚了一些,但还不算太晚",0.0,中性
丽丝·迈特纳,139,首先是已经21岁的吉斯拉,0.0,中性
丽丝·迈特纳,140,"经过两年紧张的私人辅导, 吉斯拉在1900年通过了Matura 并进了医学院",0.0,中性
丽丝·迈特纳,141,"在此期间, 丽丝已经完成了她的教师训练(为了保险,她父亲的建议),9 并且在1899年和另外两位青年女子一起开始了她自己的准 备课程",0.0,中性
丽丝·迈特纳,142,她们一起把失去的8年中学学习压缩成了两年:希 腊文和拉丁文、数学和物理学、植物学、动物学、矿物学、心 理学、逻辑学、宗教、德国文学、历史,0.0,中性
丽丝·迈特纳,143,丽丝夜以继日地学 习,0.0,中性
丽丝·迈特纳,144,她的弟弟们会取笑她说:你会通不过考试了,0.0,中性
丽丝·迈特纳,145,你刚才穿 过了房间而没有拿一本书,0.0,中性
丽丝·迈特纳,146,"2她的一张照片显示了一位青年 女子,眼睛上有一圈儿黑晕",0.0,中性
丽丝·迈特纳,147,"给丽丝她们补习物理学和数学的是阿图尔 查尔瓦西, 他是一位刚刚在维也纳大学完成博士学习的青年物理学 家",0.0,中性
丽丝·迈特纳,148,30 查尔瓦西博士有一种用特别激动人心的方式来表达数学和 物理学的主要课题的真正才能,1.0,正面
丽丝·迈特纳,149,"有时候,他可以给我们看维也纳 大学[物理]系的一些仪器- 这在私人补习中是很少见的,通 常我们看到的只是一些仪器的图片和图示",0.0,中性
丽丝·迈特纳,150,"我必须承认,我并不 总是能够根据这些东西得出正确的概念,而今天回想到我第一次 看到某些仪器时的那种惊讶心情是使我感到很好玩的",0.0,中性
丽丝·迈特纳,151,"31 丽丝于1901 年7月间在学术高级中学 (Akademisches Gymnasium) 参加了Matura 考试,那是位于老城的贝多芬广 场上的一所著名的男子中学",0.0,中性
丽丝·迈特纳,152,"32作为校外生 (Externisten), 丽 丝和别的女生们是在陌生的环境下受到她们从未见过面的教 11 2016.4. 师们考试的",0.0,中性
丽丝·迈特纳,153,"学习曾经是那样地紧张,而考试条件又是那样 地吓人,以致丽丝在后来的回忆中从来忘不了提到这一切",0.0,中性
丽丝·迈特纳,154,参 加考试的14个人中只有4个人通过;33其中3人是查尔瓦西 博士的学生,0.0,中性
丽丝·迈特纳,155,"第四个人是亨瑞特 玻耳兹曼,3她的父亲不久 以后就对丽丝的生活发生了一种早期的影响",0.0,中性
丽丝·迈特纳,156,丽丝后来一直认为阿图尔 查尔瓦西是她第一位真正的 老师,0.0,中性
丽丝·迈特纳,157,"而且她也感谢她的父母,他们使她能够取得了她那一 代女青年很少能够取得的成就",0.0,中性
丽丝·迈特纳,158,"许多父母都抱有当时那种反对[妇女]教育的偏见,以致他 们的女儿们只能或是放弃她们所希望的教育,或是为受教育而斗 争 [我认识]一位青年女子,她在24岁时想请她的表兄给她 补课,以准备Matura 考试",0.0,中性
丽丝·迈特纳,159,"我敢肯定,她的父母在别的方面是很 慈爱的,但是他们却名副其实地把她在家中囚禁了起来,以免她 按自己的意愿行事",0.0,中性
丽丝·迈特纳,160,"只有当有一天她逃离了家并告诉父母若不许 她学习她就永不回家时,他们才让了步",0.0,中性
丽丝·迈特纳,161,"35 10 虽然丽丝本人并无这样的障碍,但是她却感到至少对她 母亲来说情况并不是永远满意的",0.0,中性
丽丝·迈特纳,162,"我有一种感觉,在开始时,当起初是我姐姐,然后是我,都 通过Matura 考试时,我母亲的内心深处是对此事有点失望的",-0.8,负面
丽丝·迈特纳,163,"然 而她是一位如此慈爱的母亲,以致她从来没有对此事有过任何不 同意的表示",0.0,中性
丽丝·迈特纳,164,"36 在她父亲方面,却从来没有这样的犹豫",0.0,中性
丽丝·迈特纳,165,"相反地,他一 直是支持和建议的稳定源泉",1.0,正面
丽丝·迈特纳,166,"即使当我是一个小孩子时,我对数学和物理学就有了很强的 倾向,而当我放弃了时,我就发展了对社会责任的明显倾向 当我23岁那年即将入大学时,我有过 一 种为了社会用处而主修 医学的想法,我想把数学和物理学只当作副科",0.0,中性
丽丝·迈特纳,167,"我父亲阻止了这 种不正确的选择;他使我明白,这样的一种学习过程对荷尔曼 亥姆霍兹那样的天才人物来说是可能的,但对别人来说却不可 能",0.0,中性
丽丝·迈特纳,168,3 丽丝在1901年10月份进入了维也纳大学,0.0,中性
丽丝·迈特纳,169,"她又瘦又小, 有一种漠然的表情和一双严肃的黑眼睛,看起来比她23岁的 实际年龄显得还要年轻一些",0.0,中性
丽丝·迈特纳,170,"他的外甥后来评论说,她是一 位兰袜子一位除了学习以外对什么都不关心的青年女 士",-1.0,负面
丽丝·迈特纳,171,丽丝在她的大学登记本上填了物理学、微积分、化学和 植物学每星期有25小时花在听课、实验、演示和讨论方 面,0.0,中性
丽丝·迈特纳,172,"38 毫无疑问,也像许多别的青年大学生一样,我是从听课太多 开始的我不能说我对实验物理学课程有一种生动的回忆",0.0,中性
丽丝·迈特纳,173,"这 些课程是在中午和下午 一 点钟之间在没有任何实验的情况下讲 授 的,那时多数学生已经疲倦了",0.0,中性
丽丝·迈特纳,174,有时候我确实怕自己会滑到椅 子下面去,0.0,中性
丽丝·迈特纳,175,"但是,当在上午八点钟上微积分课时,她却是清醒的",0.0,中性
丽丝·迈特纳,176,"第一学期,我随盖根包尔教授学了微分学和积分学",0.0,中性
丽丝·迈特纳,177,"在第二 学期,他让我在一位意大利数学家的著作中找出一个错误",0.0,中性
丽丝·迈特纳,178,然而 外国人把不通人情世故、不关心修饰的女学者称为兰袜子,-1.0,负面
丽丝·迈特纳,179,"-译 者注 13 我在找到错误以前需要他帮了好大的忙,而当他好心地建议我用 自己的名义发表这种结果时,我觉得那样作是不对的,而这就很 不幸地永远得罪了他",-1.0,负面
丽丝·迈特纳,180,"这就是丽丝,一个一年级的大学生,当她的著名教授要 求她发表文章时她拒绝了",0.0,中性
丽丝·迈特纳,181,"一方面是决断,另一方面是自谦, 任何一方面都不足以使她追求自己的学术好处",1.0,正面
丽丝·迈特纳,182,"然而,这一 11 事件却使我弄清楚了,我要成为一个物理学家,而不是要成 为一个数学家",0.0,中性
丽丝·迈特纳,183,"9 事实上,不管丽丝打不打瞌睡,她所听的那门物理学课 程是以教得特别好而闻名的",0.0,中性
丽丝·迈特纳,184,"那门课是为制药学的学生们开 设的,但是弗朗茨 艾克斯诺教授却把课讲得那样地清楚和 透彻,以致所有各科的学生都来听讲",0.0,中性
丽丝·迈特纳,185,"0实验室由安东 拉姆 帕主持,他是一位有前途的青年物理学家和教师",0.0,中性
