科学家,句子编号,句子,情感得分,情感类别
杜德娜,18,"我成功躲过 了第一个大浪,没有被它掀翻,等我从浪的另一头出来的时候,又沿着 第二道大浪往下滑",1.0,正面
杜德娜,19,"这时,我看到了一片美景近处的白山,远处的 长山,耸立着,直入云霄,似乎在保护着海湾",0.0,中性
杜德娜,20,"我一个激灵后醒来,意识到自己正躺在加利福尼亚伯克利市的家 里,与夏威夷远隔数千英里(1英里 1.6千米)",0.0,中性
杜德娜,21,"这是2015年的7月,当时正是我这辈子至今最兴奋难当的一段日 子,我开始经常做这样的梦",2.5,正面
杜德娜,22,"回头来看,梦境的深层含义不难理解",0.0,中性
杜德娜,23,"当 然,海滩是想象出来的,但是波浪,以及它们激起的情绪跌宕恐 惧、希望、惊叹却无比真实",1.0,正面
杜德娜,24,"我叫珍妮佛杜德娜,是一位生物化学家,职业生涯的大部分时间 都是在实验室度过的",0.0,中性
杜德娜,25,"我研究的课题,除了本领域的专家,外人知之甚 少",0.0,中性
杜德娜,26,"不过,在过去五六年里,我进入了生命科学里一个划时代的研究领 域,它的进展之快超乎想象,研究成果也迅速从学界转化到社会",0.0,中性
杜德娜,27,"我和 同行惊叹于它的巨大力量,这丝毫不亚于我梦中的海啸",0.0,中性
杜德娜,28,"不过,这一次 的巨浪,我也曾为它推波助澜",0.0,中性
杜德娜,29,"几年来,我参与筹建过几个生物公司",0.0,中性
杜德娜,30,"到了2015年夏天,它们的成 长速度远远超出了我的想象",0.0,中性
杜德娜,31,"但是,这个领域的影响力远不止于此,因 为受影响的不仅仅是生命科学,更是地球上的所有生命",0.0,中性
杜德娜,32,"本书讲述的就是它的故事,也是我的故事,更是你的故事",0.0,中性
杜德娜,33,"因为很 快,它就会影响到你",0.0,中性
杜德娜,34,"数千年来,人类一直在不断地改造自然界,但是从未达到今天这么 剧烈的程度",0.0,中性
杜德娜,35,"工业化导致的气候变化正在威胁全球的生态系统,再加上 其他的人类活动它们共同导致了物种的加速灭绝,地球的生物多样 性锐减",0.0,中性
杜德娜,36,"种种变化促使地质学家提议,把这个时代叫作人类世",0.0,中性
杜德娜,37,"与此同时,生物世界也在经历着由人类引起的深刻变革",0.0,中性
杜德娜,38,"数百万年 来,生命遵循着演化的原理而演变:生物随机产生一系列的遗传突变, 其中一些为生存、繁殖和竞争赋予了优势",0.0,中性
杜德娜,39,"事实上,直到最近,我们人 类也一直被演化塑造",0.0,中性
杜德娜,40,"自从一万多年前农业出现,人类就开始通过选育 动植物撼动演化的进程,但是演化需要的原材料,即,一切遗传变异背 后的DNA(脱氧核糖核酸)随机突变,仍是自发产生的,人类的意志尚 且干涉不到它们",0.0,中性
杜德娜,41,"因此,人类改造自然的能力是有限的",0.0,中性
杜德娜,42,"今天,情况已大为不同,科学家已经完全有能力控制遗传突变了",0.0,中性
杜德娜,43,"科学家可以使用强大的生物技术来修饰活细胞里的DNA ,甚至改造这个 星球上所有物种的遗传密码",0.0,中性
杜德娜,44,"在诸多基因编辑的工具中,最新,也可能 是最有效的,当属CRISPR-Cas9(简称为CRISPR)",0.0,中性
杜德娜,45,"有了CRISPR, 生物体的基因组(生物体的全部DNA内容)就变得像文本一样可以被编 辑",0.0,中性
杜德娜,46,"只要科学家知道了某个性状的基因,我们就可以利用CRISPR在它 的基因组中插入、编辑或删除该基因",0.0,中性
杜德娜,47,这比目前其他任何基因操作 (gene-manipulation)技术都更简单有效,0.0,中性
杜德娜,48,"几乎一夜之间,我们发现自 己站在了一个新时代的起点:在基因工程的领域,只有想不到,没有做 不到",1.0,正面
杜德娜,49,"目前,科学家已经在动物身上使用了这种新型基因编辑工具,并且 取得了许多进展",0.0,中性
杜德娜,50,"比如,科学家利用CRISPR制造出了一种基因增强 版的小猎犬,它肌肉发达,像是犬类里的施瓦辛格,而科学家改变的 只是参与控制肌肉形成的基因的一个碱基对",0.0,中性
杜德娜,51,"在另一个例子里,通过抑 制猪的身体里对生长激素起反应的基因,研究人员制造出了迷你猪,它 像家猫一样小,可以作为宠物出售",0.0,中性
杜德娜,52,"科学家也在陕北山羊身上进行了类 似的实验,使用CRISPR编辑了它的基因组,同时提高了肌肉含量(这 意味着更多的肉)与含毛量(这意味着更多的山羊绒)",0.0,中性
杜德娜,53,"通过 CRISPR ,遗传学家已经把亚洲象改造得越来越像猛犸象,或许有朝一 日会复原这种已经灭绝的动物",0.0,中性
杜德娜,54,"与此同时,在植物界,CRISPR也已经被广泛用于改造农作物的基 因组",0.0,中性
杜德娜,55,"这为农业革命铺好了道路,将进一步显著提高人们的饮食质量, 确保世界粮食安全",0.0,中性
杜德娜,56,"通过基因编辑,科学家已经制造出了抗病水稻、晚 熟番茄、脂肪酸水平更健康的大豆,以及含有更少神经毒素的土豆",0.0,中性
杜德娜,57,"在 实现这些目标的时候,食品学家并没有依赖杂交技术,而只是稍微调整 了植物基因组的少数几个碱基对",1.0,正面
杜德娜,58,"基因编辑在动物和植物界中的应用固然激动人心,但它最大的潜 力,以及它最大的风险,是在人身上的应用",0.0,中性
杜德娜,59,"矛盾的是,它对人类健康的帮助可能也离不开在哺乳动物或者昆虫 上的应用",1.0,正面
杜德娜,60,"最近,研究人员已经利用CRISPR来改造猪的DNA ,使它们 更适于对人类进行器官移植,这意味着,有朝一日,动物可以为人类源 源不断地提供移植器官",0.0,中性
杜德娜,61,"CRISPR也已经被用来改造一种蚊子,越来越 多的野生蚊子将无法生育,科学家希望这可以彻底清除蚊媒疾病,比如 疟疾和塞卡,甚至清除所有可能传播疾病的蚊子",-0.3333,负面
杜德娜,62,"不过,单就治疗疾病而言,CRISPR为直接在人类患者身上编辑、 修复突变基因提供了可能",-1.0,负面
杜德娜,63,"目前,我们只是看到了其应用潜力的冰山一 角,但是过去几年的发展已经足够让我们激动不已",1.0,正面
杜德娜,64,"在实验室培养的人 类细胞里,这种新的基因编辑技术已经纠正了许多遗传病,包括囊性纤 维化、镰状细胞病、某些形式的眼盲、重症复合免疫缺陷等",0.0,中性
杜德娜,65,"利用 CRISPR ,科学家可以从人类DNA的32亿个碱基对中发现,继而更正单 个基因突变这已经很令人惊叹了,但是它还可以完成更复杂的修 饰",1.0,正面
杜德娜,66,"研究人员已经纠正了进行性假肥大性肌营养不良症患者身上的突变 基因,从而治愈了疾病",-1.0,负面
杜德娜,67,"在一个血友病的案例中,研究人员利用 CRISPR对患者身上发生颠倒的50多万个DNA碱基对进行了精确调整",0.0,中性
杜德娜,68,"CRISPR也可以用于治疗艾滋病,比如,从患者受感染的细胞中切除病 毒的DNA ,或者编辑患者的DNA ,避免更多细胞受到感染",0.0,中性
杜德娜,69,基因编辑在临床应用上的可能远不止于此,0.0,中性
杜德娜,70,"由于CRISPR允许我们 精准、直接地进行基因编辑,每一种遗传病只要我们知道它的突变 基因理论上都可以得到治疗",0.0,中性
杜德娜,71,"事实上,医生已经开始使用改造的免 疫细胞治疗癌症,这些免疫细胞携带着增强版的基因,可以更好地消灭 癌细胞",0.0,中性
杜德娜,72,"虽然CRISPR离大规模临床应用还有一段路要走,但它的潜力 毋庸置疑:基因编辑有望提供新的治疗方案,甚至挽救生命",0.0,中性
杜德娜,73,"CRISPR技术的影响不止于此,除了治疗疾病,它也可以预防疾 病",-1.0,负面
杜德娜,74,"它简单有效,甚至可以用来修饰人类的生殖细胞系(germline), 从而影响后代的遗传信息",0.0,中性
杜德娜,75,"不必怀疑,这项技术有朝一日会被用于改造 人类的基因组,长久地改变人类的遗传物质,虽然我们目前还不知道这 一天何时到来",0.0,中性
杜德娜,76,"假定在人类中进行基因编辑是安全有效的,那么,在生命早期(最 好是在有害基因的恶果出现之前)纠正致病的突变基因,不仅合乎逻 辑,而且势在必行",0.0,中性
杜德娜,77,"但是,一旦我们有机会把胚胎中的致病基因改造 成正常基因,我们同样有机会把正常版基因改造成增强版基因",0.0,中性
杜德娜,78,"如果可以降低孩子日后患上心脏病、阿尔茨海默病、糖尿病或者癌症的 风险,我们就应当对胚胎进行基因编辑吗?进一步的问题是,我们要不 要为这些孩子赋予某些有益的特征,比如更大的力气、更优越的认知能 力,或者改变他们的身体特征(比如眼睛或头发的颜色)?人类有追求 完美的天性,一旦我们走上了这条路,路的尽头是我们希望看到的结果 吗? 在现代人类出现的10万多年来,我们的基因组一直被两种力量塑造 着:随机突变和自然选择",0.3333,正面
杜德娜,79,"现在,我们第一次有能力编辑自己以及我们 后代的DNA本质上,我们可以决定人类这个物种的演化方向",0.0,中性
杜德娜,80,"在地 球的生命史上,这还是首次出现,我们还不知道该如何理解这个事实",0.0,中性
杜德娜,81,"但我们不得不开始思考一个不可思议但至关重要的问题:鉴于人类在诸 多重大议题上争执不休、固执己见,我们会把这种强大的力量用在哪 里? 在2012年之前,我还从未思考过控制演化方向的问题那个时 候,我和同事刚刚发表了我们的研究成果,它为CRISPR基因编辑技术 奠定了基础",-1.0,负面
杜德娜,82,"毕竟,这些工作一开始都是受着好奇心的驱使,我们感兴 趣的是一个看似毫不相关的主题:细菌是如何对抗病毒感染的",0.0,中性
杜德娜,83,"然而, 在我们研究细菌的一种免疫系统(称为CRISPR-Cas)的过程中,我们 发现了一种了不起的分子机器,它能够以极高的精确度切开病毒的 DNA",1.0,正面
杜德娜,84,"很快我们就知道了,这套分子工具同样可以切割其他细胞(包括 人类细胞)里的DNA",0.0,中性
杜德娜,85,"随着这项技术被广泛采用,并迅速改进,我不得 不开始思考我们工作的长远影响",0.0,中性
杜德娜,86,"很快,科学家就把CRISPR用到了灵长类动物身上,并制造出了第 一只基因编辑过的猴子",0.0,中性
杜德娜,87,"这时,我开始自问,这离应用于人类还有多 远?作为一位生物化学家,我从来没有在模式动物、人体细胞,或者患 者身上做过实验,我最习惯的实验平台是细菌培养皿和试管",0.0,中性
杜德娜,88,"但是,此 时此刻,我却眼睁睁看着自己参与开创的一项技术可能会彻底改变我们 这个物种以及我们生活的世界",0.0,中性
杜德娜,89,"它是否会不经意间扩大社会不公或先天 的基因不平等 ,或是引发新的优生学运动?我们要面对什么后果? 需要做哪些准备? 一开始,我认为要把这些讨论留给受过专业生物伦理学训练的人, 自己继续投身于火热的生物化学研究",1.0,正面
杜德娜,90,"但与此同时,作为这个领域的开 拓者之一,我感到有责任参与讨论这个话题:这些技术可能如何被使 用,应当如何被使用",0.0,中性
杜德娜,91,"尤其是,我希望更多的人参与这个讨论,不仅仅 是科研人员和生物伦理学者,也包括其他利益相关群体,包括社会科学 家、决策者、宗教领袖、管理人员,以及普罗大众",1.0,正面
杜德娜,92,"鉴于这项科技进展 会影响到全人类,我们有必要让社会各界人士都参与进来",0.0,中性
杜德娜,93,"更重要的 是,我感到我们需要尽快开启这种对话,如果等这些技术已经开始应用 了再试图加以约束,恐怕为时已晚",0.0,中性
杜德娜,94,"于是,在2015年,我一边操心着自己在伯克利的实验室的运转,一 边在世界各地的学术会议上展示我的研究工作,同时也开始花越来越多 的时间思考这个(对我来说)崭新的课题",0.0,中性
杜德娜,95,"我回答了十几位记者的提 问,话题涉及设计婴儿基因增强版人类、使用改造猪为人类生产移 植器官",0.0,中性
杜德娜,96,"就CRISPR的议题,我跟加州州长、白宫科学技术政策办公 室、中央情报局交流过,也回应过美国国会的问询",0.0,中性
杜德娜,97,"我组织了第一个关 于基因编辑技术(特别是关于CRISPR伦理问题)的会议,因为这些技 术影响到再生生物学、人类遗传学、农业、环境保护与健康",-1.0,负面
杜德娜,98,"也是借助 这次会议,我又帮助筹备了一个涉及面更广的关于人类基因编辑的国际 峰会,邀请到了来自美国、英国、中国等国家的科学家,和其他社会公 众",1.0,正面
杜德娜,99,"在这些对话中,有一个主题反复出现,那就是:我们该如何使用这 项新发现的技术",1.0,正面
杜德娜,100,"我们目前还没有找到答案,但是,我们正一点点地接 近它",0.0,中性
杜德娜,101,"基因编辑迫使我们直面这个棘手的问题:改造人类遗传物质的界限 何在?有人认为,一切形式的遗传改造都是邪恶的,违背了神圣的自然 规律,伤害了生命的尊严;另一些人认为,基因组只是软件我们 当然可以修改、清理、更新、升级它们,他们更进一步争辩道,让人类 受制于有缺陷的遗传信息不仅有违理性,也有悖道德",-1.0,负面
杜德娜,102,"基于这些考虑, 我们倡议禁止在人类胚胎中进行基因编辑,而其他人则提议科学家放下 顾虑,勇往直前",0.0,中性
杜德娜,103,"我自己关于这个主题的思考也在不断演变,但是在2015年1月,在 关于人类生殖细胞系基因编辑的会议上,我听到了一句令人印象深刻的 评论",0.0,中性
杜德娜,104,"17位与会人员,包括本书的共同作者塞缪尔斯滕伯格(Samuel Sternberg),坐在加州纳帕山谷的一个会议桌旁,激烈地辩论我们是否 应当允许研究人员编辑生殖细胞系",0.0,中性
杜德娜,105,"突然有人插了一句话,他平静地 说:终有一天,我们会认为,不对生殖细胞系进行基因编辑来缓解人 类的痛苦,才是不道德的",-1.0,负面
杜德娜,106,这个评论彻底扭转了谈话的方向,0.0,中性
杜德娜,107,"现在, 当我再遇到那些家有遗传病患儿的父母时,我总会想到这句话",0.0,中性
杜德娜,108,"与此同时,CRISPR研究仍在不断推进",0.0,中性
杜德娜,109,"到了2015年夏天,中国的 科学家发表了他们的实验结果:他们把CRISPR注射进了人类胚胎",0.0,中性
杜德娜,110,"当 然,他们使用的是被遗弃的、已经没有生命体征的胚胎,不过,这依然 是一个里程碑式的研究这是人类历史上首次尝试对人类的生殖细胞 进行精确编辑",0.0,中性
杜德娜,111,"对于上述动态,我们有理由感到警惕",0.0,中性
杜德娜,112,"不过,我们也不能忽视了基 因编辑给我们特别是对遗传病患者提供的无比珍贵的医疗机 遇",0.0,中性
杜德娜,113,"试想,假如有人知道了他/她携带着一份突变版本的HTT基因(这 意味着他/她肯定会患上早发性失智症),如果他/她能够提前获得基于 CRISPR的治疗,在症状发作之前就剔除突变的DNA ,这会免去多少痛 苦而这种治疗手段在以前是无法想象的",0.0,中性
杜德娜,114,"因此,虽然我们还在辩论 是否应当对生殖细胞进行基因编辑,但我们也很小心地避免让公众对 CRISPR产生敌意,甚至反对基因编辑技术的临床应用",0.0,中性
杜德娜,115,"对于基因编辑的前景,我感到欢欣鼓舞",0.0,中性
杜德娜,116,"无论在实验室还是创业公 司,CRISPR研究都进展迅速,后者更是得益于投资人和风险投资公司 投入的巨额赞助",0.0,中性
杜德娜,117,"为了促进该领域发展,学术研究人员与非营利组织也 在向世界各地的科学家提供廉价的CRISPR配套工具,以免他们受到技 术条件的限制",1.0,正面
杜德娜,118,"但是,科学进步不仅需要研究、投资和创新,公众参与也是关键",1.0,正面
杜德娜,119,"目前,CRISPR革命主要发生在实验室和生物创业公司里",0.0,中性
杜德娜,120,"通过本书的 出版,以及其他同人的努力,我们希望这些信息能更加透明地传播给普 罗大众",1.0,正面
杜德娜,121,"在本书第一部分,塞缪尔和我分享的是CRISPR技术背后惊心动魄 的故事,包括它是如何从对细菌免疫的研究起步,以及如何受益于过去 数十年里试图改写细胞DNA的研究工作",0.0,中性
杜德娜,122,"在第二部分,我们探索了 CRISPR现在和未来在动物、植物、人类中的各种应用,我们也讨论了 随之而来的巨大机遇与严峻挑战",0.0,中性
杜德娜,123,"你会注意到,本书采用的是第一人称 的口吻",0.0,中性
杜德娜,124,"书是我们合作完成的,书中的观点也是我们都认可的",1.0,正面
杜德娜,125,"之所以 采取这种办法,一是为了叙述清晰,二是为了更好地分享我这些年来独 特的经历",0.0,中性
杜德娜,126,"本书的目的并不是为基因编辑的早期发展提供一份翔实的历史记 录,我希望呈现的是最相关的一部分进展,让读者感受到我们的工作是 如何与其他人的研究衔接起来的",1.0,正面
杜德娜,127,"对于书中的某些段落,我们在注释里 提供了参考文献",0.0,中性
杜德娜,128,"这些研究论文是对讨论的补充,我们鼓励感兴趣的读 者进行更深入的阅读",0.0,中性
杜德娜,129,"最后,我们谨向参与了CRISPR和基因编辑研究 的无数科学同人表示感谢,限于篇幅,我们无法提及每一位同事的工 作,我们对此深表歉意",0.0,中性
杜德娜,130,"CRISPR是目前热门的科学领域,我们希望本书可以揭示它的一些 奥秘,并鼓舞你投身其中",1.0,正面
杜德娜,131,"关于基因编辑的讨论已经在全球展开,这是 关乎世界未来的历史性辩论",0.0,中性
杜德娜,132,"兹事体大,我们自当同舟共济、建言献 策",0.0,中性
杜德娜,133,"上篇 工具 1.寻找解药 最近,我听到了一个不可思议的故事,它充分体现了基因编辑的力 量和巨大潜力",0.0,中性
杜德娜,134,"2013年,美国国立卫生研究院(NIH)的科学家们遇到了一个医学 难题",0.0,中性
杜德娜,135,"这些研究人员在研究一种叫作WHIM综合征的罕见遗传病,但这 位患者的状况令他们一头雾水",0.0,中性
杜德娜,136,"她从小就被诊断患有该病,但当国立卫 生研究院的科学家遇到她时,疾病竟然奇迹般地从她体内消失了",-1.0,负面
杜德娜,137,"在世界范围内,WHIM综合征患者不过几十个人,但它是一种令人 痛苦的,甚至可能致死的免疫缺陷疾病,患者的生活受到严重影响",-1.0,负面
杜德娜,138,"它 的起因是一个微小的突变在人体32亿对碱基序列里,有一个字母出 错了(区别只是几十个原子的大小)",0.0,中性
杜德娜,139,"这个微小的变异让WHIM患者特 别容易被人乳头瘤病毒(human papillomavirus,HPV)感染,引起皮肤 疣,后者失控地生长,最终演变成癌症",0.0,中性
杜德娜,140,"国立卫生研究院的科学家遇到的这位患者,正是20世纪60年代该疾 病首次被报道时的那位女孩这也从侧面说明了该病的罕见程度",0.0,中性
杜德娜,141,"在 学术文献中,她通常被叫作WHIM-09 ,但是我会叫她金女士",0.0,中性
杜德娜,142,"金女士 从一生下来就患有WHIM ,后来也因该病引发的严重感染多次住院",0.0,中性
杜德娜,143,"2013年,金女士58岁了",0.0,中性
杜德娜,144,"她带着两个20岁出头的女儿,一道来见国 立卫生研究院的研究人员",0.0,中性
杜德娜,145,"她的女儿也表现出了WHIM的典型症状,但 研究人员惊讶地发现,金女士自己似乎安然无恙",1.0,正面
杜德娜,146,"事实上,她已经20多 年没什么症状了",0.0,中性
杜德娜,147,"令人震惊的是,没有接受任何医疗干预,金女士自愈 了",0.0,中性
杜德娜,148,"金女士如何凭一己之力就从这种致命的疾病中逃过一劫?科学家通 过精心设计的实验发现了一些重要的线索:在金女士的脸颊和皮肤细胞 里,引起WHIM的突变基因仍然存在,但是在她的血液里,这个突变却 不见了",0.0,中性
杜德娜,149,"研究人员对金女士血细胞的DNA进行了仔细分析,发现了一些 更不可思议的事情:她的一条2号染色体上缺失了一段DNA ,包括3500 万个碱基序列,而这一段里含有完整的突变基因,叫作CXCR4",1.0,正面
杜德娜,150,"2号 染色体上余下的大约2亿个碱基也被打乱了,就像龙卷风席卷过染色 体,其中的碱基序列一片狼藉",0.0,中性
杜德娜,151,这些初步发现引发了一系列疑问,1.0,正面
杜德娜,152,"金女士体内其他细胞的DNA是正 常的(CXCR4基因突变除外),但血细胞里的DNA怎么变得如此无 序?此外,考虑到含有CXCR4基因的染色体已经被打乱,而且缺失了 164个基因,血细胞为何仍然能够存活,而且可以正常行使功能?人类 的基因组里含有数千个基因,发挥着重要的功能,比如DNA复制和细胞 分裂,金女士体内竟然会有这么多基因凭空消失了,而且似乎没有什么 糟糕的后果,这到底是怎么回事? 国立卫生研究院的研究人员进行了更多测试,终于为这种惊人的自 愈现象拼接出一个完整的解释链",-1.0,负面
杜德娜,153,"他们的结论是,她体内的某个细胞必 然经历了一种极不寻常但通常引发灾难性后果的事件染色体碎裂 (chromothripsis)",0.0,中性
杜德娜,154,"这是一种新近发现的现象:染色体突然粉碎,然后 重新修复,引起基因剧烈重排",1.0,正面
杜德娜,155,"它对身体的影响可能微乎其微(如果破 损的细胞马上死去),也可能非常严重(如果重排的DNA意外激活了致 癌基因)",0.0,中性
杜德娜,156,"不过,在金女士体内,染色体碎裂的影响却非同寻常",0.0,中性
杜德娜,157,"突变的细胞 不仅长势良好,而且丢弃了致病的CXCR4基因,于是,WHIM综合征就 自动消失了",0.0,中性
杜德娜,158,但金女士的好运还不止于此,0.0,中性
杜德娜,159,"国立卫生研究院的科学家发现,这个 幸运的细胞还是一个造血干细胞,它可以通过无数次复制和再生,分化 出各种血细胞",1.0,正面
杜德娜,160,"这种细胞不断复制、增殖,最终把金女士免疫系统里的 白细胞都替换成了不含CXCR4突变拷贝的健康细胞",0.0,中性
杜德娜,161,"这一连串的事件 听起来如此不可思议,但金女士的确因此康复了",0.0,中性
杜德娜,162,"在研究人员为金女士的状况写的总结报告里,他们说到,金女士 是自然界里一种前所未见的实验的受益者她体内的一个干细胞经 历了一次自发突变,抛弃了致病基因",0.0,中性
杜德娜,163,"简言之,这是一次天赐的意外 稍有不当,金女士可能因此毙命,相反,金女士却因此得救",0.0,中性
杜德娜,164,"为了理解这种结果是多么偶然,不妨把人类的基因组想象成一个巨 型软件",0.0,中性
杜德娜,165,"在金女士身上,这个软件里含有一个错误代码要知道,这 个软件里有60多亿行代码",0.0,中性
杜德娜,166,"要检修软件,你不会一上来就盲目地删除大 段的代码,并把其他部分打乱",0.0,中性
杜德娜,167,"这不仅很难解决原来的问题,甚至很可 能会引入新的、更大的问题",-1.0,负面
杜德娜,168,"除非你极为幸运这个概率只有数百万 分之一,甚至数十亿分之一,你才可能恰好删除掉错误的代码,而不损 坏软件的关键功能",0.0,中性
杜德娜,169,"事实上,金女士的基因组里发生的事情正是如此 区别在于,这个鲁莽的程序员是大自然",0.0,中性
杜德娜,170,"虽然金女士的例子听起来像是天方夜谭,但令人兴奋的是,这不是 孤例",0.0,中性
杜德娜,171,"虽然她是目前唯一被报道的因为自发染色体粉碎和重排而自愈的 患者,但是科学文献中也不乏其他天然基因编辑的例子,患者们的遗传 病通过偶然的、 自发的基因组编辑而出现好转,甚至完全被治愈",0.0,中性
杜德娜,172,"比 如,在20世纪90年代,两位纽约的病人被诊断患有重症复合免疫缺 陷(severe combined immunodeficiency,SCID),他们也被称为泡泡男 孩 ,因为他们必须生活在无菌的塑料保护膜中,以避免接触致病菌",0.0,中性
杜德娜,173,"如果得不到彻底隔离或者积极治疗,重症复合免疫缺陷患者往往在2岁 之前死去",0.0,中性
杜德娜,174,"但是,纽约的这两位重症复合免疫缺陷患者却是幸运儿:他 们健康地挺过了青少年阶段,长到了成年",0.0,中性
杜德娜,175,"科学家找到了原因,他们的 细胞都自动纠正了致病的突变基因ADA ,而且修复过程没有扰乱染色体 上的其他基因",0.0,中性
杜德娜,176,"类似的天然基因编辑也治愈过其他遗传病,比如维奥二氏综合征 (Wiskott-Aldrich syndrome),患者中10%~20%的人会因为自发的基 因更正而活下来;再比如一种肝部疾病酪氨酸血症",-1.0,负面
杜德娜,177,"在某些皮肤病 中,肉眼都可以分辨出那些发生过基因编辑的细胞,比如,五彩鱼鳞 病",0.0,中性
杜德娜,178,这个名字栩栩如生地描述了症状:患者的皮肤上出现红色的鱼鳞 状斑点,0.0,中性
杜德娜,179,"患病处内部的细胞携带着遗传突变,而周围健康的细胞修复了 这些突变",0.0,中性
杜德娜,180,"不过,总体而言,遗传病自愈的概率微乎其微",0.0,中性
杜德娜,181,"大多数患者永远不 会经历这种染色体在正确的组织、正确的细胞里,以正确的方式进行重 排的奇迹",0.0,中性
杜德娜,182,"天然的基因编辑往往没有规律极少数幸运儿成了有趣的 医学案例,但也仅此而已",0.0,中性
杜德娜,183,"但是,如果基因编辑不是自发事件呢?如果医生可以修复导致 WHIM综合征、重症复合免疫缺陷、酪氨酸血症及其他遗传病的基因, 那又会怎样? 在包括我在内的许多科学家看来,类似金女士这样的案例之所以令 人振奋,不仅仅因为它揭示了天然基因编辑的修复潜力,而且因为它为 未来的医学干预指明了一条可能的道路:我们可以主动、合理地更正基 因组中的突变基因,从而治疗遗传病",0.0,中性
杜德娜,184,"这些幸运儿的故事证明了基因编 辑是可行的,前提是科学家知道它们背后的遗传学机制,并拥有必要的 生物技术工具",0.0,中性
杜德娜,185,"几十年来,早在我进入这个领域之前,生命科学领域的研究人员就 在兢兢业业地探索这些遗传学机制,并开发这些工具",0.0,中性
杜德娜,186,"事实上,早在科 学家知道大自然提供了这些手段之前,他们就梦想着有朝一日可以通过 基因编辑进行临床治疗了",0.0,中性
杜德娜,187,"不过,为了实现这种技术,研究人员需要理 解基因组:它由什么构成,以何种方式构成,以及更重要的是,它可能 被修饰或者改造成什么样子",0.0,中性
杜德娜,188,"有了这些知识,科学家才能够尝试帮助更 多无力自愈的遗传病患者",1.0,正面
杜德娜,189,"图1: DNA生命的语宫 基因组 (genome), 指的是一个细胞内的全套遗传指令这个术 语是由德国植物学家汉斯 温克勒 (Hans Winkler)在1920年提出来的, 他很可能是用基因 (gene) 和染色体 (chromosome) 两个词组合而成 的",0.0,中性
