科学家,句子编号,句子,情感得分,情感类别
屠呦呦,19,"屠呦呦传 任何科学创新看似机遇,其实来自非凡的洞察 力、宽广的视野和顽强的信念为保证病人用药 安全,屠呦呦带头试服;为取得第一手临床资料, 她在海南疟区奔走,高温酷暑之下,喂患者服药 对于屠呦呦而言,这是她已深入骨髓的医者大 爱与仁心,更是其久久寻蒿的力量源泉",1.0,正面
屠呦呦,20,"85年前,当屠呦呦的父亲从《诗经 小雅》中 撷取呦呦二字为女儿取名时,大概也未曾预料 到,女儿的整个职业生涯会与青蒿这种神奇的 传统草药相伴始终",0.0,中性
屠呦呦,21,"他更不会料到,女儿会通过对 这种草药的研究而拯救无数生命",0.0,中性
屠呦呦,22,"作为中国第一位获诺贝尔奖的女科学家,她有 哪些故事?她有怎样的经历?让我们通过本书一道 来寻访这位伟大科学家的不凡人生, 一同品味她带 给我们的诸多启示 格蒂 特蕾莎 科里 美国1947年 罗莎琳 萨斯曼 耶洛 美国1977年 芭芭拉 麦克林托克 美国1983年 丽塔 列维一蒙塔尔奇尼 意大利1986年 格特鲁德 B.埃利恩克里斯汀 纽斯林-沃尔哈德 琳达 巴克 佛朗索瓦丝 巴尔一西诺西 美国1988年 德国1995年 美国2004年 法国2008年 伊丽莎白 布莱克本 澳大利亚2009年 卡罗尔 格雷德 美国2009年 梅 布里特 莫索尔 挪威2014年 屠呦呦 中国2015年 获得诺贝尔生理学或医学奖的12位女性 屠呦中国幼中医科获学防终研5年 诺贝尔医学奖 这 是 中 国 中 医 科 学 院 制 作 的 招 贴 画 , 画 中 下 方 一 组 照 片 反 映 了 屠 呦 呦 的 医 学 成 就 之 路 第一章 呦呦初鸣 1 第一章 呦呦初鸣 20世纪30年代的宁波城和姚宅 翻开中国地图,你可以看到宁波是一个海港 城 市",1.0,正面
屠呦呦,23,宁波的历史可以追溯到7000年前的河姆渡文 化,0.0,中性
屠呦呦,24,"夏朝时,宁波所在地区称为鄞",0.0,中性
屠呦呦,25,"唐朝,称宁波 为明州",0.0,中性
屠呦呦,26,"同时,宁波依赖地理优势成为全国最大的 开埠港口,与日本、高丽均有频繁的贸易往来,对 外贸易的进一步发达使得宁波成为海上丝绸之路的 出发地",1.0,正面
屠呦呦,27,"元代,宁波已经成为南北货物的集散地和 全国最为重要的港口之一",0.0,中性
屠呦呦,28,"清代,宁波出现了著名 学派浙东史学,与西方的交流也日渐频繁",0.0,中性
屠呦呦,29,"鸦片战 争后,1844年,宁波开埠",0.0,中性
屠呦呦,30,外资的进入使得宁波 本土经济受到重创,0.0,中性
屠呦呦,31,"此时,宁波商帮开始转变为近 代商人并将新兴的上海作为主要活动地点,对上海 的城市建设和上海的文化产生了重要的影响",0.0,中性
屠呦呦,32,"中 华民国时期,宁波经历战乱,经济发展起伏很大",1.0,正面
屠呦呦,33,"1927年1月至2月,国民革命军击败孙传芳部军 屠呦呦传 幼年屠呦呦和母亲姚仲 千在一起",0.0,中性
屠呦呦,34,"这是现在能找到 的屠呦呦的最早照片 阀,进入宁波",0.0,中性
屠呦呦,35,冲突与动荡直到20世纪30年代方 才有所缓解,0.0,中性
屠呦呦,36,屠呦呦正是在这个动荡的年代于宁波降生,0.0,中性
屠呦呦,37,"1930年12月30日的黎明时分,居于宁波市开 明街508号的屠家,传来了婴儿呦呦出世的声 音,迎来了屠家继3个儿子后终日所盼的千金",0.0,中性
屠呦呦,38,"哭声呦呦,犹如鹿鸣",0.0,中性
屠呦呦,39,孩子的哭声使父亲屠濂规沉 浸在幸福之中,1.0,正面
屠呦呦,40,"他随口吟诵出 《诗经》中著名的诗句呦呦鹿 鸣,食野之蒿 "" 女诗经,男楚辞是中国 人古已有之的取名习惯",0.0,中性
屠呦呦,41,"于是父 亲便给小女取名呦呦,呦呦之声 永远地荡漾在父亲的听觉之中, 以表示他对于女儿的喜爱、期待 和庆贺",1.0,正面
屠呦呦,42,"父亲吟完呦呦鹿鸣,食野 之蒿,又对仗了一句蒿草青 第一章 呦呦初鸣 《诗经 小雅》中有言:呦呦鹿鸣,食野之蒿 国画《呦呦鹿鸣》(孟晴) 青,报之春晖",0.0,中性
屠呦呦,43,"似乎这才哲理,这才完美",0.0,中性
屠呦呦,44,"这四 句满满童话的诗,使呦呦度过了诗意的童年",0.0,中性
屠呦呦,45,"尤其是蒿草青青,报之春晖,竟使千金呦 呦一生就此与青蒿结下了不解之缘",0.0,中性
屠呦呦,46,"整个少年时代,屠呦呦一直生活在开明街 这片地处宁波中心城区的莲桥第区域,令屠呦 呦从童年起,就浸染于旧时宁波最为精致、也最具 江南气息的文化氛围中",0.0,中性
屠呦呦,47,"在这里五方交汇,八面来风,光怪陆离的古老 中幡、肚皮拉车等民间杂耍,拍案叫绝的皮影戏、 木偶戏等民间传统艺术,让人目不暇接,叹为观 止",0.0,中性
屠呦呦,48,"漫步于商业作坊街,能看到濒临绝迹的造纸、 酿酒、榨油、打铁等传统行当",0.0,中性
屠呦呦,49,"挤身民间小吃坊, 屠呦幼传 江南小吃姜糖、打年糕、老嫩豆腐也应有尽有",0.0,中性
屠呦呦,50,"尤 其清晨街边的叫卖声,清脆悦耳,让你乘兴而来, 尽欢而归,在娱乐中感受民国沧桑,在休闲中领略 百业精彩",1.0,正面
屠呦呦,51,"这些都印刻在屠呦呦幼年的记忆里,永 不泯灭",0.0,中性
屠呦呦,52,"从这片水乡美景向东步行20分钟左右,则是 20世纪30年代宁波城的另一处精华所在三江 口",0.0,中性
屠呦呦,53,"姚江和奉化江, 一个由北而下, 一个由南而 上,相汇于此处,然后合二为一,投身甬江,经镇 海的招宝山入海口后,向着东海奔腾而去",0.0,中性
屠呦呦,54,"一时 间,宁波人可以将大半个中国纳入其贸易视野",0.0,中性
屠呦呦,55,"与 此同时,三江口的江厦码头也一度兴盛不已,千帆 竞发,百货流通于是便又有了那句俗话,走 遍天下,不及宁波江厦",0.0,中性
屠呦呦,56,"不过,在屠呦呦的童年记忆中,商人们在江面 扬帆而去, 一定不如距家不到2公里的天一阁 更具有吸引力",0.0,中性
屠呦呦,57,"宁波人的骄傲,来自于书藏古今,港通天 下",1.0,正面
屠呦呦,58,"天一阁中珍藏的城市文脉,对宁波人而言, 第一章 呦呦初鸣 在港通带来的物质财富之上",0.0,中性
屠呦呦,59,"这是一座坐落在宁波月湖之西的藏书楼,之所 以成为宁波的独特城市印记,是因为它是中国现存 最古老的私家藏书楼,也是亚洲现存最古老的图书 馆和世界最早的三大家族图书馆之一",0.0,中性
屠呦呦,60,"身处天一阁中,抚摸刻有岁月痕迹的廊柱,行 走在绿荫葱葱的院落中,嗅闻浓浓书香,其实也是 回顾中国文化保存和流传的艰辛历程",-1.0,负面
屠呦呦,61,"这座藏书楼 传承着中华文化薪火, 一边记录历史进程, 一边 天一阁,建于明朝中期,是中国现存最古老的私家藏书楼,也是亚洲现存 最古老的图书馆和世界最早的三大家族图书馆之一 惠泽一代代后世子孙,可领略中国博大精深的儒、 佛、道三教文化",0.0,中性
屠呦呦,62,"与宁波城两大地标比邻而居,无疑让屠呦呦的 开明街记忆更加具有宁波味道",0.0,中性
屠呦呦,63,"开明街26号姚宅,是屠呦呦外婆家,承载了 屠呦呦另一段少年时代的记忆",0.0,中性
屠呦呦,64,这是一幢开明街上当下仅存的民国建筑,0.0,中性
屠呦呦,65,由屠 呦呦的外公姚咏白兴建,0.0,中性
屠呦呦,66,"在素有尊师重道之风的宁 波,姚咏白曾住上海法学院、复旦大学、大厦大学 教 授",0.0,中性
屠呦呦,67,"这幢坐北朝南的建筑,由前厅、大厅、正楼、 后屋组成",0.0,中性
屠呦呦,68,前厅和大厅为三间二弄的二层楼房,0.0,中性
屠呦呦,69,"饰 车木栏杆,廊楼板端面有卷草纹雕饰",0.0,中性
屠呦呦,70,"正楼为面阔 三间一弄、进深五柱的高平屋,五脊马头山墙",0.0,中性
屠呦呦,71,后 屋为三间一弄硬山式高平屋,0.0,中性
屠呦呦,72,"踏过空荡荡的大厅, 可见一个不宽敞却温馨的小院子",1.0,正面
屠呦呦,73,一株高大的乔木 用繁茂的枝叶掩起了正楼的面貌,0.0,中性
屠呦呦,74,"初秋时节,落叶 会悄然铺满院子",0.0,中性
屠呦呦,75,"1937年,日本全面侵华,1941年,宁波沦陷, 第一章 呦呦初鸣 位于宁波市开明街26号的姚宅,由屠呦呦外公姚咏白兴建",0.0,中性
屠呦呦,76,"屠呦呦从11岁起在这里 生活,直到考上大学",0.0,中性
屠呦呦,77,"上图是姚宅庭院,下图是姚宅俯视全景 屠呦呦传 屠家在战火中无法居住,屠呦呦随父母被迫迁入姚 宅, 一直居住到1951年上大学",0.0,中性
屠呦呦,78,"姚宅的邻居中,曾汇集大批名人故居,包括 元代甬上第一学士袁桷、宁波帮巨子李镜第、 一代邮票设计大师孙传哲堪称文人荟萃、望 族云集",0.0,中性
屠呦呦,79,"在屠呦呦之前,姚宅最出名的,是她的舅 舅著名经济学家姚庆三",0.0,中性
屠呦呦,80,"生于1911年的姚庆三,1929年毕业于复旦大 学,随后留学法国,毕业于巴黎大学最高政治经济 系",0.0,中性
屠呦呦,81,"归国后,1931年起他开始任职于上海交通银 图为袁桷手书",0.0,中性
屠呦呦,82,"袁桷,元代学官、书院山长,为元初文坛领袖 孙传哲,著名邮票设计大师 第一章 呦呦初鸣 行总管理处,投身于中国货币研究",0.0,中性
屠呦呦,83,"1934年,姚 庆三的专著《财政学原论》出版,这也是中国最早 的财政学教科书之一",0.0,中性
屠呦呦,84,"1934年6月,美国通过购银法案,使国际银价 上升,中国白银大量外流",0.0,中性
屠呦呦,85,"对此,南京国民政府即 使开征白银出口税,也未解决问题",0.0,中性
屠呦呦,86,这在当时的经 济学界、金融界也爆发了一场有关白银问题与改革 币制的大讨论,-1.0,负面
屠呦呦,87,"持不同观点的经济学家马寅初,与 支持货币改革的姚庆三等学者展开了论战",1.0,正面
屠呦呦,88,"直至1935年11月,姚庆三等学者的观点得以 采纳,法币改革开始,这是中国货币体系现代化过 程中迈出的关键一步",0.0,中性
屠呦呦,89,姚庆三所著《财政学原论》 及其赠友人手书 屠呦呦传 姚庆三与经济学大家凯恩斯也缘分颇深,0.0,中性
屠呦呦,90,"可以 说,将凯恩斯学术思想引入中国,并留下中国第一 批研究凯恩斯理论文献的人,正是姚庆三",0.0,中性
屠呦呦,91,"1953年起,姚庆三开始在新华银行香港分行任 职,并于1979年调任中国建设财务有限公司(香 港)任职至1985年",0.0,中性
屠呦呦,92,"这两家机构,皆为香港中银 集团的前身之一,从42岁到75岁,姚庆三为祖国 海外金融事业的繁荣贡献良多",1.0,正面
屠呦呦,93,"同时,姚庆三也是 屠呦呦父亲进入银行界的引领人",0.0,中性
屠呦呦,94,"这个出色的舅舅颇受呦呦敬仰,成为她一生的 榜 样",1.0,正面
屠呦呦,95,"家学渊源 与整个宁波重教之风相应,按照父母的安排, 屠呦呦开始了求学之路",0.0,中性
屠呦呦,96,"女孩也要去读书,这与屠 家对子女教育一贯的重视密不可分",0.0,中性
屠呦呦,97,"1935年,5岁的屠呦呦被父母送入幼儿园,1 年后,进入宁波私立崇德小学初小,成为一名小学 第一章 呦呦初鸣 生",0.0,中性
屠呦呦,98,"11岁起就读于宁波私立贸西小学高小,13岁 起就读于宁波私立器贞中学初中,15岁起就读于 宁波私立甬江女中初中",0.0,中性
屠呦呦,99,"长得还蛮清秀,戴眼镜,梳麻花辫, 一个宁波 小娘的样子,这是老辈的家乡人,对屠呦呦青葱岁 月的印象",0.0,中性
屠呦呦,100,"屠呦呦的父亲屠濂规生于1903年,是年为清 屠呦呦的父亲屠濂规、母亲姚仲千 屠呦呦传 光绪二十九年,9年之后,清王朝灭亡",0.0,中性
屠呦呦,101,"因此,在 已开风气之先的当地,作为宁波屠家第二十世的屠 濂规,接受的教育一直颇为西化,从鄞县第一高等 小学毕业后,又就读于效实中学",0.0,中性
屠呦呦,102,"对于子女,屠 濂规也给予了与自身教育经历相似的安排,屠呦 跺 时 的 全 意",0.0,中性
屠呦呦,103,33.110 以當你局部成 屠呦呦哥哥屠恒学赠给妹妹的照片,0.0,中性
屠呦呦,104,"右为照片背后的赠语:呦妹:学问是无止境的,所以当你局部 成功的时候,你千万不要认为满足,当你不幸失败的时候,你亦千万不要因此灰心",-0.3333,负面
屠呦呦,105,"呦呦,学问决不能 使诚心求她的人失望",-1.0,负面
屠呦呦,106,"是年屠呦呦14岁 第一章 呦呦初鸣 呦的3个哥哥都接受了良好的教 育,作为家中唯一的女孩,屠呦 呦同样从小就开始接受了完整的 教育",0.0,中性
屠呦呦,107,"只是,屠呦呦的学生生涯, 从1946年始中断了两年多",0.0,中性
屠呦呦,108,"这一 年,16岁的屠呦呦经受了 一场 少年屠呦呦 灾难的考验她不幸染上了肺结核,被迫终止了 学业",-1.0,负面
屠呦呦,109,"此时,经历了战乱洗礼的屠家,生活已变得 十分拮据",0.0,中性
屠呦呦,110,"得了肺结核,对这个小女孩的考验可想 而知",0.0,中性
屠呦呦,111,"所幸的是,经过两年多的治疗调理,屠呦呦得 以好转并继续学业",0.0,中性
屠呦呦,112,"这段患肺结核的经历,在屠呦 呦看来,正是自己对医药学产生兴趣的起源",0.0,中性
屠呦呦,113,"医 药的作用很神奇,我当时就想,如果我学会了,不 仅可以让自己远离病痛,还可以救治更多人,何乐 而不为呢? 一代药学家的原始起点,就是来自于这种治 己救人的朴素愿望",-1.0,负面
屠呦呦,114,"幼呦传 家庭的熏陶,也让屠呦呦对医药渐生兴趣",0.0,中性
屠呦呦,115,"父 亲屠濂规是银行职员,平时则喜好读书",0.0,中性
屠呦呦,116,"家中楼顶 那个摆满古籍的小阁间,既是父亲的书房,也成为 屠呦呦最爱的去处",0.0,中性
屠呦呦,117,"父亲去看书时,屠呦呦也会坐 在一旁,装模作样摆本书看",0.0,中性
屠呦呦,118,"虽然看不太懂文字部 分,但是中医药方面的书,大多配有插图,这让屠 呦呦十分享受那段简单而快乐的读图岁月",1.0,正面
屠呦呦,119,"屠呦呦母亲姚仲千,摄于1929年5月 少年屠呦呦 第一章 呦呦初鸣 作为父母唯一的女儿,她备受疼爱,曾让许多 同学羡慕不已的是:屠呦呦喜食香螺,在繁忙的求 学生活中,妈妈总会亲手做好腌香螺,捎给自己心 爱的女儿",0.0,中性
屠呦呦,120,"擅长生物的高中生 1948年,休学两年病情好转后,18岁的屠呦 呦开始进入宁波私立效实中学高中就读,也与父亲 屠濂规成为校友",0.0,中性
屠呦呦,121,这是一所颇为传奇的学校,0.0,中性
屠呦呦,122,"创立于1912年2 月的效实中学,由中国早期物理学家何育杰以及叶 秉良、陈训正、钱保杭等一批当时著名的科学家, 联手宁波当地实业家李镜第共同创办",0.0,中性
屠呦呦,123,"学校以私 力之经营,施实川之教育,为民治导先路为宗旨, 创校之初就提出了教育之事,贵有适性,与人适 意志,与地适风尚,与时适际遇的教育理念",0.0,中性
屠呦呦,124,"学校办至1917年时,就已声名鹊起",0.0,中性
屠呦呦,125,"名校上 海复旦大学及圣约翰大学皆与效实中学订约,凡效 屠呦呦传 实中学毕业生皆可免试,直接保送入学",0.0,中性
屠呦呦,126,"1948年2月,当屠呦呦以同等学力的身份,进 入效实中学读高中一年级时,学校从抗日战争的战 火中走出还不到3年",0.0,中性
屠呦呦,127,"在1941年4月宁波沦陷后, 直至1945年10月25日,效实中学才得以复校, 这一天,也成为后来的宁波效实中学校庆纪念日",0.0,中性
屠呦呦,128,"这家以忠信笃敬为校训的中学,有着令人 啧啧称奇的院士校友群体",0.0,中性
屠呦呦,129,"迄今为止,这里已走出 了15名中国科学院、中国工程院院士",0.0,中性
屠呦呦,130,"与天津的 南开中学,北京的四中,汇文中学颇为相似",0.0,中性
屠呦呦,131,"在1955年,就有3位从效实中学走出的科学 家当选中国科学院院士化学家纪育沣,1916 年肄业于宁波效实中学旧制第三届;实验胚胎学 家童第周,1922年毕业于宁波效实中学旧制第九 届;土壤农业化学家李庆逵,1930年肄业于宁波效 实中学高中部",0.0,中性
屠呦呦,132,"1980年,又有5位曾经的效实学 子地球物理学家翁文波、土壤化学家朱祖祥、 遗传育种学家鲍文奎、核物理学家戴传曾、医学家 陈中伟,当选为中国科学院院士",0.0,中性
屠呦呦,133,"1995年,则有 5位当年的效实学子,包括材料科学家徐祖耀、电 磁场与微波技术专家陈敬熊、核技术应用专家毛用 泽、无机化工专家周光耀、核武器工程专家胡思 得,分别当选中国科学院院士和中国工程院院士",0.0,中性
屠呦呦,134,"1997年,又有两位效实校友电子信息系统工 程专家童志鹏、土木结构工程和防护工程专家陈肇 元,当选为中国工程院院士",0.0,中性
屠呦呦,135,"这15位产自效实的院士,也成为宁波作 为院士之乡的最好注脚",0.0,中性
屠呦呦,136,"虽身在名校,高中阶段的屠呦呦,整体课业 第一章 呦呦初鸣 效实中学中山厅 成绩并不算拔尖",0.0,中性
屠呦呦,137,"当年,这位在效实中学的学号 为A342 的女生,高中学籍册和成绩单中清晰地列 着语文平均成绩71.25分;英语平均成绩71.5 分;数学平均成绩70分;生物平均成绩80.5分;化 学平均成绩67.5分",0.0,中性
屠呦呦,138,"生物成绩能如此突出,也源于屠呦呦对生物课 的偏爱",0.0,中性
屠呦呦,139,"每次生物老师在课堂上讲课,屠呦呦都听 得津津有味",0.0,中性
屠呦呦,140,"有一次,老师开玩笑似地说:如果 台氏三儿年級學號 A30Z, 屠呦呦高中学籍册剪影 第一章 呦呦初鸣 1949年3月9日,屠呦呦与同学在野外合影留念",0.0,中性
屠呦呦,141,"照片背后题语:盛开的菜花田中 印上了我们的足迹 屠呦呦传 1950年,读高中时的屠 呦呦 其他同学都能像屠呦呦一样勤学好问,认真听讲, 我即使再辛苦也开心! 屠呦呦自己说,那时的我很文静、很低调",-1.0,负面
屠呦呦,142,"同学陈效中回忆:她很普通,衣服穿得也很朴素, 不是特别引人注目,属于默默无闻型的",0.0,中性
屠呦呦,143,"效实中学对于屠呦呦,除了学习,还有另一层 渊源她正是在这里和比她小一岁的李廷钊成为 同班同学",0.0,中性
屠呦呦,144,"当时在班中交流甚少的二人,未曾想 到,多年之后会成为夫妻",0.0,中性
屠呦呦,145,"1950年3月,屠呦呦转学进入 宁波中学读高三,这是她在宁波求 学生涯的最后一年",0.0,中性
屠呦呦,146,"屠呦呦就读于宁波中学时的班 主任徐季子老师,曾给这名当时并 不起眼的女学生写下鼓励的评语: 不要只贪念生活的宁静,应该有面 对暴风雨的勇气",0.0,中性
屠呦呦,147,"值得关注的是,宁波中学与屠 呦呦同期的1951届高中毕业生, 22 第一章 呦呦初鸣 同样人才辈出,包括北京大学原常务副校长王义 遒、中科院院士石钟慈、著名学者兼出版家傅璇琮 等人",0.0,中性
屠呦呦,148,"1951年的夏天,已是高中毕业生的屠呦呦认 定,自己的求学之路还将继续",0.0,中性
屠呦呦,149,"考上大学,自然 成为她的新目标",0.0,中性
屠呦呦,150,"考前填报志愿时,素来喜欢自己拿主意的屠呦 呦大笔一挥,给自己报了北京大学医学院药学系",1.0,正面
屠呦呦,151,"当时,国内开设药学系的大学尚寥寥无几,北大医 学院药学系更是其中翘楚",0.0,中性
屠呦呦,152,"但在并无医学家传的屠 家,屠呦呦的选择显得颇有个性",0.0,中性
屠呦呦,153,"其实,高中时身 患肺结核后被治愈的经历,已让少年屠呦呦对医学 心向往之",0.0,中性
屠呦呦,154,"为何要学药?则是因为她觉得,用药正 是治疗疾病的主要手段",-1.0,负面
屠呦呦,155,"那时,新中国尚未迎来统 一命题、统 一考 试、统一录取的高考时代,全国分为东北、华 北、西北、华东、中南、西南六区,由同一地区 的高校进行联合招生",0.0,中性
屠呦呦,156,北大清华等名校皆属于华 北区,0.0,中性
屠呦呦,157,"屠呦呦传 按照规定,作为浙江考生,有志北上求学的屠 呦呦,需要离开已生活20多年的老家宁波,前往 省会杭州参加考试",0.0,中性
屠呦呦,158,"3天时间里,尚未满21岁的 屠呦呦在考点浙江大学校园里,完成了自己的高考 征途",0.0,中性
屠呦呦,159,"当时,华北区高校的录取榜,会登载在《人民 日报》《光明日报》等报纸上,于是,在等待发榜 的日子里,没事儿就去翻翻这几份报纸,也成为屠 呦呦那段时间的习惯",0.0,中性
屠呦呦,160,"当1951年的夏季即将到尾声时,屠呦呦接到 了北京大学寄来的录取通知书,她即将启程,北上 入京,开启自己在高等教育阶段的求学生涯",0.0,中性
屠呦呦,161,"在那个年代,身为女孩能够在接受完高中教育 后继续读大学,屠呦呦觉得自己很幸运",0.0,中性
屠呦呦,162,"也正 是在那个热火朝天的社会主义建设初期,女性开始 有机会走出家门,让聪明才智得到前所未有的 释放",0.0,中性
屠呦呦,163,"屠呦呦能够成为新中国首批女大学生中的一 员,正印证了女性在国家建设和民族发展中具有不 可替代的作用",1.0,正面
屠呦呦,164,"第二章 向医而行 1000 第二章 向医而行 北大求学 1951年,是新中国诞生的第三年,屠呦呦考取 了北京大学药学系,成为共和国的一代骄子",0.0,中性
屠呦呦,165,"50年代的北京大学医学院,在这座千年古都中 显得颇为洋气",0.0,中性
屠呦呦,166,"设在北京市西城区西什库天主堂附 近的校园,被包裹在当年的皇家建筑群之中,学子 们每天抬头可见的,却是西方典型的哥特式建筑",0.0,中性
屠呦呦,167,"如今,这里已是北京大学口腔医院第一门诊部的所 在地",0.0,中性
屠呦呦,168,"在校期间,屠呦呦和同窗们的实验室和宿 舍,则设在附近的菜园胡同13号",0.0,中性
屠呦呦,169,"当年的同窗、北京卫生职业学院首批主任药 师周仕锟回忆,他们这一班,按入学年份排序, 称为药学第八班,全班七八十人",0.0,中性
屠呦呦,170,"与屠呦呦同龄 的周仕锟记得,他们在班上年龄相对较大,最小 的同学比他们小3岁",0.0,中性
屠呦呦,171,"升入大四,各班分科,按照不同方向分为药物 检验、药物化学和生药三个专业,这一班的学生 屠呦呦传 1952年佩戴北京大学校 徽的屠呦呦 中,选药物化学的最 多,有40多人,选择 生药的最少,只有12 人,其中之一就是屠 呦 呦",1.0,正面
屠呦呦,172,"生药的英文为crude drug,意指纯天然未经过 加工或者简单加工后的植物类、动物类和矿物类中 药 材",0.0,中性
屠呦呦,173,"当年与屠呦呦选择同一专业的王慕邹,退休前 为中国医学科学院药物研究所研究员",1.0,正面
屠呦呦,174,"他说,当时 生药专业毕业的学生,更多的去向是做研究,而药 物化学专业更多与全国各大药厂相系",1.0,正面
屠呦呦,175,"虽然专业已分,但是不同专业的课程基本都在 一起上,只是各有侧重,对生药专业的屠呦呦而 言,生药学课程就比其他专业课时多些,其主要内 容就是学习各类原产中药材的分类、认识,以及通 过显微镜切片等观察其内部组织等",1.0,正面
屠呦呦,176,"当时,开设生药学的是楼之岑教授,这位1951 年刚刚回国的留英博士,也是生药专业唯一一位教 第二章 向医而行 屠呦呦传 的药物化学专业更是大家报考的热门",1.0,正面
屠呦呦,177,"然而,年 轻的屠呦呦却对一个冷门的专业生药学感兴 趣,她没有随大流,坚定地选择了生药学,并一 生付诸实践",1.0,正面
屠呦呦,178,"多年后,每每有人问及她是否后悔 当年的选择时,她总是说这是她最明智的选择, 不改初衷",0.0,中性
屠呦呦,179,"第二章 向医而行 1955年9月,北京医学院药学系全体师生合影",0.0,中性
屠呦呦,180,最后一排左七为屠呦呦,0.0,中性
