科学家,句子编号,句子,情感得分,情感类别
卡塔林·考里科,55,"我从来没有这样做过,我从来没有给我的任何一位老师写过感 谢信",0.0,中性
卡塔林·考里科,56,"所以,我希望这本书能够作为一封迟到的感谢信",1.0,正面
卡塔林·考里科,57,"借此告诉所 有花时间教导过我的人从我早年在匈牙利的老师和导师,一直到 那些闻名世界的心脏病学家、神经外科专家和免疫学家,我有幸在 他们身边工作,他们所做的一切都很重要",0.0,中性
卡塔林·考里科,58,"从这些老师那里,我学到了基础知识,那是我的根基",0.0,中性
卡塔林·考里科,59,"从他们那里,我学会了如何迈出下一步:提问、琢磨、探索和 独立思考",0.0,中性
卡塔林·考里科,60,"从他们那里,我学会了如何超越这一切,用我所学去做出自己 的贡献",1.0,正面
卡塔林·考里科,61,"正是他们的教导,让这个战后匈牙利两名工人的孩子理解了这 个世界然后,以她自己的方式,帮助改变这个世界",1.0,正面
卡塔林·考里科,62,"一个在农业社区长大的人,一个成长为生物学家的人,不可能 不对种子怀有深深的情意",1.0,正面
卡塔林·考里科,63,"种子是潜力,是承诺,是寄托;种子决 定未来是荒凉还是丰沛",0.0,中性
卡塔林·考里科,64,"无论何时,播下一粒种子都是播下信念, 播下希望",1.0,正面
卡塔林·考里科,65,"所以,我要感谢我的老师们,感谢世界各地的教育工作者,你 们正在播种",0.0,中性
卡塔林·考里科,66,序曲 一位女士坐在实验室台前,0.0,中性
卡塔林·考里科,67,"从外面看 ,这幕场景也许没什么 特别",0.0,中性
卡塔林·考里科,68,"她坐的圆凳是便宜货 ,轮子有点吱吱作响 , 正在坚硬的地 板上滚动",0.0,中性
卡塔林·考里科,69,"实验室的台面由坚固耐用的材料( 也许是钢或环氧树 脂) 制成 , 上面盖着纸 , 以吸收溢出的液体",0.0,中性
卡塔林·考里科,70,"她旁边有一些仪器 设备一台台式离心机 、一摞方形塑料分析托盘 、一个涡旋混合 器 、一个加热板 ,还有一个培养箱",0.0,中性
卡塔林·考里科,71,"在没有受过专业训练的人眼 里 ,这些东西可能跟大多数美国家庭厨房柜台上的普通电器很类 似 : 有的用来加热 ,有的用来冷却 ,有的用来冰冻 ,有的用来混 合 ,还有的则用于清洁",0.0,中性
卡塔林·考里科,72,"也许旁边的一扇窗户透进了一些自然光,也许没有",0.0,中性
卡塔林·考里科,73,"在这位女 士的头顶上方,荧光灯嗡嗡作响",0.0,中性
卡塔林·考里科,74,这幕场景没有任何独特之处,0.0,中性
卡塔林·考里科,75,也许这位女士是第一个到的,0.0,中性
卡塔林·考里科,76,"时间还早,太阳刚刚从地平线上 升起",0.0,中性
卡塔林·考里科,77,她伸手拿起一根移液管和一个试剂瓶,0.0,中性
卡塔林·考里科,78,她开始工作了,0.0,中性
卡塔林·考里科,79,她会一坐几个小时而不起身,0.0,中性
卡塔林·考里科,80,她可能就这样坐了四十年,0.0,中性
卡塔林·考里科,81,"如果从外面观察这幕场景,你很快就会感到无聊",0.0,中性
卡塔林·考里科,82,谁能责怪你 呢?她只是坐在那里,-1.0,负面
卡塔林·考里科,83,"但从内部来看,情况就截然不同了",0.0,中性
卡塔林·考里科,84,"这位女士的身体也许没做什么动作,但她的头脑在不停地运 转,充满了宏大的想法",0.0,中性
卡塔林·考里科,85,"她从自己正在做的工作中瞥见了一些突 破,而这些突破可能会在某一天改变人们的生活",1.0,正面
卡塔林·考里科,86,"她不知道这些突 破将由她自己实现,还是会由别人实现",0.0,中性
卡塔林·考里科,87,她也不知道自己能否活着 见证这些突破,1.0,正面
卡塔林·考里科,88,这些问题都不重要,-1.0,负面
卡塔林·考里科,89,"她的工作,这些正在做的事情,才是最重要的",0.0,中性
卡塔林·考里科,90,"可伦坡,美剧《神探可伦坡》的主角",0.0,中性
卡塔林·考里科,91,"译注(本书页下 注均为译注,以下不再一一标明",0.0,中性
卡塔林·考里科,92,) 这位女士一步一步地把实验向前推进,0.0,中性
卡塔林·考里科,93,"她测量,移液,倒出, 启动离心机;她聚精会神,试图注意到一切",0.0,中性
卡塔林·考里科,94,"虽然做起来很乏味, 但这并不是乏味的工作",0.0,中性
卡塔林·考里科,95,"事实上,她感觉自己就像侦探,就像可伦 坡一样她的目光即将落在那个微小的细节上,从而彻底破解整 个案子",0.0,中性
卡塔林·考里科,96,"无论这幕场景在观察者的眼中会留下什么印象,这位女士知 道,在这个一这个不起眼的、有着金属滚动座椅和嗡嗡作响的荧光 灯的实验室里,任何一个寻常的日子都充满可能性",0.0,中性
卡塔林·考里科,97,"其实,细胞也与我们通常想象的不一样",0.0,中性
卡塔林·考里科,98,"DNA,脱氧核糖核酸的英文缩写",0.0,中性
卡塔林·考里科,99,"如果你上过基础的生物课,你就会知道细胞是什么:生命的基 本单位,所有生物的构建单元",0.0,中性
卡塔林·考里科,100,你还会了解细胞的大致结构,0.0,中性
卡塔林·考里科,101,"真核 生物(也就是几乎所有你肉眼见过的生物),以及更多需要显微镜 才能看到的生物,它们的结构大致是这样的:质膜包裹着一种名为 细胞质的凝胶状液体,其中漂浮着各种细胞器",1.0,正面
卡塔林·考里科,102,细胞的中心是一个 充满DNA 的细胞核,0.0,中性
卡塔林·考里科,103,"按照一些教科书介绍细胞的方式,人们很有 可能把它想象成后院里的游泳池,有充气的玩具在池水里晃动,就 像是在等待着发生什么事情",0.0,中性
卡塔林·考里科,104,这与事实相距甚远,0.0,中性
卡塔林·考里科,105,"敦豪 (DHL), 美国著名的快递公司",0.0,中性
卡塔林·考里科,106,"每个细胞都像一座科幻不夜城,活力澎湃",0.0,中性
卡塔林·考里科,107,"你体内的几乎所有 细胞都有自己的工厂,精密至极,日夜不停的装配线生产着成千上 万的产品",0.0,中性
卡塔林·考里科,108,"迷宫般的交通系统让人类最复杂的高速公路也相形见 绌,包装和运输中心比敦豪还要高效,发电厂输出巨量能源,废 物处理中心则确保没有不必要的残留,也没有任何浪费",0.0,中性
卡塔林·考里科,109,"在你的细胞内,复杂的代码被加密、封装、传递、解密,然后 被分解",0.0,中性
卡塔林·考里科,110,"只有按下某个特殊的键,才能打开和关闭上锁的大门",1.0,正面
卡塔林·考里科,111,"监 控网络搜寻着入侵者一旦发现,就展开抓捕",1.0,正面
卡塔林·考里科,112,"这一切生物活动 的规模超乎想象,而它们就在你体内的数万亿个细胞中一刻不停地 进行着",0.0,中性
卡塔林·考里科,113,"自从你开始阅读这本书以来,你的细胞就一直在泵送、牵引、 堆叠、运输、转录、解码、构建、破坏、折叠、阻塞、接收和排 出",0.0,中性
卡塔林·考里科,114,"通过这些活动,你呼吸,消化,并将氧气和营养物质输送到身 体的每一个角落",0.0,中性
卡塔林·考里科,115,"你制造了电力,感知了空气的振动;你思考,感 知,收缩肌肉,发现并击退了大量你从未见过的病原体",1.0,正面
卡塔林·考里科,116,"换句话说,你活着",0.0,中性
卡塔林·考里科,117,"我之所以告诉你这一切,是因为如果想要理解我的故事,理解 我,你需要首先理解另一些事情:那些在一些人看来似乎静止的事 情那位安静地坐在实验台前的女士,那些漂浮在泳池中的玩具 真相有时恰恰相反",0.0,中性
卡塔林·考里科,118,"有时,复杂而令人满意的生活或者生活本身的复杂性在其 他人看来可能什么都不是",0.0,中性
卡塔林·考里科,119,第一章 屠夫的女儿 我的家人喜欢讲一个故事:一个我已经不记得的时刻,1.0,正面
卡塔林·考里科,120,"那时我 还是个蹒跚学步的孩子,脸颊胖胖的,齐刘海,金色波波头",0.0,中性
卡塔林·考里科,121,"我站 在儿时的院子里,父亲在我面前开始屠宰家里的猪",0.0,中性
卡塔林·考里科,122,"这是他的工 作,他的职业",0.0,中性
卡塔林·考里科,123,他是一名屠夫,0.0,中性
卡塔林·考里科,124,"这是他谋生的方式,也是他养活我 们的方式",0.0,中性
卡塔林·考里科,125,他从12岁起就做这门营生了,0.0,中性
卡塔林·考里科,126,"我父亲把宰杀好的猪肚皮朝上放在砖砌的平台上,这样可以防 止它沾上泥土",0.0,中性
卡塔林·考里科,127,他手持一个类似于喷灯的木制火把烧掉猪毛,0.0,中性
卡塔林·考里科,128,"他切 开这头动物的长长的腹部,把手探进去,小心翼翼地取出内脏,以 免弄破",0.0,中性
卡塔林·考里科,129,一坨肠子闪着油光,0.0,中性
卡塔林·考里科,130,"然后他举起斧头,沿着脊椎将这头动 物劈开,平分为两半",0.0,中性
卡塔林·考里科,131,"这时我面前的东西已经不再像动物或者活 物,更像是一种产品",0.0,中性
卡塔林·考里科,132,"最后,他着手把它切成一块块鲜红色的猪 肉",0.0,中性
卡塔林·考里科,133,"对于比我大三岁的姐姐苏珊(Zsuzsanna)来说,这幕场景太 难以承受了",0.0,中性
卡塔林·考里科,134,"我叫她佐卡(Zska),她并不娇气",0.0,中性
卡塔林·考里科,135,"毕竟,这是战 后的匈牙利,娇气是无人能承受的奢侈品,更不用说像我们这样勉 强糊口的劳动家庭了",0.0,中性
卡塔林·考里科,136,但此时此刻让我着迷的东西似乎没有对我姐 姐产生同样的影响,0.0,中性
卡塔林·考里科,137,"尽管如此,我还是被迷住了",0.0,中性
卡塔林·考里科,138,"想起我当时的样子,我父母常常会笑出声来:我的眼睛睁得大 大的,看着面前的一切动物内部的整个复杂结构",0.0,中性
卡塔林·考里科,139,"所有这些不同 的部分,它们曾长期协同工作,使这个生物得以生存",0.0,中性
卡塔林·考里科,140,"似乎它们蕴 藏着的所有神秘和奇迹,我终于都看见了",0.0,中性
卡塔林·考里科,141,"对我来说,一切就是由此开始的",0.0,中性
卡塔林·考里科,142,"虽然我已经不记得小时候看着父亲工作的那些时刻,但我清楚 地记得那时周遭的世界,记得我儿时的情形",0.0,中性
卡塔林·考里科,143,"小新萨拉什(Kisjszlls)位于匈牙利中部,大平原的北 部,这里是黏土地带,草原广袤",0.0,中性
卡塔林·考里科,144,"这是一个中型农业城镇,人口约 为一万",0.0,中性
卡塔林·考里科,145,"这里并不像某些城镇那样与世隔绝,至少我们镇还是铁路 沿线上的一站,什么地方都能到",0.0,中性
卡塔林·考里科,146,"此外,通往布达佩斯的主干线4 号公路也穿过我们镇",0.0,中性
卡塔林·考里科,147,"镇上有几条铺过的路,但我家门前的路是土 路",0.0,中性
卡塔林·考里科,148,我们家很简朴也很小,0.0,中性
卡塔林·考里科,149,"这栋房子实际上就是用周围的泥土建造 的:黏土和稻草,压成土坯墙,粉刷成白色,然后盖上厚厚的芦苇 屋顶",0.0,中性
卡塔林·考里科,150,"我记得,芦苇已经晒得褪色了,看起来就像一顶蓬乱的灰色 假发套",0.0,中性
卡塔林·考里科,151,我们住在一个房间里,0.0,中性
卡塔林·考里科,152,"这栋房子当然不止这一个房间,但在一 年中的大部分时间里,其他房间都太冷,只能做储藏室",0.0,中性
卡塔林·考里科,153,我们都住 在有暖气的房间里,0.0,中性
卡塔林·考里科,154,"暖气来源于房间一角的锯末炉,这是最便宜的取暖方式",0.0,中性
卡塔林·考里科,155,"炉子 由铁皮制成,直径约半米,就像普通的铁桶,中间是圆柱形的炉 膛,填满了锯末",0.0,中性
卡塔林·考里科,156,"我们从附近的一家木制玩具工厂收集锯末,用马 驮回家",0.0,中性
卡塔林·考里科,157,"到家后,我们把锯末堆放在仓房里,堆得比我父亲还高",0.0,中性
卡塔林·考里科,158,"夏天,我们必须定期检查,以防这堆东西开始自行产生热量;众所 周知,锯末是会自燃的",0.0,中性
卡塔林·考里科,159,"锯末炉越烧越热,有时我母亲也用它来煮饭",0.0,中性
卡塔林·考里科,160,"炉火旺时,外面 那层铁皮会被烧红",0.0,中性
卡塔林·考里科,161,"佐卡和我很早就明白要跟它保持距离,以免烫 伤皮肤",0.0,中性
卡塔林·考里科,162,"不过,我们俩每天早上的任务就是把炉膛用锯末填满",0.0,中性
卡塔林·考里科,163,"这 活儿很难,必须小心行事",0.0,中性
卡塔林·考里科,164,"就像我们做的许多事情一样,这并不是 一件家务事至少不是今天的人们所说的那种家务事",0.0,中性
卡塔林·考里科,165,"这不是父母 要求我们做的事情,也不是我们给家里搭把手而已",0.0,中性
卡塔林·考里科,166,"这是一件必须 做的事,如果我们不做,全家人就会受冻",0.0,中性
卡塔林·考里科,167,房间的中央放着一张大桌子,0.0,中性
卡塔林·考里科,168,"我们在这里做饭和吃饭,有时会 召集大家庭聚会,举行热闹的庆祝活动",0.0,中性
卡塔林·考里科,169,"在这里,姐姐和我一起做 作业和读书,一起帮母亲用鸡蛋和面,擀出新鲜的意大利面",0.0,中性
卡塔林·考里科,170,"每天晚上,父亲都会站在桌首,给我们每个人分发晚餐",0.0,中性
卡塔林·考里科,171,"二战 期间,他在军队服役,为前线数以百计的士兵做饭,精准地分配食 物",0.0,中性
卡塔林·考里科,172,"直到今天,我仍记得他把意大利面舀进自己的汤碗里的样子",0.0,中性
卡塔林·考里科,173,"他喊道:战时前线的战士们!然后,他伸手去拿我母亲的碗: 战时后方的战士们!然后,他拿起我的碗,接着是我姐姐的 碗,给我们两个孩子舀了最少的分量",0.0,中性
卡塔林·考里科,174,和平时期的战士们,0.0,中性
卡塔林·考里科,175,他 平静地说,0.0,中性
卡塔林·考里科,176,"最后,他大笑着给大家都加了点面",0.0,中性
卡塔林·考里科,177,"当下的日子可能很艰难, 但他经历过更糟糕的时候",-1.25,负面
卡塔林·考里科,178,每个成年人都经历过,0.0,中性
卡塔林·考里科,179,"旁边是我们睡觉的床:我的和佐卡的,我们的父母的",0.0,中性
卡塔林·考里科,180,"几张床 挨得很近,夜里,我们伸出手就可以碰到彼此",0.0,中性
卡塔林·考里科,181,"外面不仅是我父亲的熏烤房(那里挂着香肠,黏稠的油脂被辣 椒粉染成橙色,滴到地板上),也是仓房,那里又养了一头猪,那 将是明年的肉",0.0,中性
卡塔林·考里科,182,"院子里,鸡在啄食,还有几个菜园",0.0,中性
卡塔林·考里科,183,大的菜园里种 着我们要吃的东西:胡萝卜、大豆、土豆和豌豆,0.0,中性
卡塔林·考里科,184,"菜园里,什么成 熟了,我们就用什么做饭",0.0,中性
卡塔林·考里科,185,"(用辣椒粉调味,就像做那些香肠一样 总是用很多辣椒粉",0.0,中性
卡塔林·考里科,186,)佐卡和我还有一个属于我们自己的菜园,0.0,中性
卡塔林·考里科,187,"每年春天,我们把种子播撒在地里",0.0,中性
卡塔林·考里科,188,"我们还很笨手笨脚,但我们干 活时很轻柔,轻轻地用土埋住这些种子,然后几周后我们看着 嫩芽破土而出,向着阳光伸展",0.0,中性
卡塔林·考里科,189,"我们还种了果树,有苹果树、榅桲 树和樱桃树,搭了葡萄架和凉棚",0.0,中性
卡塔林·考里科,190,"院子里还有花:蓝色的风信子、白色的水仙花和紫罗兰,连同 盛开的玫瑰,让这个简陋的家看上去有点像伊甸园",0.0,中性
卡塔林·考里科,191,"几十年后的某一天,遥远的大洋彼岸,在一个我年幼时未曾听 过的、名为费城的地方,我会在一条宽阔的郊区街道上安家",0.0,中性
卡塔林·考里科,192,"在那 里,我会找花来种",0.0,中性
卡塔林·考里科,193,"我努力寻找白色的水仙花,只有到了那时,我 才明白:我找的不是某一种花,而是这些我还是小女孩时就熟悉的 花,这些记忆中我母亲栽培、打理的花",1.0,正面
卡塔林·考里科,194,"在镇子外面,有一片我们自己种的玉米,我们用锄头松土,锄 掉杂草",0.0,中性
卡塔林·考里科,195,"我们间苗,把野草拔出来,用牛粪给土地施肥,然后收割 庄稼",0.0,中性
卡塔林·考里科,196,"我们用玉米粒喂养动物,用秸秆在厨房生火",0.0,中性
卡塔林·考里科,197,一切就是这样:什么都不会浪费,0.0,中性
卡塔林·考里科,198,"我们从树上摇下核桃,吃掉 果仁,用剩下的果壳生火",0.0,中性
卡塔林·考里科,199,"多年后,塑料才成为我生活的一部分;多年后,我才有了垃 圾的概念,才明白有的东西毫无用处,可以直接扔掉",0.0,中性
卡塔林·考里科,200,"我们没有牛,但邻居有",0.0,中性
卡塔林·考里科,201,"每天早上,姐姐和我都会提着一个空 罐子跑到邻居家,装满刚挤出的仍温热的牛奶,早餐时喝一部分, 剩下的做成酸奶",0.0,中性
卡塔林·考里科,202,"冲洗盛过牛奶的玻璃杯时,我们会把冲洗的浑水 倒进猪的食槽,它贪婪地舔得一干二净",0.0,中性
卡塔林·考里科,203,"当我们忙忙碌碌,为新的一天做准备时(屋里太冷了,有时我 们都能看到自己呼出的水汽),我们会听着小收音机",0.0,中性
卡塔林·考里科,204,"每天早上, 播音员会告诉我们,今天是哪个人名的命名日",0.0,中性
卡塔林·考里科,205,"一年365天, 每一天都会有一个名字得到庆祝,每一天我们身边都会有一个人得 到祝福:2月19日,苏珊;11月19日,伊莉莎白",0.0,中性
卡塔林·考里科,206,"收音机里的声音 也许会说:早上好 ,今天是10月2日 ,这意味着今天是佩特拉的命 名日",0.0,中性
卡塔林·考里科,207,"这个名字来自希腊语 , 意思是石头或岩石然后,当我 们到学校时,我们既已知道今天是谁的命名日,就会祝他们快乐",1.0,正面
卡塔林·考里科,208,这是很好的传统,0.0,中性
卡塔林·考里科,209,"我们之中有多少人真的能记住生活中其他人的生 日?但如果你知道某些人的名字,那么你就知道了他们的命名日, 可以祝福他们一切顺利",0.0,中性
卡塔林·考里科,210,"在我人生的头十年里,我们用的一直是户外厕所",0.0,中性
卡塔林·考里科,211,"晚上,尤其 是冬天,我们会在夜壶里小便",0.0,中性
卡塔林·考里科,212,"我认识的几乎每个人,至少在那些 年里,都是这么过来的",0.0,中性
卡塔林·考里科,213,我们家没有自来水,0.0,中性
卡塔林·考里科,214,"跟那条街上的所有人家一样,我们的院子 里有一口井",0.0,中性
卡塔林·考里科,215,"有时,我会靠在井沿上,探身看着下面的幽暗,感受 凉爽、潮湿的空气吹拂着皮肤",0.0,中性
卡塔林·考里科,216,"到了夏天,这口井就成了我们的冰 箱",0.0,中性
卡塔林·考里科,217,"我们将食物放下去,挨着水边,这样就不会变质",0.0,中性
卡塔林·考里科,218,"到了冬天, 整栋房子都变成了冰箱",0.0,中性
卡塔林·考里科,219,"(在最冷的月份里,我们会把鸡蛋存放在 床下,以防它们冻住",0.0,中性
卡塔林·考里科,220,") 我们用井水来饲养动物,浇灌植物",0.0,中性
卡塔林·考里科,221,"井水的水质太硬,不适合 洗澡和洗脸,也不能饮用,所以我父亲每天步行到附近一条街上的 公共水泵那里去取水,他用木棍挑着两个水桶,小心地保持平衡",0.0,中性
卡塔林·考里科,222,"佐卡和我跟着他,用小一点儿的容器运水回家",0.0,中性
卡塔林·考里科,223,"每周一次,我们将 水烧热,倒入浅浅的浴缸,然后在里头洗澡",0.0,中性
卡塔林·考里科,224,"在社区水泵那儿,邻居们聊着家长里短,讨论当天的新闻,分 享日常生活中的快乐和沮丧",0.0,中性
卡塔林·考里科,225,"对我来说,这个水泵是最初的饮水 机,也是第一个聊天室所在",0.0,中性
卡塔林·考里科,226,偶尔会有一个人骑着高头大马从我家门前经过,0.0,中性
卡塔林·考里科,227,"他用力敲鼓, 把我们都叫到外面去,听他宣讲从当局那里带来的所有公告",0.0,中性
卡塔林·考里科,228,这是 更官方的新闻来源一些社区把他称为信使或城镇传令 员,0.0,中性
卡塔林·考里科,229,"下周二,这名男子会大声喊道,有一场给鸡接种预防性 疫苗的活动!到了那天,把你们的鸡圈在室内,好让每一只都可以 接种疫苗! 我们记下来 ,然后在去水泵那儿时将这些信息带过去",0.0,中性
卡塔林·考里科,230,"大家 复述着这个公告 , 以免有人错过这个人带来的消息: 你听到消息 了吗?鸡疫苗",0.0,中性
卡塔林·考里科,231,"是的 , 下周二",0.0,中性
卡塔林·考里科,232,把你的鸡圈在室内,0.0,中性
卡塔林·考里科,233,"果然,到了周二,兽医学校的学生们就走进了我家的院子",0.0,中性
卡塔林·考里科,234,"佐 卡和我把鸡从窝里抓出来,一只一只地递给打疫苗的人我想这是 我第一次参加疫苗接种活动",0.0,中性
卡塔林·考里科,235,"科学课无处不在,就在我身边",0.0,中性
卡塔林·考里科,236,"我爬树,观察鸟巢",0.0,中性
卡塔林·考里科,237,"我看着坚硬的蛋变成光溜溜的雏鸟,它们 张大嘴巴讨食",0.0,中性
卡塔林·考里科,238,"幼鸟长出羽毛和肌肉,离开巢穴,开始在地面啄 食",0.0,中性
卡塔林·考里科,239,"我看到鹳和燕子学会飞翔,然后在天气变冷时飞走",0.0,中性
卡塔林·考里科,240,"春天,它 们回到这里,重新开始这个循环",0.0,中性
卡塔林·考里科,241,"在熏烤房里,姐姐和我用勺子舀起滴下的油脂,倒入罐中;夏 天一到,妈妈就会叫一个女人到家里来",0.0,中性
卡塔林·考里科,242,这个年迈的女人传递着祖 辈传下来的知识,0.0,中性
卡塔林·考里科,243,"在她的指导下,我们融化脂肪,按照一个似乎只 有她才能掌握的精确比例,把脂肪和纯碱混合在一起",1.0,正面
卡塔林·考里科,244,"然后,我们 将混合物倒入铺了茶巾的木盒中,等待它硬化成肥皂,再用金属丝 切成块",0.0,中性
卡塔林·考里科,245,"我们用肥皂洗澡,又将一些肥皂削成薄片,用来洗衣服",0.0,中性
卡塔林·考里科,246,"回首往事,我现在才意识到,当地的肥皂女士是我遇到的 第一位生物化学家",0.0,中性
卡塔林·考里科,247,"一年夏天,我们的土豆感染了一种害虫,即 Leptinotarsa decemlineata,美国人叫它科罗拉多马铃薯甲虫",0.0,中性
卡塔林·考里科,248,"这些昆虫产下许多卵,而后幼虫在花园里泛滥成灾,它们吃掉茎, 把所有叶子都啃成镂空花边",0.0,中性
卡塔林·考里科,249,"如果我们不采取行动,它们就会毁掉 整批作物",0.0,中性
卡塔林·考里科,250,父母给我布置了清除马铃薯甲虫的任务,0.0,中性
卡塔林·考里科,251,"我搜索植株, 一次捉一只虫子,把它们放进罐子里",0.0,中性
卡塔林·考里科,252,"每只虫子约半英寸长,头部 有斑点,背部有引人注目的黑白条纹",0.0,中性
卡塔林·考里科,253,"这些虫子本身并没有特别困 扰我,但如果我漏掉一只,它就会产下一簇簇卵,很快便孵出一群 群恶心的粉红色幼虫,蠕动着,看上去黏乎乎的",0.0,中性
卡塔林·考里科,254,我也要捉掉那些 幼虫,0.0,中性
卡塔林·考里科,255,"这份差事很乏味,有时让人反胃",0.0,中性
卡塔林·考里科,256,但这为我提供了昆虫学和生 态系统方面的早期教育,0.0,中性
卡塔林·考里科,257,"因为在这里,同样,什么都不会浪费:我 用这些害虫喂鸡,鸡很高兴接受这份奖赏",0.0,中性
