科学家,句子编号,句子,情感得分,情感类别
何泽慧,29,"1955年,我国第一个核科学技术教育基地 北京大学物理研究室(后改名为技术物理系)创建时,何泽慧让核乳胶组全 力协助北大开设核乳胶实验课",1.0,正面
何泽慧,30,"1973年,中国科学院高能物理研究所成立,何先生调往高能所",0.0,中性
何泽慧,31,"她主管 宇宙线研究,大力开拓了高空气球工程,积极推动了高能(粒子)天体物理 的前沿研究",0.0,中性
何泽慧,32,"本书以核物理初创时期的历史作为时代背景,追述了她所受的深厚的家教 与从小学、中学到大学的名校培养,一直到留学德国、法国,得大师波特、约 里奥-居里夫妇的指点;从吃面包要从种小麦开始,一直到为祖国的核科 学生根、发展,并为国防科研作出重要贡献;到耄耋之年,还为新兴交叉学科 的发展奔波操心",1.0,正面
何泽慧,33,"何先生毕生做人真,做事实的高尚品德和爱国奉献的精神是后辈们 学习的光辉榜样",1.0,正面
何泽慧,34,"陈 佳 洱 2014年6月 第 1 章 核物理初创时期的历史回顾 1895 年发现X 光,1896年发现放射性,1897年发现电子,19世纪末的三大 发现揭开了人类深入认识微观世界的序幕",1.0,正面
何泽慧,35,"1945年9月,英、法宇宙线会议上, 钱三强代为宣读了何泽慧寄来的论文并展示了照片,世界权威期刊《自然》报 道了这次会议,文中提到:钱先生还展示了由中国年轻的科学工作者何博士通 过云室照片发现的一项科学珍闻",1.0,正面
何泽慧,36,""" 第 2 章 铀核三分裂与四分裂现象的发现与研究 直到1946年11月22日晚上,何泽慧在一张早前的底片上突然发现一个特 殊事例",1.0,正面
何泽慧,37,"在显微镜的视野中,她看到从一个点发射出了四条粗线:两条长径迹, 两条短径迹",0.0,中性
何泽慧,38,"经过很长时间的讨论,判断这是一个铀的四分裂",0.0,中性
何泽慧,39,"钱三强看到并 确定这一事例后,立即将照片送给老师约里奥-居里夫妇,并在照片右上方写 道:献给我们的导师约里奥-居里夫妇",0.0,中性
何泽慧,40,"钱三强,何泽慧",0.0,中性
何泽慧,41,"巴黎,1946年11 月 2 3 日",0.0,中性
何泽慧,42,"第 3 章 书香世家,振华女校 两渡何氏为当地的书香望族",0.0,中性
何泽慧,43,"据《灵石县志》和《何氏族谱》记载,清代 从顺治元年至宣统三年,灵石共出过23名进士,其中就有15 名 ( 含 1 名武进士)出自何家,以致山西一带有无何不开科以及到了灵 石两渡,进士举人无数之说",0.0,中性
何泽慧,44,"王家满门学者,群星璀璨,归功于致力教育的王谢长达",0.0,中性
何泽慧,45,"王谢长达呼吁, 中国要富强,缠足之风首要严禁,女子教育更须提倡,缠足伤了她们的身体, 不读书则禁锢了她们的心智",0.0,中性
何泽慧,46,"1906年,她募捐到一千多元钱,用作开办学校的经 费",0.0,中性
何泽慧,47,租屋开办女子两等(初等和高等)小学一所,0.0,中性
何泽慧,48,校名为振华女校,0.0,中性
何泽慧,49,"第 4 章 清华物理,德国兵工 1932年,何泽慧分别报考了浙江大学与清华大学物理系,都考上了",0.0,中性
何泽慧,50,她选 择了北上进清华,0.0,中性
何泽慧,51,"他们这一班,第一年28名学生,第二年剩了12名学生,第 三 、四年剩了10名,其中坚持到最后的女生有3名",1.0,正面
何泽慧,52,"柏林高等工业学院有一个对外保密的地方技术物理系,连建筑都是与 其他系隔离的",0.0,中性
何泽慧,53,"弹道学研究与德国的军事工业关系密切, 一般不接受外国人在 那里学习",0.0,中性
何泽慧,54,"起初克兰茨教授不接受,何泽慧就对他说:你可以到我们中国来当 我们军工署的顾问,帮我们打日本侵略者",0.0,中性
何泽慧,55,"我为了打日本侵略者,到这里来学 习这个专业,你为什么不收我呢?克兰茨教授被问得哑口无言,何泽慧是技术 物理系第一次收的外国学生,也是弹道专业第一次收的女学生",1.0,正面
何泽慧,56,"第 5 章 回归祖国,艰苦创业 1948年4月底,钱三强与何泽慧离开巴黎,前往马赛",0.0,中性
何泽慧,57,"5月1日,抱着不满 半岁的女儿祖玄, 一家三口登上了Andre Lebon号轮船返回祖国",-1.0,负面
何泽慧,58,"上海的 《妇女》期刊的记者找上门来,记者专程跑到苏州采访何泽慧,称何泽慧为成 长中的中国居里夫人",0.0,中性
何泽慧,59,"何泽慧后来在2006年接受中央电视台《大家》栏目的采访时说:那时候 什么仪器也没有,到街上旧货摊上去买东西,连一个钳子都要现买",0.0,中性
何泽慧,60,"自己动手 来解决问题,觉得好像也没什么能难倒我的",0.0,中性
何泽慧,61,"第 6 章 近代物理,研制乳胶 钱三强、何泽慧在法国熟练地使用了核乳胶,但也没有制造过核乳胶",0.0,中性
何泽慧,62,"回 国后发现国内根本没有照相制片工业基础,不可能像鲍威尔那样有可合作的单 位 ,只能吃面包从种小麦开始,自己动手",1.0,正面
何泽慧,63,"1957年5月,日本物理学家访华团参观物理研究所后的总结报告写道:物 理所的工作是有成就的,尤其是实验物理方面,我们与他们水平不相上下",0.0,中性
何泽慧,64,对 何泽慧先生做粒子物理的实验很钦佩,0.0,中性
何泽慧,65,"他们对何泽慧先生做粒子物理的实验 很钦佩,应该说是看到了电子灵敏乳胶,为开展粒子物理研究打了基础",0.0,中性
何泽慧,66,"第 7 章 赴苏实习,中子实验 根据中苏协定,苏联开放一些机构接受中国科研人员的实习",0.0,中性
何泽慧,67,"1955年10月 1 9 日 ,钱三强率领临时成立的热工实习团赴苏联的热工研究所(即理论与 实验物理研究所, ITEP),何泽慧负责在加速器及反应堆上进行核物理实验 研究",1.0,正面
何泽慧,68,"19561964年,何泽慧一直领导了中子物理研究工作,建立了比较完整的 实验中子物理基础体系",0.0,中性
何泽慧,69,"第 8 章 坚守二室,服务两弹 为了领导好二室,她白天巡视了解和指导各组工作,组织业务会议,修改 文章报告,晚上则调研外文资料,那时我们住的宿舍与专家楼毗邻,晚上可以 看到何先生房内灯光,我从未见她房内灯光在夜里两点前熄灭过",0.0,中性
何泽慧,70,"彭桓武评价说:何泽慧专门组织一些人,专门做这个实验(35#实验),白 天晚上做,几个月做出来了",0.0,中性
何泽慧,71,原来的数据不对,0.0,中性
何泽慧,72,"核武器研究没有走弯路,没有 走错误的方向,这是很重要的一件事情",0.0,中性
何泽慧,73,"第 9 章 劫后重生,转向高能 1966 年何泽慧从安阳参加四清回来不久,文化大革命开始,钱三 强受到隔离审查,何泽慧也停职劳动,但他们一直保持了做人的原则与人格尊 严 ,绝不低三下四、随风摇摆",0.0,中性
何泽慧,74,"高空气球工程项目1979年正式启动,是中国科 学院六五期间的重大项目",0.0,中性
何泽慧,75,"从那时起,每年都要在野外进行气球实验和科 学观测",0.0,中性
何泽慧,76,"高空气球飞行与观测具有一定的风险,新发展的气球和观测设备所面 临的风险会更大一些",1.0,正面
何泽慧,77,"而越是遇到这样的机会,何先生越是不肯放过,她认为 有风险,才有挑战,战胜挑战才能有发展",1.0,正面
何泽慧,78,"第 1 0 章 尊师爱徒,师生情深 何泽慧在推动我国空间高能天体物理实验手段建设的同时,始终强调实验 观测和物理研究要着眼创新",1.0,正面
何泽慧,79,她呼吁年轻人要解放思想,0.0,中性
何泽慧,80,"在她与顾以藩发表于 《科学时报》的《年轻人的思想不要被某些意见框住了》 一文中写道:有些 所谓的研究,包括实验和理论的工作,其实只是在技术上(包括理论计算上) 有所革新",0.0,中性
何泽慧,81,"科学上的创造性,应当根本地表现为提出自己的问题尔后去解决 它 ,而不只是跟在别人(或文献)提出的问题后面",-1.0,负面
何泽慧,82,"在她的鼓励和支持下,高能所高能天体物理实验室建设了我国最好的高能 天体物理数据库和数据分析系统,取得了一批创新型的重要成果",1.0,正面
何泽慧,83,"第 11 章 关爱子女,朴实家教 思进回忆道:父亲明确地说:人生的路是每个人自己走出来的,哪怕半 步别人都不能代理;我过去尽量不,今后更不可能也绝不会使你们再有与众不 同的条件了",1.0,正面
何泽慧,84,"你们要特别清楚这一点,从今以后应努力把自己锻炼成对人民对 社会有用的人",1.0,正面
何泽慧,85,"'当时这些话对我来说还只是一些原则,后来的实际生活(特 别是在山西农村插队的三年半)才使我真正体会到什么是自己走路",0.0,中性
何泽慧,86,"父亲通过 在我插队期间给我的100多封信,苦口婆心一点一滴地纠正着我在人生之路中 出现的种种偏差",0.0,中性
何泽慧,87,"第 1 2 章 人真事实, 一 身正气 黄祖洽在高能所庆祝何泽慧先生九十大寿的会上,精练地说:何先生做 人真,做事实",0.0,中性
何泽慧,88,这是她一生的写照,0.0,中性
何泽慧,89,"这是她从父系母系两大书香门第传承的 家风,是振华女校质朴大气,真水无香,倾听天籁的文化熏陶,是清华大 学的自强不息,厚德载物与欧洲严谨的科学传统的继承,是回国后历经风 风雨雨的磨炼而不变的本色",0.0,中性
何泽慧,90,"图 1 - 1 W. 伦 琴 / 2 图 1 - 2 伦琴射线所拍的带有戒指的手骨照片/2 图 1 - 3 H. 贝 克 勒 尔 / 3 图 1 - 4 居里夫妇用石英静电计测放射性,1899年/4 图 1 - 5 J.J.汤姆生及其阴极射线管/7 图 1 - 6 阴极射线在电场中偏转/7 图 1 - 7 汤姆生葡萄干布丁原子模型/8 图 1 - 8 卢瑟福行星原子模型/8 图 1 - 9 E. 卢 瑟 福 / 8 图 1 - 1 0 J. 查 德 威 克 / 9 图 1 - 1 1 W. 波 特 / 9 图 1 - 1 2 约里奥 - 居里夫妇/10 图 1 - 1 3 W. 海森堡,1933年/11 图 1 - 1 4 R. 密 立 根 / 1 2 图 1 - 1 5 P. 狄 拉 克 / 1 2 图 1 - 1 6 赵 忠 尧 / 1 4 图 1 - 1 7 C.D. 安 德 逊 / 1 4 图 1 - 1 8 正负电子大能量转移的弹性散射/15 图 1 - 1 9 E. 费 米 / 1 8 图 1 - 2 0 I. 诺 达 克 / 2 0 图 1 - 2 1 0 . 哈 恩 / 2 2 图 1 - 2 2 L. 迈 特 纳 / 2 2 图 2 - 1 部分中国物理学家在剑桥合影,1946年7月 /25 图 2 - 2 在国际基本粒子与低温物理会议上展示的正负电子碰撞的照片,1946年/27 图 2 - 3 李弗西展示的径迹照片/29 图 2 - 6 铀核三分裂径迹照片/35 图 2 - 7 三分裂过程示意/36 图 2 - 8 三分裂碎片质量分布/36 图 2 - 9 发现第一个四分裂的径迹照片,194 6 年 1 1 月 2 2 日 / 3 7 图 2 - 1 0 发现第二个四分裂的径迹照片,1947年春/37 图 2 - 1 1 钱三强纪念邮票,2011年5月25日/38 图 2 - 1 2 纪念何泽慧的首日封,2013年10月/38 图 2 - 1 3 伊莱娜 居里与何泽慧在巴黎居里实验室后花园,1946年/41 图 3 - 1 何泽慧俯身聆听灵石天籁之音,1997年8月17日/45 图 3 - 2 近期修的灵石亭 /45 图 3 - 3 何泽慧在灵石两渡秋晴桥,1997年/46 图 3 - 4 何澄于苏州,1939年/47 图 3 - 5 苏州灵石何寓的两渡书屋,1917年/48 图 3 - 6 宋代旧玉龟钮纹章范仲淹印/50 图 3 - 7 为网师园发行的纪念邮票/51 图 3 - 8 山西灵石两渡,何家文化广场/54 图 3 - 9 山西灵石两渡,何家文化广场碑/54 图 3 - 1 0 广 场 碑 文 / 5 5 图 3 - 1 1 何泽涌、何泽瑛、何泽诚参加何家文化广场建成典礼,2006年/55 图 3 - 1 2 位于灵石两渡的何泽慧院士纪念馆/56 图 3 - 1 3 王、何两家于灌木楼前合影,1928年/59 图 3 - 1 4 王 季 玉 / 6 0 图 3 - 1 7 何泽慧中学时的绘画与书法作品/62 图 3 - 1 8 何泽慧书写壬申级赠母校石刻/64 图 4 - 1 清华大学科学馆/66 图 4 - 2 叶 企 孙 / 6 7 图 4 - 3 吴有训/68 图 4 - 4 周培源/70 图 4 - 5 萨本栋/71 图 4 - 6 霍秉权/72 图 4 - 7 任之恭/72 图 4 - 10 清华大学物理系第八级同学毕业50周年返校合影,1986年/75 图4 - 11 何泽慧清华毕业照,1936年/78 图 4 - 1 2 F. 帕 邢 / 8 0 图4 - 13 C. 克兰茨/81 图4 - 14 克兰茨著的《弹道学手册》卷1封面/81 图4 - 15 H. 盖 革 / 8 2 图4 - 16 何泽慧的博士论文封面/ 82 图4 - 17 何泽慧的博士论文实验手稿中的照片 /83 图 4 - 1 8 J. 拉 贝 / 8 4 图 5 - 1 何泽瑛、钱祖玄、何泽慧在苏州老家,1948年夏/92 图 5 - 2 钱三强、钱祖玄、徐娘贞、何泽慧在北平,1948年秋/94 图 5 - 3 黄祖洽/97 图 5 - 4 彭桓武/99 图 5 - 5 王淦昌/ 100 图 5 - 6 彭桓武、何泽慧、黄祖洽重返东黄城根,2000年/104 图 5 - 7 钱三强等考察待建的科学院中关村基地,1953年春/105 图 5 - 8 近代物理所准全家福,1951年夏/107 图 6 - 1 中关村物理大楼/112 图 6 - 2 溴化银颗粒在感光前后的变化/113 图 6 - 3 陆祖荫手绘的乳化用滴管与搅棍示意图/115 图 6 - 4 乳化过程中,溴离子与银离子浓度变化曲线交叉过程/116 图 6 - 5 核-2、核-3、核-2载硼、核-2载锂的径迹照片/117 图 6 - 6 核-4电子径迹照片 左:144Ce-44Pr 放射的电子径迹,右: 径迹/118 图 6 - 7 核-5乳胶记录的长1.1毫米的电子径迹照片/119 图7 - 1 赵忠尧、何泽慧、王淦昌、朱光亚、俄国友人、力一在苏联,1956年/128 图 7 - 2 何泽慧与杨桢在回旋加速器实验室讨论工作,1957年/131 图 7 - 3 原子能研究所一堆一器建成,标志着我国进入原子能时代,邮政部为此 发行的纪念邮票与首日封,1958年/133 图 7 - 4 中子晶体谱仪/137 图7-5 -碘酸锂衍射研究组杨桢、牛世文、程玉芬在讨论工作/138 图 8 - 1 何泽慧与为中国原子能事业和核武器研制建立了不朽功勋的老前辈在新 疆马兰核试验基地,1996年/153 图 9 - 1 在合阳干校,难得的一次全家团聚,1971年春节/165 图9-690华诞日与部分老学生在一起,2004年/169 图 9 - 9 何泽慧、霍安祥在香河放气球现场,1981年9月/176 图9 - 10 何泽慧在河北正定放气球的车上/177 图9 - 11 钱三强在香河放气球现场/177 图9 - 12 何泽慧在密云水库作高能宇宙线水声探测探索/179 图9 - 13 钱三强、陆柱国、何泽慧、李惕碚在高能所宇宙线室小楼前,1990年/180 图9 - 14 何泽慧在清华大学天体物理中心成立大会上讲话,2001年/180 图10 - 1 钱三强、何泽慧1988年8月28日写给王豫生的鼓励深圳微堆建成 的信/185 图10 - 2 何泽慧在北京天坛医院参观王豫生、戴能雄主持研制的旋转刀/186 图10 - 3 王豫生、何泽慧、戴能雄合影/186 图 1 1 -1 钱民协、钱祖玄在延安地区宜川县云岩公社云岩大队插队劳动,1971年 夏 / 1 9 5 图11-2 何泽慧、钱思进、钱三强最后一次请摄影师拍摄的合影,1990年12月/197 第 1 章 /核物理初创时期的历史回顾 十九世纪末到二十世纪中叶,是物理学从经典物理 学向相对论、量子力学方向飞速发展的年代,人类对事 物认知也更加微观",1.0,正面
何泽慧,91,"在这个过程中,涌现出了诸如爱因 斯坦、居里夫妇等伟大的科学家",1.0,正面
何泽慧,92,"然而,那个时候,却鲜有中国的物理学家的身影, 中国的女性物理学家则更是罕见",0.0,中性
何泽慧,93,本书传主何泽慧则是 那个年代的在物理学领域努力钻研并有所发现的一位中 国女性科学家,1.0,正面
何泽慧,94,"她在四十年代末回国后,竭尽全力与众 多同事一起为中国的核物理和高能物理事业奋斗至终",1.0,正面
何泽慧,95,"为了方便读者,本章简要介绍与传主何泽慧的生平 紧密相关的一些科学历史背景",0.0,中性
何泽慧,96,"1. 19世纪末的三大发现 1895年发现X 光,1896年发现放射性,1897年发 现电子,19世纪末的三大发现揭开了人类深入认识微 观世界的序幕",1.0,正面
何泽慧,97,"这段历史,丹尼斯 布莱恩著,王祖 哲、钱思进译的《居里一家》有详细生动的叙述",0.0,中性
何泽慧,98,本书只作简单介绍,0.0,中性
何泽慧,99,"1895年11月8日,伦琴 (Wilhelm Rntgen,1845 何泽慧传 图 1 = 1 W. 伦琴 图 1 - 2 伦琴射线所拍的带有戒指的 手骨照片 1923)在黑暗的实验室里为一个阴极射线 管通电时,他发现近处长椅上一张纸上有 一个黄绿色的亮点",1.0,正面
何泽慧,100,"那张纸上,涂有氯亚 铂酸钡,是为另一个实验准备的",0.0,中性
何泽慧,101,"他马上 反复打开和关闭阴极射线管,现象重复出 现",0.0,中性
何泽慧,102,"他废寝忘食地研究了七个星期,还是 不知道是什么原因使该现象出现的,但确 定了它不是阴极射线本身,阴极射线是带 电的,它不带电;它是阴极射线打在物体 上产生的一种中性的未知射线;它像光一 样做直线运动,但它不是可见光,可以穿 透黑纸、乌木、橡胶和薄金属片,但穿不 透铅和铂;它可以穿透人的手,拍下手指 骨的照片,可以在照片上看到所戴金戒指 的轮廓",0.0,中性
何泽慧,103,"伦琴就把这种未知射线叫作X 射 线,别人也把它叫作伦琴射线,或称X 光",0.0,中性
何泽慧,104,"1895年12月28日他写了一篇论文 《论一种新射线》,把文章和几张手骨照片 发给几位重要的科学家,从此开始在国际科 学界传播",0.0,中性
何泽慧,105,"1896年1月23日,伦琴在德国物理一 医学学会上首次发表了关于X光的公开演 讲",0.0,中性
何泽慧,106,这一发现迅速传遍全世界,1.0,正面
何泽慧,107,"仅仅两个 星期以后,X 光就在美国被用来确定一个 病人腿中的子弹位置;又被用来帮助一个 男孩接合了折断的胳膊",1.0,正面
何泽慧,108,X光的发现也很快传入中国,1.0,正面
何泽慧,109,"1897年 11月,本书传主何泽慧的大舅王季烈 (18731952)在由叶翰主编的《蒙学报》 报馆当编辑",0.0,中性
何泽慧,110,于1899年进入中国近代科学 的启蒙地江南制造局翻译馆,0.0,中性
何泽慧,111,1904年成甲 第1章 / 核物理初创时期的历史回顾 辰科进士,0.0,中性
何泽慧,112,"任学部员外郎、郎中,后升专门司司长兼充京师译学馆监督",0.0,中性
何泽慧,113,"在 《蒙学报》当编辑之时(1898年),他与傅兰雅合作出版了《通物电光》 ( [ 美 ] W.J. 莫耳登、E. 哈麦著,原书名为《X 射线或不可见射线的照相术 及其在外科中的重要性》)",1.0,正面
何泽慧,114,"这本译著由傅兰雅口译,王季烈笔述,是中文第 一部有关X 光的著作2",0.0,中性
何泽慧,115,伦琴荣获1901年首届诺贝尔物理学奖,0.0,中性
何泽慧,116,"1896年初,当大数学家亨利 庞加莱 (Jules Henir Poincar,18541912) 在法国科学院院士例会上介绍伦琴的发现时,亨利 贝克勒尔 (Henri Becquerel, 18521908)也在座",1.0,正面
何泽慧,117,"贝克勒尔的父亲是物理学家,曾发现光可以使一些物质发 出磷光,即把光源移开后,被照射物体还有一段时间会发光",1.0,正面
何泽慧,118,当时已知阴极射线 也会使管壁玻璃发光,0.0,中性
何泽慧,119,贝克勒尔就想象: X 光与磷光可能是一个互相可逆的过 程,0.0,中性
何泽慧,120,"X 光可使发光物质在暗中发光,发光物质也可能可以发出X 光",0.0,中性
何泽慧,121,"他认为伦琴 发现的用阴极射线激发的X 光,用太阳光照射发磷光的物质也可能产生",1.0,正面
何泽慧,122,"当时 已知铀盐在阳光照射下会发磷光,于是他就做了一个实验:把一块铀盐板放在包 有两层厚黑纸的照相底片上,在阳光下照射了几小时",0.0,中性
何泽慧,123,"在他冲洗底片时,底片显 示出铀盐块的轮廓",0.0,中性
何泽慧,124,这好像证明了他的理论:阳光使铀盐发出了X 光,0.0,中性
何泽慧,125,实验需要重 复,0.0,中性
何泽慧,126,"他又用黑纸包了底片,在铀盐板与底片 之间放了一个铜十字架",0.0,中性
何泽慧,127,"由于当时巴黎连续 好多天多云,他把这个实验包放在抽屉中",0.0,中性
何泽慧,128,"1896年3月1日,还是阴天,贝克勒 尔不耐烦了,直接从抽屉中取出实验包, 冲洗了底片",0.0,中性
何泽慧,129,他吃惊地看到了一个清晰的 十字架影像,0.0,中性
何泽慧,130,经反复实验证明了这是一个 新现象,0.0,中性
何泽慧,131,"原来这是一种自发地从铀中发出 的射线使底片感光成像的,与阳光无 关",0.0,中性
何泽慧,132,"当时就把这种射线称为铀射线,或称 贝克勒尔射线",0.0,中性
何泽慧,133,"其实,在贝克勒尔发现铀射线前的30 多年,法国一位研究照相技术的发明家尼 埃普斯 (Abel Nipce de Saint -Victor, 18061870),从1837年到1840年间在法 图 1 - 3 3 H. 贝克勒尔 何泽慧传 国科学院简报上发表了几篇文章说,用硝酸铀溶液作画,不论是否见过光,都 可使氯化银的相纸成像,即使离相纸2~3厘米或隔一张纸",1.0,正面
何泽慧,134,"可惜他没有深入 研究3,4]",0.0,中性
何泽慧,135,"还有地质界早已知道的矿石中有晕斑,但不知是何物所致,也是放 射性发现后才知道是放射性物质发出的粒子径迹造成矿石缺陷的遗迹",1.0,正面
何泽慧,136,"大 自然早就把迹象留在人间,只是幼稚的人类还不曾认识",0.0,中性
何泽慧,137,"贝克勒尔射线刚发现,还不知它的本质,就连是否只有铀才有这种特性, 也不知道",1.0,正面
何泽慧,138,这个现象深深地吸引了另外两个法国人:居里夫妇皮埃尔 居里与玛 丽 斯克洛多夫斯卡-居里,0.0,中性
何泽慧,139,"皮埃尔 居里 (Pierre Curie,18591906) 出生于医生世家",0.0,中性
何泽慧,140,"皮埃尔自学 成才,16岁考上索邦大学(后来的巴黎大学),18岁就获得物理学士学位",0.0,中性
何泽慧,141,"由于需要在经济上帮助家里,皮埃尔开始在索邦大学的物理实验室里当助手",1.0,正面
何泽慧,142,他的哥哥雅克在该校矿物学系实验室当助手,0.0,中性
何泽慧,143,"1881年,居里兄弟发现了压 电效应:在压力之下,某些晶体会产生电;反之,向某些晶体通电,会改变 图1-4 居里夫妇用石英静电计测放射性,1899年 第 1 章 / 核物理初创时期的历史回顾 它的形状,并使之振动",1.0,正面
何泽慧,144,实质上是晶体在其对称轴方向上的膨胀造成的压缩而 导致的电极化,0.0,中性
何泽慧,145,"他们发现石英的压电效应特别明显,并由此发明了测量微小电 量的石英静电计",1.0,正面
何泽慧,146,皮埃尔还发明了极灵敏的科学衡器居里秤,1.0,正面
何泽慧,147,"后来, 他深入研究磁性,发现了居里温度铁磁性物质消失强磁性的转变温 度",1.0,正面
何泽慧,148,他还建立了居里定律:顺磁性物质的磁化率与绝对温度成反比,0.0,中性
何泽慧,149,"玛丽 斯克洛多夫斯卡 (Marie Skodowska,18671934) 是俄罗斯沙皇统 治下的波兰人",0.0,中性
何泽慧,150,她出身于教师家庭,0.0,中性
何泽慧,151,"玛丽16岁高中毕业后,当了几年家庭教 师,于1891年开始在法国索邦大学理学院学习,是该校1825名学生中仅有 23名女生中的一名",0.0,中性
何泽慧,152,"1893年7月,她以物理第一名的成绩毕业",0.0,中性
何泽慧,153,随后她获得 赞助波兰留学生的亚历山大洛维奇奖学金攻读数学硕士学位,0.0,中性
何泽慧,154,"同时,她受雇于 国家工业促进会,检验各种钢材的磁性",0.0,中性
何泽慧,155,"她需要借一个实验室进行测量, 1894年初,她认识了磁学专家皮埃尔 居里",0.0,中性
何泽慧,156,"玛丽与皮埃尔相识相知一年多,皮埃尔 居里获得索邦大学物理科学博士 学位后不久,1895年7月6日,皮埃尔与玛丽喜结良缘",0.0,中性
何泽慧,157,"他们认为,对铀的性质的基础研究将是玛丽博士论文的好题目",0.0,中性
何泽慧,158,"玛丽首先 考虑:这种自发发出射线的现象是否也存在于其他物质中?这不仅需要多种样 品,还需要有快速检测这种射线的方法与仪器",0.0,中性
何泽慧,159,"贝克勒尔已经发现,从铀发出的射线可使附近的空气导电",1.0,正面
何泽慧,160,玛丽用这种射 线可以成批筛选样品,0.0,中性
何泽慧,161,"将几十种样品放在一块金属板上,上面再加一块金属 板,构成一个空气电容器",0.0,中性
何泽慧,162,"连上石英静电计,如果没有电流,这几十种样品就 都被淘汰",0.0,中性
何泽慧,163,"如果有电流,就再选出是哪种样品使空气导电",0.0,中性
何泽慧,164,"她发现,钍也能自 发发出射线,铈、铌和钽也有,但很弱",1.0,正面
