node_name,node_type,weight,sentiment,word_count,degree
以下的中子轰击原子序数83以下的重元素看是否能观测到裂变现象并测,institution,1,0.0,0,1
也很慎重他用录音机来录了音以后李毅寄给我当代中国丛书中的一册叫,institution,1,0.0,0,1
作当代中国的核工业,institution,1,0.0,0,1
灵石两渡与何澄生平 古老的黄河孕育了悠久的中华文明在山西境内黄,institution,1,0.0,0,1
东方向呈扇状辐射排列每个夯土柱长约90公分宽约70公分柱与柱之间,institution,1,0.0,0,1
不是色彩斑斓的珠宝也不是雍容华贵的玉器但它价值连城意义非常,institution,1,0.0,0,1
一个4100年前的 古观象台的三圈平台令人浮想联翩只是原来竖立着的11 根石柱目前在其 他地方保存着希望古观象台不久能全面复原这可是比大名鼎鼎的英国巨石,institution,1,0.0,0,1
当年隋文帝北巡途中得知当地有一块从天而降的大陨石(现知其为铁质陨,institution,1,0.0,0,1
慧提起“我父亲在这里当过教官,institution,1,0.0,0,1
灵石何寓”四字要是你没有开门进去真想象不出这个园子的幽美雄壮,institution,1,0.0,0,1
北平之间任职期间何澄在北平购置一宅于1934年完工当时正值日寇侵,institution,1,0.0,0,1
人们常拿文物找何澄鉴定图3,institution,1,0.0,0,1
乘之作一九五零年园主何氏将园捐献于国家,institution,1,0.0,0,1
计各种文物千余件古籍图书642册经文物专家鉴定无一赝品这批珍贵,institution,1,0.0,0,1
华北大学工学院学习1949年起先后在重工业部冶金部地质部所属单位从,institution,1,0.0,0,1
里的电冰箱从1984年一直用到现在出了问题自己就能修理何泽诚晚年到,institution,1,0.0,0,1
"王季同还有个妹妹王季萨(1877或1878年生 1979年在美国去世),1907年赴美1918年获得芝加哥大学化学博士学位",institution,1,0.0,0,1
"当年有一部分学生去英国或美国留学是靠所谓“英庚款”或“美庚 款”,由庚款委员会举办留学考试报考人中各科分数最高者就被录取出国 当时有关物理方面的各科命题者大半是清华的专家教授(物理系),所以",institution,1,0.0,0,1
"渐将校务交给她们这一年正巧是她70寿辰(虚岁),她将全部礼金赠给学",institution,1,0.0,0,1
文的文集不成问题,institution,1,0.0,0,1
此洞埋没二百载重见天日不数更 炳烛前行不知底空穴来风皆成音,institution,1,0.0,0,1
抵抗而已2,institution,1,0.0,0,1
抗战初期叶企孙因病留天津主持清华临时办事处支应师生南下和负责,institution,1,0.0,0,1
普顿分不清两人谁的天分更高有的国家将“康普顿效应”称为“康普顿一 吴有训效应”对此吴有训说课题的物理思想与实验方法都是老师的应,institution,1,0.0,0,1
人是美国的冯,institution,1,0.0,0,1
赵忠尧浙江诸暨人1925年南京东南大学化学系毕业毕业前一年已 担任物理系叶企孙的助教1925年北京清华学堂筹备大学本科随叶企孙到 清华物理系任助教教员负责实验课并补习大学物理系的必修课程1927 年留美在加州理工学院师从密立根1930年获物理学哲学博士学位对正,institution,1,0.0,0,1
速器制造技术并参与物理实验用少量资金做尽可能多的部件终于在1950,institution,1,0.0,0,1
1937年6月叶企孙推荐他任其家乡厦门,institution,1,0.0,0,1
霍秉权 霍秉权,institution,1,0.0,0,1
促进了当时科技的发展1933年回国任 山东大学物理教授1934—1937年任清华 大学物理学兼无线电学教授1937年后任,institution,1,0.0,0,1
放映了她的录像在问候老友之后最后一句话是“希望清华物理系越办越,institution,1,0.0,0,1
现代的普通大学物理教科书钱三强回忆说“他讲电磁学那一章时基本概,institution,1,0.0,0,1
握烧玻璃的火候和吹玻璃的关键技术做毕业论文时钱三强做了一个玻璃真空 系统因退火没搞好一抽真空就炸碎了水银流了一地从此钱三强接受教,institution,1,0.0,0,1
过程与今天大学中进行的硕士论文差不多”吴有训就曾对第九级的林家翘,institution,1,0.0,0,1
请他答疑何先生接着说“霍秉权教授是你的老师在大学时霍秉权教授 教过我”我没有想到这样一个大科学家竟在一个晚辈面前说出崇敬别人的 话把自己摆在学生的位置,institution,1,0.0,0,1
侵略者我为了打日本侵略者到这里来 学习这个专业你为什么不收我呢?”克兰,institution,1,0.0,0,1
文题目为一种新的精确简便测量子弹飞 行速度的方法,institution,1,0.0,0,1
gena0,institution,1,0.0,0,1
zur erlaugung des grades,institution,1,0.0,0,1
faktat der,institution,1,0.0,0,1
出的结果平均方差为0,institution,1,0.0,0,1
就在何泽慧做博士论文期间欧洲的 局势发生了天翻地覆的变化1939年8,institution,1,0.0,0,1
德国政府早已有了规定不允许任何人离开柏林还说“你们女孩子到外国,institution,1,0.0,0,1
西门子岁月 德国的电气工业闻名世界为了维持生计也为了尽可能地学习德国的先,institution,1,0.0,0,1
反纳粹立场1933年就被从主任位置上赶下台1934年波特任威廉皇帝医学 研究院的核物理研究所所长二战结束1946年后他重新成为海德堡大学 物理研究所的所长直至1957年去世 1940年夏波特及其助手根特纳,institution,1,0.0,0,1
因热辐射规律 研究荣获1911年诺贝尔物理学奖)所说的当你做实验时你的眼睛要睁着 每天应该安排一个日程表没有日程表一件工作就会消磨下去而得不到,institution,1,0.0,0,1
"学家和博士研究生在德国学习的基金何泽慧作为博士后(研究助教),在海 德堡期间得到了洪堡基金会的资助(起讫1943—1946年),成为我国第一代洪",institution,1,0.0,0,1
强接受陆学善的安排一家人暂时住下 因行李在海关被扣一时无法北上钱三强与何泽,institution,1,0.0,0,1
南京和上海应中央研究院上海科学馆与中国物理学会等机构和团体的邀请,institution,1,0.0,0,1
9月初钱三强到职清华大学物理系任教授住在叶企孙住的北院7号 那里共十多间平房叶企孙住了三间其余成了清华临时接待教授的客房钱 三强在此住了约两个学期周末进城时他与何泽慧住在北平研究院安排的月,institution,1,0.0,0,1
一起照个相”可惜这张,institution,1,0.0,0,1
市场萧条就业困难我不愿放弃物理又没能在北平的学校或研究机构找到 合适的工作唯一的选择是考研究生,institution,1,0.0,0,1
稿处理王淦昌只能将文章寄到美国物,institution,1,0.0,0,1
科学工作者大会筹备会期间钱三强与王淦昌两位神交已久的校友才初次见,institution,1,0.0,0,1
实验条件自1950年2月起开始进行筹备主要工作是寻购器材和设计自,institution,1,0.0,0,1
物理大楼中央研究院和中央大学准备合作建立一个核物理研究机构然后调,institution,1,0.0,0,1
此次会议初步确定研究所以理论物理(原子核物理方向)实验原子核物理,institution,1,0.0,0,1
究宇宙线用的云室及其控制装置亦将近完成配合实验上的需要电子线路的,institution,1,0.0,0,1
是所用化学药品国内不能全买到质量优良的明胶亦不易购买可以在乳胶中 产生反冲质子的中子源也没有,institution,1,0.0,0,1
遇每月伙食30元当时0.8元就能买只鸡我们学员整天牛奶鸡蛋大,institution,1,0.0,0,1
五年计划相应地近代物理所的五年计划也于1952,institution,1,0.0,0,1
为中心提出核物理研究已由单干手工业的方式渐进为,institution,1,0.0,0,1
国科学院1952年10月就分配来100名大学毕业生当时这个规模是空前的,institution,1,0.0,0,1
/近代物理研制乳胶,institution,1,0.0,0,1
格点阵上而游离于间隙中的银离子在晶体中运动被灵敏中心(主要是晶体中 的缺陷——少数几个银原子的集合)俘获使银斑长大成为潜影中心就在,institution,1,0.0,0,1
三是胶层特别厚约50600,institution,1,0.0,0,1
一下何泽慧的搅棍转一圈陆孙各按一下滴管的橡皮球溴化钾与硝酸银,institution,1,0.0,0,1
"项工作获得了1956年度中国科学院奖(自然科学部分),即首次国家自然科",institution,1,0.0,0,1
杨桢就在这台回旋加速器上学习他已在列宁格勒大学读了两年研究生,institution,1,0.0,0,1
飞行时间分析器准备开堆后测量慢中子 截面 这是钱三强亲自领导的项目机械选,institution,1,0.0,0,1
黄胜年在他与顾以藩合写的我们所知道的钱三强与何泽慧先生中写道32,institution,1,0.0,0,1
陈叔通宋任穷以及苏联在华有关专家各国驻华使节首都科技界人士等 近2000人出席科学院副院长张劲夫主持仪式聂荣臻代表国家验收委员会 签字验收并讲话郭沫若和苏联原子能利用总局副局长叶夫列莫夫先后讲话 中国第一台回旋加速器和重水反应堆相继在坨里建成运行标志着我国已经跨 进了原子能时代,institution,1,0.0,0,1
和机械选择器后来20世纪80年代又在钱三强王淦昌的支持下与中国 科学院合作向下扩展到冷中子区,institution,1,0.0,0,1
她提出的“层耦合模型”是唯一能用来计算非理想畸变晶体单色器反射率及,institution,1,0.0,0,1
如约里奥-居里在钱三强与何泽慧的婚礼上所说“我们感到这种传染’对,institution,1,0.0,0,1
还有一次我们组在101”厅前面广场靠东边的空地上用大铁锅化石蜡我,institution,1,0.0,0,1
务为中国的核事业甘愿奉献一切王淦昌当时的一句话“以身许国”代表,institution,1,0.0,0,1
接受九局21所等单位派人来实习也是为核武器研制服务的重要工作 胡仁宇1957年被派往苏联读契伦科夫的研究生九局成立他就被紧急 调到九局他回忆道38,institution,1,0.0,0,1
"房里已有的零部件(如高压电容器整流管和绝缘材料等),尽快建造一台快",institution,1,0.0,0,1
量黄祖洽和何祚庥都向钱三强推荐了于敏钱三强不愿用行政命令手段来调 动觉得要于敏过来还是得尊重何泽慧因何泽慧念念不忘裂变物理研究 要于敏深入研究裂变物理理论钱三强交代何祚庥“小何你去何泽慧那里 说说”何祚庥去找到何泽慧何泽慧服从大局欣然应允40,institution,1,0.0,0,1
苏联专家撤走以后中国决定要自力更生调一些专家顶替补充苏联专 家当时包括王淦昌何泽慧都被推荐了过去钱三强推荐何泽慧不太适合于 传统的观念好像是作为他的老婆去的这个观念的出发点就是女科学家不如,institution,1,0.0,0,1
就没被接受所以她就没有算到搞“两弹一星”的那个研究所去 彭桓武还讲钱三强不是私心何泽慧应该到九所她很适合到九所当 时核武器研制基地有些在戈壁滩环境很苦尽管孩子小钱三强还是推荐了,institution,1,0.0,0,1
是何先生态度和蔼使我紧张的心情放松了不少何先生让我们先汇报我们的 实验技术测量方法数据处理误差计算及一批样品的测量结果然后就大 家提出的问题和意见予以回答讨论气氛很融洽大家对我们的测量方法和误 差计算予以肯定并对测量方法及数据处理提出了一些改进意见工作完成多 年后我们才知道小球是原子弹爆炸试验中使用的点火中子源 在当时根据国外的资料热中子和慢中子能区范围的全截面工作做得比较,institution,1,0.0,0,1
"务”(后来叫351,因为陆续又有一批后续任务并命名为35",institution,1,0.0,0,1
提出用所里同位素分离器制作纯li⁶,institution,1,0.0,0,1
kev到40,institution,1,0.0,0,1
而y射线所产生电子射程很长所以在极薄乳胶中留下的电子径迹就很少了,institution,1,0.0,0,1
达后来孙汉城证明旋转并非必要条件将此方法正名为二面角法并在反,institution,1,0.0,0,1
α)⁸li(β)⁸be(2α,institution,1,0.0,0,1
渐认识到何先生的话是正确的科学的符合国情的每种探测方法都各有 特点只要能充分发挥它的特点就能解决其他方法不能解决的问题做出有,institution,1,0.0,0,1
核碰撞的基本特 性用固体径迹探测器确定我国潜水艇用钢的化学组成和冶炼工艺生产出我,institution,1,0.0,0,1
化大革命”开始钱三强和何泽慧一开始就被以“资,institution,1,0.0,0,1
一直保持了他们做人的原则与人格尊严绝不低三下 四,institution,1,0.0,0,1
张焕乔回忆道“忽然一天星期一北区大字报,institution,1,0.0,0,1
过关的表示都没有有的只是无声的反抗当时她已经50多岁了身单体弱,institution,1,0.0,0,1
找她说算了谁花都一样'她非常地平静很看淡钱财最后也没,institution,1,0.0,0,1
观测贝内特彗星追记²,institution,1,0.0,0,1
经过进一步地查看资料期间得到云南天文台吴铭蟾同志的热情协助肯 定了以上的想法根据资料贝内特彗星是由南非天文学家贝内特 (j.c. bennett,institution,1,0.0,0,1
的当时它的亮度是8.5等随着向近日点趋近而越来越亮它在1970年3,institution,1,0.0,0,1
从干校回来后何泽慧就基本上不到401所了她虽然工作上平易近人 但性格里也有非常倔强的一面骨头是很硬的经历了“文化大革命”前期 的冲击她曾说过坚决不回401所,institution,1,0.0,0,1
庆右黄胜年第二排左起叶春堂袁汉镕严武光李少卿第三排左 起周咸建曾宪堂,institution,1,0.0,0,1
调整中体制组同志提出将基础研究划归科学院我们支持这个方案但这个,institution,1,0.0,0,1
展401所一部二部物理线(包括第二四七十二十三二一室,institution,1,0.0,0,1
研究所设置的研究室包括核物理研究室业务负责人郑林生,institution,1,0.0,0,1
宇宙线研究室(包括云南,institution,1,0.0,0,1
能重离子碰撞的国际合作得到了何泽慧的支持唐孝威回忆道³9,institution,1,0.0,0,1
但就在当天科学院一位领导来考,institution,1,0.0,0,1
生几乎每年都要到气球发放现场亲自了 解飞行和实验情况在每年的气球飞行计,institution,1,0.0,0,1
球飞行与观测具有一定的风险新发展的,institution,1,0.0,0,1
些而越是遇到这样的机会何先生越是不肯放过她认为有风险才有挑,institution,1,0.0,0,1
的政治环境下小组的发展又遭遇到严峻的形势我本人也被指责为擅自 篡改科研方向'1990年当我们在空间数据分析工作中得到一点新苗头时 钱先生很快就随何先生来实验室了解分析过程和结果热情勉励我们继续努,institution,1,0.0,0,1
到批准立项 路甬祥院长白春礼江绵恒副院长,institution,1,0.0,0,1
会同科技部徐冠华基金委陈佳洱同志采取必要措施就该项目的创新 性科学价值和可行性尽快作出判断3.向国家正式推荐和及时完成 hxmt,institution,1,0.0,0,1
何泽慧传,institution,1,0.0,0,1
酌用词后再交先生指正却每次都遭到了几乎劈头盖脸的训“怎么能这样,institution,1,0.0,0,1
评他们而批评我?”1959年国庆十周年401学术报告会上让我做“裂变中子平,institution,1,0.0,0,1
得哇哇叫她叫我不要怕真是对我关爱备至 后来我调深圳大学工作当时原子能院援助深大建一座微堆钱先生与何,institution,1,0.0,0,1
"接到你6月14日来信(由张宗健同志转来),我们都非常地高兴你们技术物 理系第一班的同学现在都年已过半百真是时间过得快我们两人加起来已150岁",institution,1,0.0,0,1
你们成功并预祝取得更大的成就!问同志们好泽慧现在也只是同全国政协组 织的团体一齐出去今年暑假她已去山东去了九月底恐怕也很难再到深圳去,institution,1,0.0,0,1
3 王豫生何泽慧戴能雄合影 第10章,institution,1,0.0,0,1
可惜几年后何泽慧本人就身不由己上述安排都发生了很大变化2000,institution,1,0.0,0,1
"中子照相”,这是应用研究是中子工作的民用出路后来二室还是走的任",institution,1,0.0,0,1
国后因条件不满足往往就束手无策一筹莫展做不了工作现在许多人 天天盼出国出国是要“出”的根据我们的需要有目的地派出适当数量,institution,1,0.0,0,1
济条件允许时我国的高能加速器还是要建造的但这不是唯一的手段现在 不能说因为没有高能加速器高能物理研究就断了线可以在国外加速器上开 展工作另外大自然的宇宙线就为我们提供了很好的研究手段虽然高能粒 子在宇宙线中的流(强)很弱但总是聊胜于无而且宇宙线上还有超高,institution,1,0.0,0,1
文化大革命”后期姐弟三人都经基层推荐上了大学 1972年5月钱祖玄上了清华大学电子工程系1978年到中国科学院高,institution,1,0.0,0,1
一起于2012年探测到希格斯,institution,1,0.0,0,1
他们的遗志永远走下去钱思进2006年起还参与了由欧盟资助的“欧中网,institution,1,0.0,0,1
妈妈手非常巧她在国外时因为办什么手续需要盖印当时没有印 章她找了个牙刷把儿就做了个印章妈妈会篆刻在中学时就给她们振华 女中刻了一个碑她还有很多皮革边料自己制作小钱包她有那种专门做皮 件的成套的工具妈妈告诉我皮件要用皮子缝还教我怎样用皮子做成缝,institution,1,0.0,0,1
到底这反映在工作中就促 成她于1946年11月22日成为 世界上第一位观察到铀核四分 裂的人在家里妈妈做每一,institution,1,0.0,0,1
一针一线地修补好,institution,1,0.0,0,1
做人真做事实,institution,1,0.0,0,1
她们说核工业是我国的尖端科 技事业即使在发达国家在尖端科,institution,1,0.0,0,1
复后来获得各单位不要求“一刀切”的效果图12,institution,1,0.0,0,1
一起写信给科学院的一些院士介绍交叉学科的重要性2002 年陆琰70岁何泽慧特地赶到南京去参加他的寿庆暨学术研讨会2003年陆 琰当选为中国科学院院士,institution,1,0.0,0,1
倔强的性格 何泽慧一生性格倔强她要求自己的名字用男孩子的“泽”字辈上清 华物理系不听系主任规劝转系的说教坚持到底而且成绩很好留学德 国又说服德国教授打破了弹道学不收外国人不收女生的条条框框,institution,1,0.0,0,1
看到了那根拐杖果然她没有扔掉它与另一根带弯钩扶手的拐杖绑在一起 挂在一个柜子的侧顶上那里挂着许多极为普通的拐杖记录下一位老科学家 对科学事业终身的热爱之情,institution,1,0.0,0,1
方便这不是很好吗?这里的大夫也很负责任”说大夫负责任我倒是相信,institution,1,0.0,0,1
的初衷嘛!于是我向同事又要了一本书给 何先生送去她笑着说“科学院规定像我 这样高龄的人一般不让去外地了基本上都,institution,1,0.0,0,1
春作为成员之一学校排球队参加江苏全省运动会获得女子排球赛冠,institution,1,0.0,0,1
到一种近似于s 形状的奇特径迹经过仔细分析弄清楚了这种径迹原来是正 负电子的弹性碰撞过程她将研究结果和照片寄给时在英国的钱三强9月下 旬在布列斯托尔召开的英法宇宙线会议上钱三强展示了正负电子弹性碰撞,institution,1,0.0,0,1
kev 静电加速器)上何泽慧陆祖荫 等开始进行,institution,1,0.0,0,1
服务当好配角”的指导思想认真组织力量及时准备好完成任务所需要,institution,1,0.0,0,1
德国马普代表团访问科学院时任马普学会副主席核物理研究所所长的,institution,1,0.0,0,1
何泽慧获得联邦德国亚历山大 冯 洪堡奖章洪堡基金会主席向何泽 慧颁发奖章 12月科学报刊登气球吊舱荡然无存仪器资料毁于一旦,institution,1,0.0,0,1
原证书因“文化大革命”抄家丢失)在海德堡与老邻居的两个女儿合影,institution,1,0.0,0,1
是年与兄弟姐妹一起把何澄收藏印章72方捐献给国家这批宝物由何,institution,1,0.0,0,1
认为“有些所 谓的研究包括实验和理论的工作其实只是在技术上(包括理论计算上,institution,1,0.0,0,1
l.nouveaux modes de fission de luranium,institution,1,0.0,0,1
新中国妇女1955,institution,1,0.0,0,1
文字改革1961,institution,1,0.0,0,1
布莱恩著.王祖哲钱思进译.居里一家,institution,1,0.0,0,1
南科学技术出版社2011,institution,1,0.0,0,1
z.n.yang,institution,1,0.0,0,1
"brown &l.hadsson,",institution,1,0.0,0,1
m// 叶铭汉.赵忠尧论文选集.北京科学出,institution,1,0.0,0,1
j. 物理 1997,institution,1,0.0,0,1
原子科学城2011,institution,1,0.0,0,1
"会(其中大量具体工作是唐洪庆钱民协做的),众多科学工作者参与共同",institution,1,0.0,0,1
国“两弹一星功勋奖章”获得者是何泽慧先生和钱三强先生的至,institution,1,0.0,0,1
王大珩先生题词 王大珩先生题词 王大珩先生题词,institution,1,0.0,0,1
尊春 阳生询光 照大明 晚业娘娟 身说,institution,1,0.0,0,1
乳胶序号 灵敏度(颗粒数/100微米,institution,1,0.0,0,1
灵敏度(颗粒数/100微米,institution,1,0.0,0,1
然 新 边 要,institution,1,0.0,0,1
卡塔林·考里科,scientist,0,0.013548958333333336,7531,195
弗朗西亚和我庆祝我们的女儿苏珊在奥运会赛艇比赛中赢,institution,1,0.0,0,1
她皱着眉头努力又专注在她的成长过程中我一次又一次地看 到这样的神情 我问苏珊在写什么她头也不抬地答道“我要感谢威尔逊夫,institution,1,0.0,0,1
我凝视着她苏珊一直盯着纸页仔细地拼写着单词她的手 稳稳地写下一行字然后开始写新的一行,institution,1,0.0,0,1
上面盖着纸 以吸收溢出的液体,institution,1,0.0,0,1
有的用来冷却 有的用来冰冻,institution,1,0.0,0,1
还是个蹒跚学步的孩子脸颊胖胖的齐刘海金色波波头我站,institution,1,0.0,0,1
那层铁皮会被烧红佐卡和我很早就明白要跟它保持距离以免烫 伤皮肤不过我们俩每天早上的任务就是把炉膛用锯末填满这 活儿很难必须小心行事就像我们做的许多事情一样这并不是 一件家务事—至少不是今天的人们所说的那种家务事这不是父母 要求我们做的事情也不是我们给家里搭把手而已这是一件必须,institution,1,0.0,0,1
他喊道“战时前线的战士们”然后他伸手去拿我母亲的碗,institution,1,0.0,0,1
这个名字来自希腊语 意思是石头或岩石然后当我,institution,1,0.0,0,1
佐卡和我跟着他用小一点儿的容器运水回家每周一次我们将 水烧热倒入浅浅的浴缸然后在里头洗澡,institution,1,0.0,0,1
机也是第一个聊天室所在 偶尔会有一个人骑着高头大马从我家门前经过他用力敲鼓,institution,1,0.0,0,1
是工作和玩乐可以相互渗透成为一体直到刻意将它们区别开,institution,1,0.0,0,1
他母亲告诉他 如果你知道如何为人们提供肉 你就永 远不会挨饿,institution,1,0.0,0,1
lászló balogh的人和许多匈牙利人一样巴洛参加了一,institution,1,0.0,0,1
当父亲给我讲这些故事时我能听出那种自豪感但我也听出了怀,institution,1,0.0,0,1
那家他喜爱的商店被没收了 所有的工作所有的心血一夜之间化为乌有 二战后十一年的大部分时间里匈牙利领导人都是拉科西,institution,1,0.0,0,1
在人多的地方可能会安全些不久德国人入侵了匈牙利随后 苏联军队抵达与德国人作战小新萨拉什位于从苏联到布达佩斯 的沿线因此发生了激烈的战斗,institution,1,0.0,0,1
她能够适应21世纪的巨大变化到了80岁她堪称技术高手她,institution,1,0.0,0,1
我父亲也讨厌合作社的会议认为那是浪费时间上一次开会 时他还被要求为某个领导人唱赞歌有时是真的要唱出来不,institution,1,0.0,0,1
们的制度我必须做出上述决定 埃莱克 维格 新闻总监,institution,1,0.0,0,1
大人们斟上几杯酒通常是帕林卡酒一种匈牙利乡村常见的传统 水果烈酒 我们很早就知道谈话有公开和私下之别在外面的世界人们,institution,1,0.0,0,1
在小新萨拉什有一所精英的音乐专科学校和一所普通学校 父母曾希望我进入那所私立学校但要获得就读精英学校的资格,institution,1,0.0,0,1
样有着粉刷过的白墙是学生的家长们粉刷的也就是说举全 村之力我喜欢那栋建筑喜欢里面的一切硬木长凳和我们蘸 笔的墨水罐我竭尽全力不让页面上出现墨水渍一旦出现我就 会重写作业我喜欢钉在墙上的海报和地图我喜欢上学时我们 穿在便装外面的深蓝色外套,institution,1,0.0,0,1
鞋子等所有这些物品的费用 买 得起孩子需要的所有东西 对于学校来说婴儿潮带来了不同的挑战学生太多了教室 远不够容纳所有的孩子所以学校每天分成上午和下午两个班次轮 流上课即便如此我的班上也有五十多个孩子整齐地分成一排,institution,1,0.0,0,1
我五岁那年锁骨骨折后来在八九岁的时候我的一只手发 生了好几次骨折等那只手痊愈了我又摔倒了这次摔的是另一 只手他们把刚从那只手上取下的石膏马上打到了这只手上 我患有贫血症所以他们给我补铁的药片,institution,1,0.0,0,1
胀我切除了乳房肿块后来又被诊断出癌症是腮腺上长了肿 瘤在医生切掉肿瘤后这块区域的神经变得紊乱导致我每次吃 饭时脸上都会大量出汗,institution,1,0.0,0,1
使我已经尽力了,institution,1,0.0,0,1
我还不错这就是我会用的词还不错 我不认为自己特别聪明多年来我遇到过许多人他们天生,institution,1,0.0,0,1
小学时有一次老师给我们布置了一项历史作业采访一位 年长有突出表现堪称本地英雄的社区成员我们每个人都要记 录一段口述史梳理受访者的记忆并根据听到的内容写一篇赞美,institution,1,0.0,0,1
丝不快“那是个坏人”他说我几乎不曾听过父亲那样讲话,institution,1,0.0,0,1
问题的老师一脸严肃但眼神明亮而好奇他是阿尔伯特,institution,1,0.0,0,1
圣捷尔吉对细胞呼吸的突破性研究为克雷布斯 循环的识别奠定了基础 他于1937年获得诺贝尔生理学或医学,institution,1,0.0,0,1
jakucs巴林特 佐约米 bálint,institution,1,0.0,0,1
英雄一样在托特先生的课堂上我们不仅要阅读课本还要阅读,institution,1,0.0,0,1
我一生中从未读过这样的书 这不仅仅是因为这本书讲的恰恰是我的经历我患过的所有疾 病那些普遍的症状找不到明确的答案是的当然这本书,institution,1,0.0,0,1
接下来就是这段话,institution,1,0.0,0,1
有幸也好不幸也罢我确信我就是谢耶所说的人之一我确 信我可以,institution,1,0.0,0,1
可能很诱人因为当你找到它你一定会找到它你就会觉得你,institution,1,0.0,0,1
我也没有兴趣为了男孩咯咯笑或约会有时我去看电影匈 牙利有自己的西部片通常就在附近的霍尔托巴吉拍摄会看到 同学们在约会即使想约会我也不确定自己能不能约到男孩我 猜男孩们觉得我太高太瘦不是特别有吸引力总之没有男孩约,institution,1,0.0,0,1
当时匈牙利的大学体系与美国体系非常不同在美国有数千,institution,1,0.0,0,1
阿尔伯特发现了维生素c,institution,1,0.0,0,1
早上5:00起床,institution,1,0.0,0,1
者闲聊没关系这不是一场比赛每一组都有自己的任务最终 我们都会做完但让我很高兴的是我和玛丽亚在干完活后还有闲 暇 玛丽亚和我在田边坐下喝了点水然后抬起脸迎着阳光我,institution,1,0.0,0,1
我和卡蒂待在一起”玛丽亚继续说道露出了挑战的眼,institution,1,0.0,0,1
